,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,FFFLX,Morningstar Moderate Target Risk,96.47,1.36,-0.78,10.22,USD,3,8.87,14.0,1.52,2.61,
1,FFFLX,Morningstar Moderate Target Risk,97.34,1.56,-2.88,6.94,USD,5,13.31,10.87,0.84,1.35,50.00
2,FFFLX,Morningstar Moderate Target Risk,,,,,USD,10,,,,,
3,FFFLX,Morningstar Moderate Target Risk,,,,,USD,15,,,,,
