,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,AAATX,Morningstar Moderate Target Risk,93.28,0.71,2.37,14.26,USD,3,4.71,10.22,2.09,4.06,
1,AAATX,Morningstar Moderate Target Risk,96.2,0.72,1.95,11.91,USD,5,6.2,8.67,1.36,2.51,7.00
2,AAATX,Morningstar Moderate Target Risk,,,,,USD,10,,,,,
3,AAATX,Morningstar Moderate Target Risk,,,,,USD,15,,,,,
