,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,FPIFX,Morningstar Moderate Target Risk,97.54,0.9,-0.43,10.22,USD,3,5.83,9.28,1.55,2.7,
1,FPIFX,Morningstar Moderate Target Risk,98.71,0.96,-0.5,8.48,USD,5,8.18,8.24,1.0,1.71,15.00
2,FPIFX,Morningstar Moderate Target Risk,,,,,USD,10,,,,,
3,FPIFX,Morningstar Moderate Target Risk,,,,,USD,15,,,,,
