,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,VLCIX,Barclays US Agg Bond TR USD,84.45,2.75,0.26,3.03,USD,3,8.12,8.39,1.03,1.75,
1,VLCIX,Barclays US Agg Bond TR USD,65.15,2.33,-0.22,3.91,USD,5,8.14,9.18,1.11,2.02,97.00
2,VLCIX,Barclays US Agg Bond TR USD,,,,,USD,10,,,,,
3,VLCIX,Barclays US Agg Bond TR USD,,,,,USD,15,,,,,
