,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,FDETX,S&P 500 TR USD,88.96,1.04,-2.13,18.41,USD,3,9.94,19.14,1.82,3.57,
1,FDETX,S&P 500 TR USD,88.96,1.04,-2.13,18.41,USD,5,14.25,15.19,1.06,1.78,60.00
2,FDETX,S&P 500 TR USD,88.96,1.04,-2.13,18.41,USD,10,16.28,7.29,0.42,0.58,
3,FDETX,S&P 500 TR USD,88.96,1.04,-2.13,18.41,USD,15,16.50,4.36,0.22,0.31,
