,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,FJIFX,Morningstar Moderate Target Risk,96.43,0.6,-0.21,10.28,USD,3,3.93,6.28,1.56,2.76,
1,FJIFX,Morningstar Moderate Target Risk,97.97,0.66,0.02,9.06,USD,5,5.59,6.01,1.06,1.85,7.00
2,FJIFX,Morningstar Moderate Target Risk,,,,,USD,10,,,,,
3,FJIFX,Morningstar Moderate Target Risk,,,,,USD,15,,,,,
