,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,OIEAX,MSCI ACWI Ex USA NR USD,93.62,1.07,0.75,10.54,USD,3,14.12,11.34,0.83,1.34,
1,OIEAX,MSCI ACWI Ex USA NR USD,94.98,1.08,-0.85,4.56,USD,5,18.21,5.01,0.36,0.53,93.00
2,OIEAX,MSCI ACWI Ex USA NR USD,95.8,1.03,-0.84,3.45,USD,10,19.73,5.06,0.28,0.38,
3,OIEAX,MSCI ACWI Ex USA NR USD,96.57,1.02,-0.84,1.24,USD,15,18.82,3.24,0.16,0.22,
