,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,AAFTX,Morningstar Moderate Target Risk,95.76,1.28,2.25,12.84,USD,3,8.31,16.44,1.88,3.46,
1,AAFTX,Morningstar Moderate Target Risk,97.59,1.37,-0.29,8.78,USD,5,11.71,12.1,1.03,1.73,29.00
2,AAFTX,Morningstar Moderate Target Risk,,,,,USD,10,,,,,
3,AAFTX,Morningstar Moderate Target Risk,,,,,USD,15,,,,,
