,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,PRGIX,S&P 500 TR USD,95.80,0.99,-0.46,20.28,USD,3,9.10,20.04,2.06,3.96,
1,PRGIX,S&P 500 TR USD,95.80,0.99,-0.46,20.28,USD,5,12.90,14.92,1.14,1.93,39.00
2,PRGIX,S&P 500 TR USD,95.80,0.99,-0.46,20.28,USD,10,14.40,7.72,0.48,0.68,
3,PRGIX,S&P 500 TR USD,95.80,0.99,-0.46,20.28,USD,15,14.99,5.87,0.33,0.46,
