,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,FTTAX,Morningstar Moderate Target Risk,89.86,1.24,-0.82,10.07,USD,3,8.36,12.57,1.46,2.62,
1,FTTAX,Morningstar Moderate Target Risk,94.85,1.36,-1.3,7.94,USD,5,11.82,10.91,0.93,1.58,28.00
2,FTTAX,Morningstar Moderate Target Risk,,,,,USD,10,,,,,
3,FTTAX,Morningstar Moderate Target Risk,,,,,USD,15,,,,,
