,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,HLLVX,Barclays US Agg Bond TR USD,63.52,0.17,0.38,5.14,USD,3,0.59,0.95,1.51,2.98,
1,HLLVX,Barclays US Agg Bond TR USD,59.82,0.22,0.42,5.91,USD,5,0.8,1.37,1.61,3.39,21.00
2,HLLVX,Barclays US Agg Bond TR USD,67.03,0.3,0.32,4.36,USD,10,1.21,2.83,1.07,2.25,
3,HLLVX,Barclays US Agg Bond TR USD,72.37,0.33,0.37,4.86,USD,15,1.43,3.56,1.16,2.31,
