,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,TEEMX,MSCI ACWI Ex USA NR USD,88.23,1.13,-6.98,3.07,USD,3,15.33,3.52,0.3,0.42,
1,TEEMX,MSCI ACWI Ex USA NR USD,86.85,1.07,-1.69,3.59,USD,5,18.91,3.93,0.29,0.44,90.00
2,TEEMX,MSCI ACWI Ex USA NR USD,88.94,1.17,1.69,5.39,USD,10,23.28,7.81,0.38,0.54,
3,TEEMX,MSCI ACWI Ex USA NR USD,84.35,1.13,3.58,4.94,USD,15,22.28,7.55,0.35,0.51,
