,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,FFVFX,Morningstar Moderate Target Risk,97.17,0.87,0.14,10.89,USD,3,5.62,9.51,1.64,2.98,
1,FFVFX,Morningstar Moderate Target Risk,98.49,0.92,-0.15,8.85,USD,5,7.8,8.2,1.04,1.77,13.00
2,FFVFX,Morningstar Moderate Target Risk,97.53,1.0,-1.12,4.2,USD,10,9.79,5.73,0.46,0.65,
3,FFVFX,Morningstar Moderate Target Risk,,,,,USD,15,,,,,
