,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,VEXMX,S&P 500 TR USD,78.67,1.18,-3.75,17.12,USD,3,12.01,20.23,1.60,3.06,
1,VEXMX,S&P 500 TR USD,78.67,1.18,-3.75,17.12,USD,5,16.84,18.04,1.07,1.84,73.00
2,VEXMX,S&P 500 TR USD,78.67,1.18,-3.75,17.12,USD,10,18.66,9.44,0.50,0.72,
3,VEXMX,S&P 500 TR USD,78.67,1.18,-3.75,17.12,USD,15,20.48,7.28,0.35,0.50,
