,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,CEMAX,Morningstar Moderate Target Risk,15.11,0.2,-1.83,1.14,USD,3,3.31,0.29,0.09,0.12,
1,CEMAX,Morningstar Moderate Target Risk,,,,,USD,5,,,,,
2,CEMAX,Morningstar Moderate Target Risk,,,,,USD,10,,,,,
3,CEMAX,Morningstar Moderate Target Risk,,,,,USD,15,,,,,
