,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,FRJAX,Morningstar Moderate Target Risk,83.59,0.27,0.77,13.46,USD,3,1.91,3.74,1.9,3.86,
1,FRJAX,Morningstar Moderate Target Risk,89.02,0.41,0.53,10.36,USD,5,3.67,4.33,1.15,2.14,4.00
2,FRJAX,Morningstar Moderate Target Risk,,,,,USD,10,,,,,
3,FRJAX,Morningstar Moderate Target Risk,,,,,USD,15,,,,,
