,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio,Bear_MktPercentile_Rank
0,MBGRX,MSCI ACWI NR USD,54.81,1.21,-17.11,-1.04,USD,3,17.16,-1.2,0.01,0.02,
1,MBGRX,MSCI ACWI NR USD,67.41,1.22,-8.46,1.78,USD,5,21.67,2.26,0.21,0.29,98.00
2,MBGRX,MSCI ACWI NR USD,60.79,1.19,0.35,4.07,USD,10,25.36,6.38,0.32,0.44,
3,MBGRX,MSCI ACWI NR USD,48.44,1.04,7.4,7.91,USD,15,24.52,10.17,0.44,0.67,
