,Year,FARNX_Returns,S&P 500 TR USD,Category (LB),+/- S&P 500 TR USD,+/- Category (LB),Annual_Net_Exp_Ratio,Turnover_Ratio,Rank_In_Category
0,YTD,6.91,13.98,7.43,-7.07,-0.52,1.3,56.0,63.0
