Date,FLMVX,PIXAX,PSTKX,VIVAX,VPCCX
2011-08-30,20.9,3.62,5.81,18.26,12.19
2011-08-31,21.05,3.64,5.88,18.37,12.25
2011-09-01,20.76,3.61,5.8,18.13,12.12
2011-09-02,20.17,3.52,5.63,17.65,11.82
2011-09-06,20.0,3.49,5.59,17.46,11.73
2011-09-07,20.66,3.59,5.76,18.01,12.05
2011-09-08,20.39,3.56,5.7,17.78,11.88
2011-09-09,19.86,3.47,5.55,17.31,11.6
2011-09-12,19.96,3.49,5.57,17.42,11.66
2011-09-13,20.23,3.52,5.61,17.56,11.8
2011-09-14,20.54,3.56,5.69,17.77,11.97
2011-09-15,20.8,3.61,5.8,18.09,12.15
2011-09-16,20.85,3.63,5.84,18.17,12.19
2011-09-19,20.62,3.61,5.76,17.93,12.04
2011-09-20,20.49,3.6,5.76,17.91,11.98
2011-09-21,19.81,3.49,5.55,17.34,11.66
2011-09-22,19.29,3.39,5.38,16.8,11.26
2011-09-23,19.48,3.39,5.41,16.92,11.34
2011-09-26,19.96,3.46,5.54,17.34,11.58
2011-09-27,20.21,3.49,5.6,17.54,11.77
2011-09-28,19.72,3.41,5.49,17.19,11.54
2011-09-29,19.91,3.45,5.52,17.47,11.57
2011-09-30,19.42,3.38,5.37,17.06,11.29
2011-10-03,18.75,3.28,5.18,16.53,10.97
2011-10-04,19.27,3.34,5.3,16.9,11.25
2011-10-05,19.58,3.4,5.41,17.18,11.5
2011-10-06,20.0,3.46,5.52,17.49,11.74
2011-10-07,19.79,3.41,5.5,17.32,11.67
2011-10-10,20.47,3.53,5.68,17.92,12.04
2011-10-11,20.4,3.53,5.68,17.88,12.05
2011-10-12,20.68,3.56,5.72,18.1,12.14
2011-10-13,20.63,3.55,5.72,17.98,12.15
2011-10-14,20.92,3.6,5.82,18.25,12.37
2011-10-17,20.49,3.53,5.7,17.88,12.09
2011-10-18,21.01,3.61,5.84,18.33,12.32
2011-10-19,20.8,3.58,5.76,18.16,12.15
2011-10-20,20.97,3.6,5.77,18.28,12.2
2011-10-21,21.44,3.67,5.9,18.63,12.49
2011-10-24,21.81,3.71,5.96,18.84,12.67
2011-10-25,21.37,3.66,5.86,18.45,12.39
2011-10-26,21.59,3.71,5.92,18.72,12.46
2011-10-27,22.33,3.82,6.15,19.38,12.89
2011-10-28,22.17,3.83,6.16,19.35,12.84
2011-10-31,21.72,3.78,6.0,18.83,12.51
2011-11-01,21.12,3.68,5.87,18.26,12.19
2011-11-02,21.5,3.73,5.92,18.59,12.36
2011-11-03,21.89,3.78,6.03,18.92,12.61
2011-11-04,21.81,3.78,6.0,18.79,12.56
2011-11-07,21.89,3.79,6.03,18.93,12.61
2011-11-08,22.13,3.83,6.11,19.17,12.74
2011-11-09,21.36,3.7,5.88,18.45,12.27
2011-11-10,21.36,3.73,5.92,18.64,12.37
2011-11-11,22.0,3.79,6.05,18.99,12.62
2011-11-14,21.76,3.76,6.0,18.77,12.53
2011-11-15,21.89,3.77,6.0,18.83,12.59
2011-11-16,21.55,3.71,5.9,18.51,12.39
2011-11-17,21.25,3.65,5.81,18.24,12.15
2011-11-18,21.32,3.65,5.81,18.27,12.13
2011-11-21,20.96,3.58,5.69,17.92,11.91
2011-11-22,20.83,3.56,5.65,17.79,11.88
2011-11-23,20.34,3.48,5.52,17.38,11.61
2011-11-25,20.38,3.46,5.5,17.37,11.56
2011-11-28,20.9,3.57,5.68,17.83,11.93
2011-11-29,20.99,3.58,5.71,17.91,11.92
2011-11-30,21.81,3.75,5.97,18.74,12.44
2011-12-01,21.71,3.73,5.96,18.66,12.46
2011-12-02,21.76,3.75,5.97,18.69,12.39
2011-12-05,22.0,3.78,6.03,18.91,12.5
2011-12-06,21.92,3.81,6.03,18.96,12.54
2011-12-07,21.97,3.81,6.07,19.05,12.56
2011-12-08,21.46,3.73,5.94,18.59,12.3
2011-12-09,21.84,3.78,6.04,18.91,12.5
2011-12-12,21.54,3.74,5.93,18.6,12.32
2011-12-13,21.32,3.71,5.89,18.48,12.2
2011-12-14,21.11,3.68,5.82,18.33,12.06
2011-12-15,21.25,3.71,5.85,18.43,12.13
2011-12-16,21.33,3.72,5.85,18.5,12.18
2011-12-19,21.08,3.68,5.78,18.24,12.03
2011-12-20,21.68,3.78,5.96,18.78,12.37
2011-12-21,21.82,3.79,5.97,18.93,12.33
2011-12-22,22.0,3.83,6.02,19.16,12.44
2011-12-23,22.18,3.85,6.09,19.32,12.53
2011-12-27,22.24,3.85,6.09,19.3,12.54
2011-12-28,21.94,3.83,6.02,19.06,12.38
2011-12-29,22.19,3.87,6.08,19.28,12.51
2011-12-30,22.08,3.86,6.06,19.19,12.46
2012-01-03,22.25,3.91,6.14,19.49,12.64
2012-01-04,22.21,3.9,6.16,19.48,12.63
2012-01-05,22.34,3.91,6.17,19.54,12.65
2012-01-06,22.32,3.92,6.18,19.48,12.62
2012-01-09,22.39,3.94,6.18,19.56,12.62
2012-01-10,22.63,3.97,6.24,19.75,12.74
2012-01-11,22.62,4.0,6.25,19.79,12.76
2012-01-12,22.72,4.0,6.28,19.83,12.82
2012-01-13,22.64,4.0,6.26,19.72,12.72
2012-01-17,22.67,4.01,6.27,19.74,12.78
2012-01-18,22.93,4.05,6.33,19.96,13.0
2012-01-19,23.05,4.06,6.37,20.03,13.09
2012-01-20,23.03,4.05,6.37,20.1,13.03
2012-01-23,23.09,4.04,6.38,20.09,13.02
2012-01-24,23.11,4.04,6.38,20.04,13.02
2012-01-25,23.27,4.08,6.44,20.14,13.12
2012-01-26,23.12,4.09,6.42,20.01,13.02
2012-01-27,23.07,4.09,6.4,19.97,13.04
2012-01-30,22.97,4.09,6.39,19.88,12.98
2012-01-31,22.98,4.1,6.4,19.84,12.99
2012-02-01,23.29,4.1,6.4,20.07,13.14
2012-02-02,23.24,4.15,6.47,20.08,13.16
2012-02-03,23.6,4.2,6.55,20.39,13.37
2012-02-06,23.52,4.2,6.55,20.38,13.35
2012-02-07,23.59,4.2,6.57,20.43,13.35
2012-02-08,23.62,4.21,6.59,20.48,13.34
2012-02-09,23.63,4.2,6.59,20.47,13.34
2012-02-10,23.45,4.19,6.56,20.31,13.24
2012-02-13,23.6,4.22,6.6,20.44,13.32
2012-02-14,23.55,4.2,6.59,20.39,13.28
2012-02-15,23.51,4.2,6.57,20.3,13.23
2012-02-16,23.8,4.24,6.63,20.57,13.39
2012-02-17,23.85,4.25,6.65,20.64,13.38
2012-02-21,23.82,4.24,6.65,20.64,13.35
2012-02-22,23.68,4.24,6.63,20.53,13.32
2012-02-23,23.79,4.26,6.66,20.61,13.38
2012-02-24,23.78,4.26,6.67,20.62,13.39
2012-02-27,23.82,4.29,6.69,20.67,13.38
2012-02-28,23.84,4.29,6.71,20.73,13.44
2012-02-29,23.8,4.27,6.68,20.62,13.33
2012-03-01,23.91,4.29,6.74,20.75,13.41
2012-03-02,23.81,4.29,6.71,20.68,13.37
2012-03-05,23.78,4.27,6.69,20.63,13.28
2012-03-06,23.41,4.21,6.59,20.28,13.09
2012-03-07,23.63,4.24,6.63,20.43,13.19
2012-03-08,23.84,4.28,6.7,20.6,13.37
2012-03-09,24.0,4.3,6.73,20.68,13.4
2012-03-12,23.97,4.3,6.73,20.71,13.37
2012-03-13,24.38,4.37,6.85,21.13,13.57
2012-03-14,24.3,4.34,6.83,21.05,13.51
2012-03-15,24.47,4.37,6.87,21.2,13.6
2012-03-16,24.42,4.37,6.88,21.23,13.63
2012-03-19,24.47,4.37,6.9,21.28,13.68
2012-03-20,24.41,4.35,6.88,21.21,13.62
2012-03-21,24.37,4.36,6.88,21.16,13.61
2012-03-22,24.19,4.33,6.83,20.98,13.48
2012-03-23,24.28,4.35,6.86,21.07,13.5
2012-03-26,24.58,4.4,6.95,21.34,13.72
2012-03-27,24.52,4.4,6.93,21.26,13.67
2012-03-28,24.42,4.38,6.9,21.15,13.62
2012-03-29,24.41,4.38,6.89,21.11,13.57
2012-03-30,24.54,4.39,6.91,21.22,13.62
2012-04-02,24.71,4.43,6.96,21.34,13.71
2012-04-03,24.7,4.39,6.94,21.22,13.63
2012-04-04,24.49,4.36,6.87,21.01,13.46
2012-04-05,24.48,4.36,6.86,20.93,13.47
2012-04-09,24.19,4.32,6.79,20.68,13.31
2012-04-10,23.74,4.26,6.7,20.31,13.07
2012-04-11,23.98,4.29,6.74,20.48,13.17
2012-04-12,24.28,4.35,6.84,20.77,13.38
2012-04-13,24.04,4.31,6.75,20.49,13.2
2012-04-16,24.11,4.32,6.75,20.59,13.21
2012-04-17,24.41,4.38,6.84,20.86,13.38
2012-04-18,24.3,4.36,6.82,20.76,13.32
2012-04-19,24.26,4.35,6.79,20.69,13.26
2012-04-20,24.37,4.37,6.79,20.73,13.26
2012-04-23,24.13,4.34,6.74,20.58,13.12
2012-04-24,24.25,4.33,6.78,20.75,13.14
2012-04-25,24.57,4.4,6.87,20.93,13.31
2012-04-26,24.77,4.44,6.91,21.07,13.38
2012-04-27,24.87,4.44,6.92,21.08,13.44
2012-04-30,24.79,4.43,6.9,21.02,13.4
2012-05-01,24.9,4.46,6.94,21.18,13.46
2012-05-02,24.87,4.45,6.92,21.09,13.47
2012-05-03,24.69,4.41,6.87,20.93,13.38
2012-05-04,24.4,4.36,6.76,20.64,13.17
2012-05-07,24.43,4.36,6.77,20.66,13.16
2012-05-08,24.4,4.34,6.74,20.59,13.13
2012-05-09,24.27,4.31,6.69,20.44,13.03
2012-05-10,24.35,4.33,6.72,20.56,13.05
2012-05-11,24.36,4.32,6.69,20.46,13.06
2012-05-14,24.04,4.27,6.61,20.23,12.94
2012-05-15,23.96,4.24,6.58,20.1,12.91
2012-05-16,23.85,4.23,6.55,20.0,12.88
2012-05-17,23.37,4.17,6.44,19.74,12.68
2012-05-18,23.18,4.14,6.4,19.6,12.54
2012-05-21,23.57,4.19,6.5,19.8,12.76
2012-05-22,23.65,4.19,6.5,19.83,12.74
2012-05-23,23.75,4.2,6.51,19.81,12.74
2012-05-24,23.86,4.2,6.53,19.9,12.75
2012-05-25,23.86,4.2,6.51,19.87,12.73
2012-05-29,24.13,4.24,6.59,20.08,12.86
2012-05-30,23.74,4.2,6.48,19.77,12.68
2012-05-31,23.77,4.2,6.48,19.77,12.66
2012-06-01,23.14,4.11,6.31,19.3,12.35
2012-06-04,23.06,4.1,6.3,19.24,12.36
2012-06-05,23.25,4.12,6.35,19.39,12.43
2012-06-06,23.74,4.21,6.5,19.85,12.73
2012-06-07,23.7,4.21,6.51,19.86,12.68
2012-06-08,23.91,4.25,6.56,20.03,12.75
2012-06-11,23.61,4.2,6.48,19.78,12.57
2012-06-12,23.86,4.24,6.56,20.02,12.75
2012-06-13,23.67,4.22,6.52,19.93,12.67
2012-06-14,23.89,4.27,6.59,20.16,12.77
2012-06-15,24.12,4.32,6.66,20.36,12.88
2012-06-18,24.18,4.32,6.67,20.32,12.92
2012-06-19,24.37,4.36,6.73,20.53,13.1
2012-06-20,24.31,4.35,6.73,20.51,13.08
2012-06-21,23.76,4.27,6.57,20.1,12.75
2012-06-22,23.87,4.28,6.62,20.21,12.84
2012-06-25,23.47,4.23,6.52,19.9,12.62
2012-06-26,23.6,4.24,6.56,19.99,12.66
2012-06-27,23.78,4.29,6.61,20.21,12.77
2012-06-28,23.86,4.3,6.6,20.22,12.72
2012-06-29,24.4,4.39,6.77,20.69,13.08
2012-07-02,24.57,4.42,6.79,20.74,13.13
2012-07-03,24.7,4.44,6.84,20.86,13.24
2012-07-05,24.68,4.42,6.81,20.7,13.18
2012-07-06,24.51,4.4,6.76,20.54,13.04
2012-07-09,24.41,4.39,6.76,20.5,13.02
2012-07-10,24.25,4.37,6.69,20.34,12.93
2012-07-11,24.23,4.38,6.7,20.39,12.91
2012-07-12,24.12,4.35,6.66,20.31,12.83
2012-07-13,24.51,4.42,6.77,20.66,13.0
2012-07-16,24.43,4.42,6.76,20.62,12.98
2012-07-17,24.61,4.44,6.81,20.8,13.08
2012-07-18,24.83,4.47,6.86,20.91,13.25
2012-07-19,24.93,4.48,6.88,20.86,13.32
2012-07-20,24.69,4.45,6.82,20.68,13.16
2012-07-23,24.44,4.41,6.76,20.51,13.04
2012-07-24,24.18,4.36,6.68,20.32,12.89
2012-07-25,24.12,4.37,6.71,20.34,12.97
2012-07-26,24.46,4.44,6.81,20.66,13.17
2012-07-27,24.95,4.49,6.95,21.03,13.49
2012-07-30,24.89,4.51,6.95,21.02,13.44
2012-07-31,24.72,4.49,6.92,20.94,13.38
2012-08-01,24.54,4.48,6.9,20.91,13.34
2012-08-02,24.37,4.44,6.85,20.7,13.26
2012-08-03,24.85,4.52,6.99,21.09,13.51
2012-08-06,24.91,4.53,7.0,21.12,13.51
2012-08-07,25.13,4.55,7.03,21.21,13.61
2012-08-08,25.13,4.56,7.04,21.26,13.61
2012-08-09,25.12,4.57,7.05,21.29,13.61
2012-08-10,25.11,4.59,7.07,21.35,13.65
2012-08-13,25.08,4.58,7.06,21.29,13.63
2012-08-14,25.07,4.57,7.06,21.29,13.63
2012-08-15,25.16,4.57,7.07,21.29,13.69
2012-08-16,25.32,4.6,7.12,21.42,13.79
2012-08-17,25.43,4.6,7.13,21.42,13.81
2012-08-20,25.37,4.61,7.13,21.44,13.78
2012-08-21,25.33,4.6,7.12,21.37,13.75
2012-08-22,25.34,4.6,7.13,21.34,13.75
2012-08-23,25.15,4.56,7.06,21.16,13.64
2012-08-24,25.3,4.6,7.11,21.3,13.75
2012-08-27,25.28,4.6,7.11,21.27,13.72
2012-08-28,25.27,4.6,7.1,21.27,13.69
2012-08-29,25.33,4.6,7.1,21.29,13.72
2012-08-30,25.24,4.57,7.05,21.15,13.61
2012-08-31,25.33,4.6,7.09,21.24,13.7
2012-09-04,25.39,4.6,7.1,21.22,13.65
2012-09-05,25.35,4.6,7.09,21.23,13.66
2012-09-06,25.83,4.7,7.23,21.66,13.97
2012-09-07,25.93,4.72,7.27,21.78,13.99
2012-09-10,25.84,4.71,7.21,21.67,13.91
2012-09-11,25.9,4.72,7.24,21.77,13.95
2012-09-12,25.97,4.73,7.28,21.81,13.96
2012-09-13,26.28,4.82,7.38,22.18,14.12
2012-09-14,26.42,4.84,7.43,22.23,14.16
2012-09-17,26.19,4.82,7.41,22.11,14.11
2012-09-18,26.09,4.81,7.4,22.07,14.07
2012-09-19,26.13,4.82,7.41,22.09,14.08
2012-09-20,26.07,4.82,7.41,22.11,14.02
2012-09-21,26.1,4.83,7.41,22.11,14.0
2012-09-24,26.08,4.81,7.4,22.1,13.98
2012-09-25,25.79,4.77,7.33,21.89,13.87
2012-09-26,25.67,4.75,7.27,21.8,13.8
2012-09-27,25.88,4.79,7.34,21.97,13.91
2012-09-28,25.88,4.77,7.31,21.89,13.84
2012-10-01,25.88,4.79,7.33,21.95,13.89
2012-10-02,25.94,4.8,7.35,21.99,13.94
2012-10-03,26.04,4.82,7.37,22.05,13.98
2012-10-04,26.24,4.86,7.43,22.25,14.07
2012-10-05,26.28,4.86,7.43,22.29,14.1
2012-10-08,26.26,4.85,7.4,22.24,14.08
2012-10-09,26.04,4.8,7.33,22.08,13.93
2012-10-10,25.95,4.78,7.28,21.91,13.84
2012-10-11,26.03,4.79,7.29,21.95,13.86
2012-10-12,25.85,4.77,7.26,21.82,13.86
2012-10-15,26.03,4.81,7.33,22.0,14.0
2012-10-16,26.3,4.84,7.41,22.2,14.19
2012-10-17,26.49,4.87,7.44,22.39,14.23
2012-10-18,26.57,4.87,7.42,22.44,14.19
2012-10-19,26.25,4.81,7.29,22.11,13.97
2012-10-22,26.19,4.81,7.31,22.08,13.95
2012-10-23,25.98,4.75,7.19,21.74,13.82
2012-10-24,25.91,4.73,7.18,21.69,13.73
2012-10-25,26.0,4.74,7.2,21.79,13.79
2012-10-26,25.99,4.74,7.19,21.73,13.77
2012-10-31,26.14,4.75,7.19,21.77,13.75
2012-11-01,26.47,4.81,7.28,22.0,13.96
2012-11-02,26.21,4.77,7.19,21.8,13.84
2012-11-05,26.28,4.78,7.22,21.81,13.9
2012-11-06,26.5,4.82,7.29,22.02,14.03
2012-11-07,25.98,4.71,7.11,21.46,13.77
2012-11-08,25.71,4.67,7.04,21.24,13.62
2012-11-09,25.73,4.67,7.04,21.25,13.65
2012-11-12,25.72,4.67,7.05,21.24,13.65
2012-11-13,25.69,4.64,7.01,21.12,13.61
2012-11-14,25.36,4.58,6.92,20.83,13.42
2012-11-15,25.33,4.57,6.91,20.78,13.41
2012-11-16,25.5,4.58,6.95,20.88,13.45
2012-11-19,25.93,4.67,7.08,21.25,13.68
2012-11-20,26.01,4.67,7.09,21.26,13.72
2012-11-21,26.07,4.68,7.11,21.31,13.76
2012-11-23,26.33,4.75,7.2,21.58,13.95
2012-11-26,26.24,4.74,7.18,21.51,13.91
2012-11-27,26.16,4.71,7.16,21.38,13.86
2012-11-28,26.35,4.76,7.21,21.56,13.99
2012-11-29,26.36,4.79,7.26,21.63,14.07
2012-11-30,26.42,4.79,7.25,21.66,14.07
2012-12-03,26.3,4.77,7.21,21.55,14.01
2012-12-04,26.18,4.77,7.21,21.53,14.02
2012-12-05,26.26,4.8,7.22,21.69,14.08
2012-12-06,26.34,4.82,7.25,21.76,14.11
2012-12-07,26.42,4.83,7.26,21.88,14.14
2012-12-10,26.43,4.84,7.28,21.89,14.2
2012-12-11,26.48,4.87,7.34,22.02,14.31
2012-12-12,26.48,4.87,7.33,22.07,14.27
2012-12-13,26.33,4.84,7.27,21.93,14.21
2012-12-14,26.25,4.83,7.26,21.89,14.19
2012-12-17,26.56,4.87,7.34,22.12,14.32
2012-12-18,26.82,4.92,7.42,22.38,14.47
2012-12-19,26.73,4.9,7.38,22.22,14.42
2012-12-20,26.85,4.93,7.42,22.37,14.47
2012-12-21,26.67,4.89,7.34,22.15,14.35
2012-12-24,26.62,4.87,7.32,22.09,14.31
2012-12-26,26.42,4.86,7.29,22.03,14.24
2012-12-27,26.44,4.85,7.28,21.98,14.22
2012-12-28,26.25,4.81,7.15,21.74,14.07
2012-12-31,26.61,4.88,7.33,22.07,14.28
2013-01-02,27.2,5.0,7.52,22.62,14.59
2013-01-03,27.18,4.99,7.51,22.6,14.57
2013-01-04,27.39,5.03,7.53,22.76,14.67
2013-01-07,27.25,5.01,7.52,22.67,14.62
2013-01-08,27.11,5.0,7.51,22.6,14.57
2013-01-09,27.18,5.01,7.52,22.66,14.66
2013-01-10,27.27,5.05,7.59,22.86,14.75
2013-01-11,27.26,5.06,7.59,22.85,14.77
2013-01-14,27.29,5.06,7.58,22.86,14.77
2013-01-15,27.44,5.08,7.58,22.92,14.79
2013-01-16,27.37,5.08,7.59,22.91,14.76
2013-01-17,27.57,5.11,7.63,23.04,14.89
2013-01-18,27.64,5.13,7.66,23.12,14.9
2013-01-22,27.83,5.17,7.7,23.26,14.96
2013-01-23,27.82,5.17,7.71,23.24,14.99
2013-01-24,27.91,5.18,7.71,23.33,15.08
2013-01-25,28.07,5.19,7.73,23.48,15.15
2013-01-28,28.0,5.18,7.73,23.43,15.15
2013-01-29,28.13,5.2,7.78,23.62,15.21
2013-01-30,28.07,5.18,7.73,23.53,15.14
2013-01-31,28.03,5.18,7.72,23.47,15.14
2013-02-01,28.03,5.23,7.8,23.7,15.3
2013-02-04,28.06,5.18,7.72,23.46,15.17
2013-02-05,28.32,5.23,7.79,23.68,15.34
2013-02-06,28.43,5.24,7.8,23.73,15.37
2013-02-07,28.41,5.23,7.79,23.64,15.3
2013-02-08,28.6,5.25,7.82,23.75,15.4
2013-02-11,28.55,5.25,7.82,23.76,15.35
2013-02-12,28.64,5.28,7.84,23.86,15.36
2013-02-13,28.68,5.28,7.85,23.89,15.37
2013-02-14,28.67,5.29,7.86,23.91,15.37
2013-02-15,28.69,5.29,7.85,23.87,15.38
2013-02-19,28.82,5.33,7.91,24.09,15.49
2013-02-20,28.43,5.25,7.8,23.79,15.3
2013-02-21,28.27,5.22,7.77,23.64,15.2
2013-02-22,28.56,5.27,7.84,23.85,15.35
2013-02-25,28.02,5.18,7.7,23.38,15.16
2013-02-26,28.17,5.21,7.73,23.53,15.23
2013-02-27,28.57,5.29,7.85,23.85,15.45
2013-02-28,28.61,5.28,7.84,23.83,15.46
2013-03-01,28.62,5.29,7.86,23.87,15.52
2013-03-04,28.77,5.32,7.9,23.98,15.58
2013-03-05,29.01,5.37,7.97,24.18,15.74
2013-03-06,29.04,5.38,7.98,24.27,15.74
2013-03-07,29.12,5.4,7.99,24.33,15.78
2013-03-08,29.34,5.41,8.03,24.42,15.81
2013-03-11,29.42,5.44,8.06,24.51,15.87
2013-03-12,29.38,5.44,8.04,24.48,15.86
2013-03-13,29.49,5.44,8.06,24.51,15.87
2013-03-14,29.68,5.49,8.1,24.67,15.96
2013-03-15,29.66,5.49,8.09,24.65,15.95
2013-03-18,29.54,5.47,8.05,24.51,15.82
2013-03-19,29.49,5.47,8.02,24.45,15.81
2013-03-20,29.78,5.5,8.07,24.62,15.93
2013-03-21,29.55,5.45,8.01,24.42,15.78
2013-03-22,29.68,5.49,8.07,24.56,15.9
2013-03-25,29.61,5.47,8.05,24.47,15.85
2013-03-26,29.8,5.51,8.11,24.68,15.99
2013-03-27,29.79,5.51,8.1,24.66,16.02
2013-03-28,29.96,5.53,8.14,24.76,16.17
2013-04-01,29.74,5.51,8.12,24.7,16.07
2013-04-02,29.78,5.52,8.14,24.76,16.16
2013-04-03,29.37,5.47,8.07,24.49,16.01
2013-04-04,29.56,5.51,8.1,24.63,16.06
2013-04-05,29.48,5.5,8.06,24.56,15.97
2013-04-08,29.7,5.54,8.12,24.71,16.08
2013-04-09,29.73,5.56,8.14,24.82,16.12
2013-04-10,30.06,5.62,8.24,25.1,16.36
2013-04-11,30.15,5.64,8.28,25.18,16.41
2013-04-12,30.08,5.64,8.25,25.09,16.4
2013-04-15,29.28,5.51,8.06,24.52,16.05
2013-04-16,29.73,5.58,8.18,24.83,16.28
2013-04-17,29.35,5.5,8.07,24.52,16.07
2013-04-18,29.19,5.46,8.0,24.42,15.94
2013-04-19,29.48,5.51,8.07,24.69,16.14
2013-04-22,29.55,5.54,8.12,24.77,16.23
2013-04-23,29.81,5.6,8.21,25.05,16.38
2013-04-24,29.9,5.62,8.22,25.05,16.33
2013-04-25,30.05,5.64,8.25,25.15,16.44
2013-04-26,29.89,5.64,8.23,25.12,16.39
2013-04-29,30.04,5.69,8.3,25.28,16.52
2013-04-30,30.2,5.7,8.32,25.3,16.5
2013-05-01,29.78,5.64,8.24,25.02,16.36
2013-05-02,30.03,5.7,8.32,25.23,16.52
2013-05-03,30.38,5.74,8.41,25.46,16.7
2013-05-06,30.46,5.76,8.43,25.51,16.7
2013-05-07,30.7,5.79,8.47,25.65,16.78
2013-05-08,30.73,5.82,8.51,25.76,16.92
2013-05-09,30.63,5.79,8.48,25.65,16.85
2013-05-10,30.83,5.82,8.52,25.72,16.97
2013-05-13,30.74,5.8,8.52,25.73,16.97
2013-05-14,31.1,5.87,8.6,26.04,17.13
2013-05-15,31.31,5.9,8.65,26.22,17.26
2013-05-16,31.11,5.88,8.61,26.12,17.14
2013-05-17,31.42,5.93,8.69,26.39,17.28
2013-05-20,31.39,5.93,8.69,26.39,17.22
2013-05-21,31.46,5.94,8.7,26.43,17.29
2013-05-22,31.1,5.87,8.64,26.25,17.15
2013-05-23,31.04,5.87,8.61,26.19,17.13
2013-05-24,30.92,5.85,8.61,26.18,17.12
2013-05-28,31.17,5.87,8.64,26.35,17.21
2013-05-29,30.92,5.83,8.59,26.2,17.08
2013-05-30,31.14,5.87,8.62,26.32,17.18
2013-05-31,30.82,5.78,8.49,25.92,16.93
2013-06-03,30.8,5.81,8.53,26.1,16.94
2013-06-04,30.64,5.77,8.5,25.96,16.84
2013-06-05,30.28,5.69,8.37,25.63,16.62
2013-06-06,30.55,5.73,8.45,25.87,16.76
2013-06-07,30.93,5.8,8.53,26.2,16.99
2013-06-10,30.91,5.8,8.53,26.21,17.0
2013-06-11,30.6,5.73,8.45,25.95,16.84
2013-06-12,30.33,5.68,8.37,25.78,16.69
2013-06-13,30.85,5.78,8.51,26.15,16.91
2013-06-14,30.74,5.75,8.46,25.97,16.84
2013-06-17,30.92,5.78,8.53,26.17,16.98
2013-06-18,31.16,5.83,8.6,26.35,17.13
2013-06-19,30.76,5.72,8.46,25.98,16.91
2013-06-20,30.08,5.55,8.24,25.36,16.49
2013-06-21,30.16,5.53,8.24,25.46,16.51
2013-06-24,29.83,5.43,8.13,25.14,16.3
2013-06-25,30.15,5.5,8.21,25.4,16.44
2013-06-26,30.4,5.57,8.3,25.65,16.63
2013-06-27,30.73,5.64,8.36,25.84,16.73
2013-06-28,30.67,5.62,8.33,25.71,16.68
2013-07-01,30.9,5.66,8.37,25.82,16.78
2013-07-02,30.89,5.66,8.37,25.78,16.71
2013-07-03,30.88,5.64,8.37,25.78,16.73
2013-07-05,31.22,5.65,8.44,26.05,16.91
2013-07-08,31.36,5.71,8.5,26.25,16.95
2013-07-09,31.61,5.77,8.56,26.46,17.06
2013-07-10,31.67,5.76,8.56,26.43,17.13
2013-07-11,32.02,5.85,8.69,26.76,17.36
2013-07-12,32.1,5.87,8.7,26.84,17.38
2013-07-15,32.2,5.91,8.73,26.91,17.4
2013-07-16,32.01,5.89,8.7,26.81,17.31
2013-07-17,32.08,5.93,8.73,26.88,17.35
2013-07-18,32.31,5.97,8.77,27.08,17.4
2013-07-19,32.33,5.99,8.79,27.14,17.47
2013-07-22,32.42,6.0,8.81,27.22,17.5
2013-07-23,32.39,6.0,8.79,27.22,17.44
2013-07-24,32.2,5.95,8.76,27.07,17.42
2013-07-25,32.36,5.97,8.78,27.11,17.5
2013-07-26,32.25,5.97,8.78,27.13,17.5
2013-07-29,32.13,5.94,8.76,27.04,17.42
2013-07-30,32.22,5.94,8.77,27.02,17.45
2013-07-31,32.31,5.96,8.76,27.04,17.43
2013-08-01,32.87,6.01,8.86,27.36,17.65
2013-08-02,32.86,6.05,8.88,27.38,17.69
2013-08-05,32.81,6.04,8.87,27.31,17.65
2013-08-06,32.6,5.99,8.83,27.15,17.55
2013-08-07,32.4,5.97,8.79,27.08,17.57
2013-08-08,32.57,6.0,8.83,27.21,17.65
2013-08-09,32.49,6.0,8.8,27.12,17.6
2013-08-12,32.45,5.98,8.79,27.07,17.56
2013-08-13,32.46,5.96,8.81,27.12,17.63
2013-08-14,32.29,5.94,8.77,26.99,17.55
2013-08-15,31.85,5.83,8.63,26.61,17.33
2013-08-16,31.75,5.8,8.61,26.51,17.28
2013-08-19,31.53,5.73,8.56,26.31,17.24
2013-08-20,31.85,5.78,8.6,26.41,17.33
2013-08-21,31.6,5.71,8.53,26.23,17.24
2013-08-22,31.92,5.76,8.61,26.45,17.41
2013-08-23,31.98,5.81,8.64,26.6,17.45
2013-08-26,31.86,5.79,8.61,26.44,17.48
2013-08-27,31.34,5.71,8.47,26.02,17.14
2013-08-28,31.37,5.71,8.49,26.09,17.15
2013-08-29,31.46,5.73,8.51,26.13,17.19
2013-08-30,31.28,5.7,8.48,26.07,17.11
2013-09-03,31.32,5.7,8.52,26.11,17.25
2013-09-04,31.57,5.73,8.57,26.29,17.44
2013-09-05,31.59,5.72,8.58,26.32,17.47
2013-09-06,31.59,5.74,8.6,26.3,17.45
2013-09-09,31.89,5.81,8.69,26.53,17.63
2013-09-10,32.1,5.85,8.75,26.78,17.77
2013-09-11,32.18,5.89,8.78,26.88,17.84
2013-09-12,32.08,5.86,8.76,26.77,17.78
2013-09-13,32.17,5.89,8.78,26.86,17.84
2013-09-16,32.39,5.94,8.86,27.06,17.95
2013-09-17,32.55,5.98,8.89,27.17,18.01
2013-09-18,32.89,6.07,9.02,27.45,18.22
2013-09-19,32.8,6.06,9.01,27.36,18.21
