Date,FBMPX,FBSOX,PRMTX,SLMCX,VPMCX
2004-01-02,29.61,10.11,15.13,20.3,35.26
2004-01-05,29.98,10.28,15.51,20.76,35.76
2004-01-06,29.86,10.28,15.59,21.0,35.96
2004-01-07,29.97,10.26,15.65,21.2,36.12
2004-01-08,30.29,10.29,15.87,21.3,36.38
2004-01-09,30.1,10.22,15.89,21.14,36.14
2004-01-12,30.27,10.25,15.91,21.34,36.42
2004-01-13,30.08,10.13,15.88,21.08,36.24
2004-01-14,30.26,10.24,15.95,21.28,36.5
2004-01-15,30.26,10.21,15.86,21.45,36.65
2004-01-16,30.34,10.22,15.87,21.73,36.95
2004-01-20,30.34,10.18,15.94,21.94,36.94
2004-01-21,30.57,10.15,16.02,21.72,37.17
2004-01-22,30.56,10.22,16.02,21.71,37.07
2004-01-23,30.57,10.28,16.06,21.79,37.05
2004-01-26,30.65,10.34,16.22,22.03,37.33
2004-01-27,30.19,10.28,16.12,21.92,37.05
2004-01-28,29.53,10.13,15.78,21.65,36.46
2004-01-29,29.56,10.19,15.62,21.53,36.48
2004-01-30,29.55,10.2,15.69,21.55,36.54
2004-02-02,29.63,10.13,15.71,21.53,36.59
2004-02-03,29.29,10.09,15.7,21.51,36.54
2004-02-04,28.86,9.97,15.49,21.2,36.14
2004-02-05,28.98,10.0,15.59,21.36,36.13
2004-02-06,29.41,10.12,15.88,21.76,36.77
2004-02-09,29.63,10.11,15.98,21.8,36.79
2004-02-10,30.07,10.14,16.04,21.87,37.01
2004-02-11,30.63,10.25,16.29,22.11,37.5
2004-02-12,30.22,10.16,16.26,21.78,37.3
2004-02-13,29.87,10.15,16.22,21.63,37.0
2004-02-17,30.13,10.2,16.45,21.86,37.41
2004-02-18,29.97,10.11,16.38,21.8,37.55
2004-02-19,29.56,9.98,16.22,21.46,37.5
2004-02-20,29.41,9.89,16.06,21.37,37.29
2004-02-23,28.99,9.77,15.9,21.02,36.99
2004-02-24,28.86,9.82,15.84,20.85,37.01
2004-02-25,28.97,9.85,15.85,21.03,37.27
2004-02-26,29.2,9.87,15.88,21.2,37.44
2004-02-27,29.34,9.96,15.99,21.31,37.44
2004-03-01,29.58,10.03,16.31,21.53,37.91
2004-03-02,29.29,10.02,16.21,21.4,37.76
2004-03-03,29.28,10.09,16.14,21.37,37.78
2004-03-04,29.63,10.2,16.38,21.6,37.94
2004-03-05,29.45,10.23,16.39,21.54,38.03
2004-03-08,29.16,10.13,16.22,21.22,37.65
2004-03-09,28.86,10.06,16.1,21.04,37.33
2004-03-10,28.26,9.92,15.72,20.79,36.64
2004-03-11,28.01,9.8,15.49,20.55,36.06
2004-03-12,28.49,9.94,15.76,20.92,36.61
2004-03-15,27.71,9.75,15.37,20.53,35.92
2004-03-16,27.87,9.8,15.54,20.59,36.03
2004-03-17,28.35,9.92,15.83,20.91,36.63
2004-03-18,28.2,9.9,15.74,20.92,36.52
2004-03-19,28.18,9.92,15.67,20.67,36.29
2004-03-22,27.59,9.78,15.28,20.3,35.74
2004-03-23,27.54,9.82,15.28,20.39,35.75
2004-03-24,27.52,9.77,15.26,20.44,35.72
2004-03-25,28.13,9.92,15.62,21.07,36.3
2004-03-26,28.11,9.92,15.64,21.18,36.31
2004-03-29,28.3,10.04,15.82,21.46,36.83
2004-03-30,28.54,10.07,15.93,21.61,37.01
2004-03-31,28.69,10.11,15.98,21.55,37.09
2004-04-01,29.03,10.24,16.23,21.76,37.35
2004-04-02,29.43,10.43,16.38,22.16,37.92
2004-04-05,29.54,10.53,16.48,22.41,38.17
2004-04-06,29.47,10.49,16.47,22.19,38.0
2004-04-07,29.32,10.45,16.44,22.12,37.81
2004-04-08,29.77,10.43,16.58,22.11,37.71
2004-04-12,29.95,10.5,16.62,22.19,38.03
2004-04-13,29.42,10.44,16.29,21.92,37.47
2004-04-14,29.54,10.39,16.2,21.76,37.45
2004-04-15,29.33,10.43,16.09,21.46,37.38
2004-04-16,29.52,10.52,16.31,21.37,37.53
2004-04-19,29.84,10.5,16.52,21.61,37.75
2004-04-20,29.42,10.44,16.34,21.31,37.16
2004-04-21,29.76,10.44,16.46,21.56,37.55
2004-04-22,30.24,10.54,16.73,21.91,38.14
2004-04-23,29.99,10.56,16.58,22.09,38.12
2004-04-26,29.79,10.47,16.52,21.85,37.95
2004-04-27,29.75,10.44,16.5,21.53,37.96
2004-04-28,29.36,10.33,16.13,21.07,37.23
2004-04-29,29.05,10.28,15.92,20.75,36.75
2004-04-30,28.59,10.23,15.66,20.33,36.63
2004-05-03,28.79,10.31,15.91,20.48,36.99
2004-05-04,28.95,10.32,16.06,20.76,37.11
2004-05-05,29.04,10.34,16.24,20.88,37.27
2004-05-06,28.52,10.3,16.02,20.74,36.89
2004-05-07,28.13,10.2,15.74,20.65,36.46
2004-05-10,27.37,10.06,15.26,20.41,36.02
2004-05-11,27.88,10.09,15.52,20.69,36.44
2004-05-12,27.88,10.03,15.53,20.53,36.44
2004-05-13,27.85,10.04,15.49,20.49,36.42
2004-05-14,27.57,10.0,15.35,20.21,36.3
2004-05-17,27.14,9.85,15.08,19.91,35.9
2004-05-18,27.47,9.99,15.37,20.08,36.16
2004-05-19,27.63,10.01,15.56,20.18,36.18
2004-05-20,27.63,10.02,15.56,20.29,36.1
2004-05-21,27.77,10.02,15.68,20.53,36.32
2004-05-24,27.99,10.09,15.87,20.64,36.49
2004-05-25,28.52,10.26,16.12,21.03,37.12
2004-05-26,28.56,10.28,16.16,21.2,37.02
2004-05-27,28.61,10.29,16.27,21.27,37.18
2004-05-28,28.54,10.33,16.28,21.36,37.21
2004-06-01,28.61,10.35,16.28,21.3,37.29
2004-06-02,28.67,10.37,16.3,21.23,37.36
2004-06-03,28.43,10.28,16.06,21.01,36.9
2004-06-04,28.57,10.35,16.28,21.25,37.18
2004-06-07,29.0,10.5,16.62,21.73,37.91
2004-06-08,28.95,10.53,16.61,21.75,37.94
2004-06-09,28.7,10.44,16.36,21.38,37.42
2004-06-10,28.81,10.44,16.39,21.45,37.51
2004-06-14,28.39,10.3,16.06,21.1,37.09
2004-06-15,28.54,10.4,16.2,21.3,37.37
2004-06-16,28.46,10.36,16.18,21.27,37.42
2004-06-17,28.43,10.38,16.26,21.1,37.36
2004-06-18,28.41,10.39,16.32,21.15,37.35
2004-06-21,28.21,10.33,16.18,20.99,37.25
2004-06-22,28.16,10.38,16.15,21.22,37.45
2004-06-23,28.18,10.47,16.28,21.41,37.9
2004-06-24,28.1,10.49,16.37,21.38,37.88
2004-06-25,28.12,10.45,16.44,21.45,37.99
2004-06-28,28.2,10.39,16.36,21.26,37.92
2004-06-29,28.26,10.44,16.4,21.48,38.15
2004-06-30,28.46,10.47,16.58,21.57,38.36
2004-07-01,28.16,10.37,16.46,21.06,38.0
2004-07-02,28.06,10.37,16.49,20.88,37.83
2004-07-06,27.66,10.21,16.31,20.13,37.41
2004-07-07,27.5,10.15,16.35,20.14,37.59
2004-07-08,27.02,10.03,16.12,19.77,37.07
2004-07-09,27.15,10.11,16.16,19.96,37.21
2004-07-12,27.12,10.11,16.15,19.78,37.09
2004-07-13,27.15,10.07,16.1,19.73,37.11
2004-07-14,27.07,10.02,16.04,19.56,36.93
2004-07-15,26.96,10.04,16.02,19.6,36.85
2004-07-16,26.67,9.94,15.97,19.23,36.59
2004-07-19,26.46,9.94,15.84,19.27,36.41
2004-07-20,26.82,9.99,16.04,19.66,36.81
2004-07-21,26.5,9.87,15.76,19.12,36.21
2004-07-22,26.84,9.83,15.75,19.32,36.3
2004-07-23,26.49,9.74,15.49,18.99,35.97
2004-07-26,26.3,9.73,15.34,18.78,35.72
2004-07-27,26.58,9.85,15.66,18.99,36.12
2004-07-28,26.32,9.78,15.64,18.96,36.25
2004-07-29,26.52,9.92,15.69,19.36,36.64
2004-07-30,26.55,9.92,15.57,19.42,36.65
2004-08-02,26.82,9.9,15.58,19.23,36.74
2004-08-03,26.69,9.78,15.4,18.8,36.44
2004-08-04,26.08,9.77,15.04,18.83,36.29
2004-08-05,25.82,9.63,14.87,18.6,35.75
2004-08-06,25.33,9.44,14.64,18.23,35.17
2004-08-09,25.11,9.39,14.57,18.24,35.11
2004-08-10,25.53,9.53,14.85,18.55,35.61
2004-08-11,25.36,9.46,14.69,18.13,35.42
2004-08-12,25.15,9.39,14.63,17.73,34.98
2004-08-13,25.29,9.39,14.73,17.78,35.03
2004-08-16,25.81,9.53,14.96,18.01,35.61
2004-08-17,25.9,9.6,15.01,18.19,35.64
2004-08-18,26.18,9.71,15.15,18.6,36.21
2004-08-19,26.15,9.71,15.13,18.3,36.08
2004-08-20,26.51,9.82,15.24,18.5,36.44
2004-08-23,26.37,9.8,15.24,18.54,36.3
2004-08-24,26.21,9.83,15.14,18.41,36.28
2004-08-25,26.41,9.94,15.3,18.57,36.56
2004-08-26,26.42,9.99,15.3,18.49,36.59
2004-08-27,26.4,10.04,15.36,18.63,36.76
2004-08-30,26.06,9.94,15.2,18.39,36.4
2004-08-31,26.04,10.01,15.18,18.39,36.53
2004-09-01,26.06,10.06,15.27,18.5,36.71
2004-09-02,26.32,10.18,15.44,18.66,37.14
2004-09-03,26.12,10.13,15.27,18.32,36.84
2004-09-07,26.29,10.21,15.42,18.44,37.05
2004-09-08,26.37,10.2,15.48,18.42,36.98
2004-09-09,26.38,10.23,15.52,18.62,37.29
2004-09-10,26.69,10.37,15.77,18.98,37.65
2004-09-13,26.73,10.37,15.89,19.14,37.75
2004-09-14,27.06,10.42,16.01,19.17,37.89
2004-09-15,26.87,10.35,15.87,18.93,37.6
2004-09-16,27.06,10.37,15.98,19.06,37.67
2004-09-17,27.25,10.35,16.08,19.13,37.9
2004-09-20,27.01,10.36,16.0,19.15,37.84
2004-09-21,27.07,10.46,16.04,19.23,38.24
2004-09-22,26.78,10.3,15.83,18.98,37.72
2004-09-23,26.97,10.3,15.86,19.05,37.63
2004-09-24,27.05,10.3,15.86,18.9,37.64
2004-09-27,26.71,10.16,15.72,18.77,37.35
2004-09-28,26.75,10.21,15.78,18.79,37.63
2004-09-29,26.75,10.28,15.96,19.0,37.92
2004-09-30,26.97,10.21,16.04,19.07,38.02
2004-10-01,27.4,10.47,16.31,19.56,38.62
2004-10-04,27.65,10.63,16.45,19.77,38.84
2004-10-05,27.75,10.64,16.43,19.76,38.7
2004-10-06,27.98,10.66,16.49,19.89,39.0
2004-10-07,27.81,10.59,16.4,19.71,38.51
2004-10-08,27.5,10.46,16.31,19.36,38.17
2004-10-11,27.59,10.48,16.35,19.45,38.26
2004-10-12,27.63,10.43,16.31,19.33,38.12
2004-10-13,27.7,10.34,16.32,19.32,37.86
2004-10-14,27.43,10.32,16.2,19.15,37.68
2004-10-15,27.47,10.3,16.27,19.17,37.91
2004-10-18,27.59,10.34,16.36,19.42,38.04
2004-10-19,27.43,10.28,16.32,19.39,37.83
2004-10-20,27.3,10.24,16.29,19.43,37.94
2004-10-21,27.59,10.37,16.42,20.0,38.15
2004-10-22,27.45,10.17,16.28,19.65,37.75
2004-10-25,27.58,10.18,16.31,19.62,37.73
2004-10-26,27.89,10.29,16.54,19.73,38.19
2004-10-27,28.26,10.52,16.84,20.28,38.74
2004-10-28,28.44,10.54,16.87,20.32,38.73
2004-10-29,28.48,10.53,16.92,20.35,38.8
2004-11-01,28.48,10.55,16.94,20.45,38.73
2004-11-02,28.68,10.57,17.08,20.37,38.75
2004-11-03,28.85,10.71,17.27,20.44,39.15
2004-11-04,29.12,10.87,17.44,20.74,39.6
2004-11-05,28.91,10.94,17.44,20.92,39.85
2004-11-08,28.82,10.96,17.36,20.9,39.75
2004-11-09,28.85,10.97,17.4,20.77,39.67
2004-11-10,28.87,11.04,17.36,20.65,39.59
2004-11-11,29.12,11.16,17.6,20.95,39.91
2004-11-12,29.27,11.25,17.81,21.18,40.14
2004-11-15,29.3,11.25,17.81,21.31,40.15
2004-11-16,29.07,11.19,17.71,21.19,39.88
2004-11-17,29.19,11.26,17.87,21.45,40.13
2004-11-18,29.16,11.26,17.9,21.52,40.17
2004-11-19,28.91,11.11,17.69,21.13,39.69
2004-11-22,28.99,11.16,17.76,21.28,39.98
2004-11-23,29.12,11.16,17.82,21.24,40.05
2004-11-24,29.3,11.23,18.02,21.46,40.35
2004-11-26,29.34,11.23,18.04,21.43,40.39
2004-11-29,29.29,11.28,18.09,21.45,40.35
2004-11-30,29.13,11.28,18.08,21.49,40.19
2004-12-01,29.58,11.45,18.4,21.94,40.78
2004-12-02,29.62,11.46,18.44,21.98,40.77
2004-12-03,29.5,11.42,18.49,22.1,40.83
2004-12-06,29.47,11.47,18.53,22.17,40.8
2004-12-07,29.19,11.34,18.3,21.79,40.48
2004-12-08,29.11,11.37,18.19,21.81,40.71
2004-12-09,29.41,11.34,18.25,21.74,40.86
2004-12-10,29.43,11.36,18.23,21.83,40.64
2004-12-13,29.54,11.43,18.38,22.05,40.99
2004-12-14,29.75,11.51,18.49,22.14,41.22
2004-12-15,29.96,11.53,18.64,22.29,41.34
2004-12-16,29.73,11.39,18.56,22.07,41.2
2004-12-17,29.86,11.32,18.59,21.98,40.99
2004-12-20,29.79,11.32,18.56,21.84,41.0
2004-12-21,30.09,11.41,18.71,22.14,41.3
2004-12-22,30.2,11.47,18.75,22.25,41.41
2004-12-23,30.16,11.49,18.71,22.25,41.48
2004-12-27,30.29,11.43,18.77,22.21,41.3
2004-12-28,30.46,11.54,18.89,22.37,41.7
2004-12-29,30.45,11.55,18.92,22.42,41.82
2004-12-30,30.57,11.54,18.99,22.47,41.8
2004-12-31,30.46,11.57,18.98,22.48,41.73
2005-01-03,30.36,11.42,18.91,22.25,41.28
2005-01-04,29.9,11.27,18.53,21.68,40.6
2005-01-05,29.67,11.2,18.45,21.48,40.36
2005-01-06,29.65,11.18,18.47,21.43,40.46
2005-01-07,29.68,11.19,18.5,21.39,40.42
2005-01-10,29.81,11.19,18.54,21.44,40.6
2005-01-11,29.69,11.14,18.4,21.18,40.3
2005-01-12,29.81,11.09,18.48,21.29,40.5
2005-01-13,29.66,11.0,18.4,21.15,40.18
2005-01-14,29.91,11.09,18.55,21.48,40.46
2005-01-18,30.11,11.18,18.65,21.57,40.7
2005-01-19,29.79,11.08,18.49,21.2,40.22
2005-01-20,29.6,11.03,18.14,21.14,39.75
2005-01-21,29.54,10.89,18.08,20.99,39.49
2005-01-24,29.21,10.83,17.91,20.7,39.15
2005-01-25,29.21,10.86,17.93,20.84,39.3
2005-01-26,29.5,10.94,18.09,21.11,39.57
2005-01-27,29.35,10.97,18.05,21.23,39.57
2005-01-28,29.28,10.96,18.05,21.14,39.37
2005-01-31,29.63,11.12,18.23,21.43,39.85
2005-02-01,29.59,11.12,18.31,21.6,40.06
2005-02-02,29.88,11.11,18.43,21.66,40.28
2005-02-03,29.75,11.12,18.39,21.4,40.2
2005-02-04,29.98,11.18,18.56,21.7,40.7
2005-02-07,29.87,11.14,18.51,21.65,40.7
2005-02-08,29.83,11.12,18.52,21.56,40.78
2005-02-09,29.5,10.95,18.4,21.23,40.46
2005-02-10,29.51,10.96,18.33,21.1,40.69
2005-02-11,29.8,11.07,18.41,21.43,41.11
2005-02-14,29.74,11.05,18.48,21.53,41.1
2005-02-15,29.83,11.09,18.59,21.68,41.23
2005-02-16,29.85,11.08,18.6,21.63,41.27
2005-02-17,29.68,11.01,18.48,21.47,41.02
2005-02-18,29.61,10.97,18.52,21.4,41.15
2005-02-22,29.2,10.84,18.43,21.12,40.73
2005-02-23,29.21,10.87,18.39,21.1,40.91
2005-02-24,29.2,10.98,18.47,21.29,41.33
2005-02-25,29.2,11.07,18.56,21.5,41.76
2005-02-28,29.35,11.08,18.49,21.38,40.73
2005-03-01,29.56,11.11,18.66,21.6,40.99
2005-03-02,29.69,11.09,18.66,21.66,40.91
2005-03-03,29.69,11.07,18.67,21.48,40.95
2005-03-04,29.91,11.15,18.73,21.61,41.23
2005-03-07,30.02,11.17,18.82,21.86,41.56
2005-03-08,29.82,11.06,18.71,21.7,41.33
2005-03-09,29.37,10.97,18.52,21.64,41.02
2005-03-10,29.25,11.02,18.48,21.68,40.96
2005-03-11,29.13,10.96,18.53,21.55,40.74
2005-03-14,29.21,11.02,18.49,21.5,40.95
2005-03-15,29.3,10.92,18.43,21.37,40.54
2005-03-16,29.07,10.84,18.4,21.15,40.24
2005-03-17,29.26,10.87,18.53,21.22,40.43
2005-03-18,29.24,10.89,18.51,21.13,40.48
2005-03-21,29.25,10.97,18.45,21.17,40.24
2005-03-22,28.82,10.94,18.27,20.92,40.01
2005-03-23,28.78,10.88,18.05,20.91,39.97
2005-03-24,28.82,10.84,18.09,20.97,39.95
2005-03-28,28.9,10.87,18.11,21.01,39.99
2005-03-29,28.65,10.79,17.86,20.74,39.65
2005-03-30,29.15,10.96,18.11,21.12,40.23
2005-03-31,29.24,10.97,18.17,21.06,40.09
2005-04-01,29.15,10.89,18.2,20.99,39.83
2005-04-04,29.18,10.89,18.18,20.98,39.79
2005-04-05,29.32,10.93,18.24,20.92,40.0
2005-04-06,29.17,10.91,18.19,20.89,40.18
2005-04-07,29.45,10.95,18.44,21.15,40.43
2005-04-08,29.3,10.81,18.39,20.99,40.06
2005-04-11,29.21,10.79,18.32,20.96,40.03
2005-04-12,29.27,10.89,18.36,21.09,40.12
2005-04-13,28.93,10.78,18.21,20.74,39.53
2005-04-14,28.65,10.65,17.99,20.43,39.03
2005-04-15,28.12,10.44,17.69,19.85,38.41
2005-04-18,28.07,10.42,17.63,19.92,38.39
2005-04-19,28.28,10.47,17.77,20.16,38.79
2005-04-20,28.17,10.29,17.67,20.02,38.43
2005-04-21,28.86,10.36,18.0,20.5,39.24
2005-04-22,28.59,10.28,17.92,20.24,38.88
2005-04-25,28.85,10.38,18.13,20.41,39.15
2005-04-26,28.61,10.23,18.02,20.17,38.9
2005-04-27,28.61,10.29,18.1,20.19,38.83
2005-04-28,28.17,10.17,17.91,19.85,38.47
2005-04-29,28.39,10.23,17.95,19.98,38.87
2005-05-02,28.45,10.27,17.93,20.07,39.08
2005-05-03,28.51,10.28,17.94,20.17,39.07
2005-05-04,29.09,10.36,18.35,20.45,39.66
2005-05-05,28.9,10.35,18.35,20.38,39.64
2005-05-06,28.95,10.39,18.44,20.52,39.7
2005-05-09,28.98,10.46,18.49,20.57,39.95
2005-05-10,28.64,10.35,18.31,20.37,39.49
2005-05-11,28.6,10.39,18.38,20.53,39.69
2005-05-12,28.53,10.33,18.31,20.46,39.3
2005-05-13,28.53,10.32,18.22,20.59,39.25
2005-05-16,28.69,10.39,18.29,20.76,39.5
2005-05-17,28.81,10.44,18.35,20.94,39.8
2005-05-18,29.08,10.58,18.55,21.38,40.3
2005-05-19,29.34,10.66,18.77,21.57,40.51
2005-05-20,29.22,10.69,18.74,21.6,40.42
2005-05-23,29.46,10.73,18.86,21.69,40.62
2005-05-24,29.56,10.76,18.79,21.8,40.7
2005-05-25,29.47,10.7,18.7,21.61,40.64
2005-05-26,29.63,10.83,18.84,21.84,41.07
2005-05-27,29.84,10.85,18.99,21.76,41.15
2005-05-31,29.82,10.83,19.01,21.75,40.96
2005-06-01,30.08,10.88,19.18,21.91,41.31
2005-06-02,30.25,10.9,19.31,21.92,41.36
2005-06-03,30.04,10.88,19.27,21.75,41.01
2005-06-06,30.21,10.92,19.26,21.7,40.99
2005-06-07,30.18,10.94,19.25,21.69,40.92
2005-06-08,29.94,10.89,19.19,21.79,40.86
2005-06-09,30.15,10.98,19.26,21.99,41.13
2005-06-10,29.96,10.95,19.23,21.79,40.91
2005-06-13,30.21,10.99,19.3,21.89,41.05
2005-06-14,30.19,10.99,19.35,21.81,41.2
2005-06-15,30.0,10.97,19.44,21.92,41.35
2005-06-16,30.16,11.04,19.54,22.05,41.62
2005-06-17,30.25,11.07,19.53,21.98,41.7
2005-06-20,30.32,11.08,19.59,21.97,41.6
2005-06-21,30.43,11.06,19.67,22.1,41.56
2005-06-22,30.48,11.05,19.78,22.2,41.6
2005-06-23,30.21,10.88,19.59,21.91,40.99
2005-06-24,30.24,10.84,19.61,21.55,40.64
2005-06-27,30.04,10.86,19.49,21.37,40.5
2005-06-28,30.31,11.05,19.63,21.69,40.79
2005-06-29,30.06,11.02,19.62,21.72,40.85
2005-06-30,29.98,11.0,19.53,21.61,40.5
2005-07-01,29.98,11.06,19.51,21.65,40.6
2005-07-05,30.12,11.12,19.51,21.93,40.91
2005-07-06,29.95,11.08,19.55,22.0,40.74
2005-07-07,29.96,11.05,19.59,22.1,40.87
2005-07-08,30.27,11.25,19.85,22.48,41.47
2005-07-11,30.47,11.33,19.97,22.78,41.78
2005-07-12,30.52,11.31,20.05,22.96,41.9
2005-07-13,30.58,11.32,20.02,23.05,42.01
2005-07-14,30.66,11.31,20.0,23.05,42.16
2005-07-15,30.6,11.36,19.96,23.01,42.2
2005-07-18,30.46,11.35,19.83,22.9,42.06
2005-07-19,30.77,11.46,20.01,23.22,42.51
2005-07-20,30.6,11.52,20.04,23.29,42.81
2005-07-21,30.57,11.48,19.93,23.14,42.67
2005-07-22,30.66,11.53,20.03,23.14,42.77
2005-07-25,30.52,11.46,19.94,22.99,42.57
2005-07-26,30.68,11.52,20.06,23.06,42.67
2005-07-27,30.83,11.56,20.4,23.21,43.02
2005-07-28,30.89,11.65,20.66,23.3,43.32
2005-07-29,30.58,11.57,20.66,23.18,43.01
2005-08-01,30.72,11.6,20.78,23.19,43.21
2005-08-02,30.87,11.63,20.88,23.34,43.44
2005-08-03,31.02,11.66,20.9,23.43,43.41
2005-08-04,30.91,11.6,20.9,23.19,43.07
2005-08-05,30.54,11.51,20.78,23.13,42.79
2005-08-08,30.36,11.44,20.73,23.07,42.77
2005-08-09,30.56,11.49,20.86,23.23,43.05
2005-08-10,30.47,11.46,20.86,23.09,43.0
2005-08-11,30.8,11.54,21.01,23.29,43.36
2005-08-12,30.78,11.49,20.84,23.19,43.15
2005-08-15,30.93,11.54,20.91,23.26,43.28
2005-08-16,30.7,11.45,20.74,22.97,42.75
2005-08-17,30.77,11.51,20.82,23.07,42.8
2005-08-18,30.61,11.46,20.71,23.02,42.57
2005-08-19,30.59,11.45,20.74,23.04,42.59
2005-08-22,30.54,11.45,20.84,23.05,42.67
2005-08-23,30.57,11.41,20.79,22.96,42.5
2005-08-24,30.42,11.36,20.71,22.87,42.39
2005-08-25,30.39,11.4,20.74,22.88,42.49
2005-08-26,30.37,11.35,20.66,22.81,42.29
2005-08-29,30.53,11.41,20.7,22.83,42.49
2005-08-30,30.41,11.41,20.68,22.79,42.43
2005-08-31,30.58,11.49,20.89,23.06,42.9
2005-09-01,30.56,11.54,21.02,23.05,42.99
2005-09-02,30.5,11.52,20.99,23.06,42.83
2005-09-06,30.83,11.63,21.16,23.33,43.33
2005-09-07,30.98,11.6,21.28,23.45,43.44
2005-09-08,30.74,11.56,21.21,23.53,43.42
2005-09-09,30.9,11.64,21.31,23.68,43.61
2005-09-12,31.24,11.68,21.37,23.75,43.65
2005-09-13,31.1,11.63,21.36,23.75,43.41
2005-09-14,30.73,11.56,21.27,23.58,43.26
2005-09-15,30.7,11.54,21.27,23.44,42.99
2005-09-16,30.81,11.61,21.44,23.5,43.41
2005-09-19,30.68,11.52,21.27,23.35,43.08
2005-09-20,30.66,11.52,21.06,23.43,42.77
2005-09-21,30.27,11.37,20.92,23.04,42.63
2005-09-22,30.27,11.32,20.94,22.99,42.7
2005-09-23,30.38,11.38,21.06,23.02,42.79
2005-09-26,30.43,11.42,21.11,23.13,42.83
2005-09-27,30.45,11.43,21.1,23.12,42.74
2005-09-28,30.31,11.52,21.08,23.21,42.77
2005-09-29,30.64,11.61,21.2,23.59,43.14
2005-09-30,30.97,11.66,21.36,23.81,43.4
2005-10-03,30.92,11.63,21.38,23.91,43.38
2005-10-04,30.66,11.61,21.29,23.66,42.98
2005-10-05,30.26,11.44,20.96,23.36,42.27
2005-10-06,30.21,11.43,20.77,23.09,42.03
2005-10-07,30.28,11.49,20.94,23.15,42.29
2005-10-10,30.14,11.46,20.9,23.01,42.0
2005-10-11,29.86,11.34,20.77,22.84,41.76
2005-10-12,29.49,11.24,20.54,22.6,41.54
2005-10-13,29.48,11.21,20.44,22.65,41.54
2005-10-14,29.67,11.3,20.58,22.85,41.96
2005-10-17,29.77,11.29,20.68,22.89,42.09
2005-10-18,29.53,11.25,20.46,22.73,41.74
2005-10-19,29.91,11.39,20.52,22.9,42.27
2005-10-20,29.52,11.29,20.24,22.74,41.68
2005-10-21,30.17,11.47,20.55,22.91,41.81
2005-10-24,30.62,11.58,20.94,23.36,42.53
2005-10-25,30.64,11.52,20.89,23.26,42.41
2005-10-26,30.64,11.55,20.68,23.2,42.3
2005-10-27,30.23,11.41,20.47,22.64,41.68
2005-10-28,30.5,11.5,20.67,22.77,42.22
2005-10-31,30.99,11.63,20.92,23.15,42.82
2005-11-01,31.26,11.7,21.2,23.18,42.85
2005-11-02,31.56,11.78,21.45,22.93,43.43
2005-11-03,31.8,11.82,21.54,23.1,43.69
2005-11-04,31.8,11.86,21.54,23.22,43.67
2005-11-07,31.95,11.9,21.59,23.35,43.76
2005-11-08,31.73,11.87,21.58,23.29,43.68
2005-11-09,31.86,11.87,21.6,23.46,43.72
2005-11-10,32.19,11.98,21.8,23.61,44.01
2005-11-11,32.27,12.0,21.88,23.68,44.23
2005-11-14,32.23,12.01,21.96,23.74,44.15
2005-11-15,31.97,11.98,21.64,23.74,43.93
2005-11-16,32.08,12.03,21.58,23.69,43.95
2005-11-17,32.5,12.23,21.92,23.92,44.42
2005-11-18,32.55,12.26,21.92,24.08,44.6
2005-11-21,32.75,12.2,22.07,24.06,44.76
2005-11-22,32.92,12.18,22.15,24.18,45.0
2005-11-23,33.06,12.18,22.25,24.13,45.14
2005-11-25,33.11,12.25,22.35,24.1,45.17
2005-11-28,32.91,12.21,22.23,23.91,44.69
2005-11-29,32.72,12.3,22.1,23.9,44.56
2005-11-30,32.78,12.27,22.08,23.99,44.48
2005-12-01,33.16,12.42,22.34,24.51,45.16
2005-12-02,33.21,12.43,22.43,24.58,45.23
2005-12-05,32.98,12.31,22.37,24.37,45.08
2005-12-06,33.0,12.34,22.38,24.42,45.37
2005-12-07,33.04,12.31,22.41,24.46,45.23
2005-12-08,33.04,12.25,22.39,24.37,45.15
2005-12-09,33.1,12.32,22.45,24.55,45.31
2005-12-12,33.18,12.35,22.55,24.59,45.45
2005-12-13,33.38,12.41,22.54,24.6,45.56
2005-12-14,33.41,12.46,22.62,24.67,45.6
2005-12-15,33.37,12.44,22.49,24.59,45.56
2005-12-16,33.54,12.44,22.56,24.55,45.58
2005-12-19,33.19,12.34,22.44,24.2,45.3
2005-12-20,33.08,12.37,22.45,24.16,45.21
2005-12-21,32.94,12.39,22.49,24.37,45.52
2005-12-22,33.19,12.39,22.57,24.52,45.79
2005-12-23,33.2,12.47,22.61,24.53,45.85
2005-12-27,32.94,12.37,22.42,24.28,45.37
2005-12-28,33.0,12.4,22.46,24.27,45.58
2005-12-29,32.97,12.36,22.5,24.23,45.46
2005-12-30,32.73,12.3,22.43,24.13,45.28
2006-01-03,33.31,12.45,22.78,24.47,46.13
2006-01-04,33.67,12.52,23.05,24.84,46.54
2006-01-05,33.79,12.57,23.07,25.09,46.59
2006-01-06,34.35,12.71,23.41,25.54,47.15
2006-01-09,34.46,12.73,23.44,25.78,47.36
2006-01-10,34.39,12.7,23.33,25.77,47.23
2006-01-11,34.43,12.76,23.46,26.1,47.48
2006-01-12,34.1,12.69,23.29,26.0,47.13
2006-01-13,34.17,12.64,23.33,26.03,47.11
2006-01-17,34.11,12.5,23.08,25.82,46.96
2006-01-18,33.45,12.55,22.97,25.76,46.85
2006-01-19,33.65,12.61,23.23,26.19,47.35
2006-01-20,32.87,12.44,22.94,25.52,46.5
