Date,FBMPX,FBSOX,PRMTX,SLMCX,VPMCX
2013-01-24,58.06,26.15,51.49,42.01,70.06
2013-01-25,58.38,26.31,51.89,42.83,70.39
2013-01-28,58.39,26.26,52.0,42.86,70.48
2013-01-29,58.17,26.2,51.76,42.53,70.84
2013-01-30,58.08,26.23,51.63,42.38,70.59
2013-01-31,57.66,26.46,51.14,42.46,70.59
2013-02-01,58.33,26.77,51.6,43.02,71.38
2013-02-04,57.36,26.42,50.96,42.42,70.7
2013-02-05,57.95,26.65,51.07,43.01,71.46
2013-02-06,57.94,26.57,51.01,43.18,71.52
2013-02-07,57.87,26.46,50.93,43.09,71.16
2013-02-08,58.24,26.79,51.42,43.06,71.76
2013-02-11,58.19,26.57,51.15,42.95,71.48
2013-02-12,58.45,26.53,51.1,42.92,71.52
2013-02-13,58.73,26.52,51.22,42.82,71.56
2013-02-14,58.83,26.55,51.2,42.96,71.53
2013-02-15,59.23,26.76,51.42,42.84,71.59
2013-02-19,59.42,26.99,51.36,43.15,72.01
2013-02-20,58.6,26.68,50.79,42.54,71.1
2013-02-21,57.79,26.32,50.4,41.9,70.53
2013-02-22,58.25,26.62,50.97,42.35,71.33
2013-02-25,57.51,26.23,50.5,41.66,70.41
2013-02-26,57.88,26.36,50.77,41.84,70.7
2013-02-27,58.66,26.68,51.37,42.31,71.8
2013-02-28,58.6,26.6,51.33,42.23,71.88
2013-03-01,59.1,26.81,51.68,42.2,72.21
2013-03-04,59.53,26.89,52.05,42.26,72.61
2013-03-05,60.27,27.21,52.62,42.88,73.42
2013-03-06,60.14,27.36,52.5,42.92,73.42
2013-03-07,60.35,27.34,52.66,43.04,73.57
2013-03-08,61.09,27.45,52.88,43.19,73.73
2013-03-11,61.25,27.46,52.98,43.3,73.94
2013-03-12,60.93,27.38,52.73,43.16,73.96
2013-03-13,61.08,27.49,52.68,43.26,74.05
2013-03-14,61.59,27.63,52.74,43.54,74.46
2013-03-15,61.35,27.5,52.34,43.08,74.35
2013-03-18,61.01,27.3,52.14,42.75,73.77
2013-03-19,60.62,27.21,52.03,42.58,73.79
2013-03-20,61.47,27.51,52.49,43.03,74.27
2013-03-21,60.93,27.32,52.22,42.65,73.42
2013-03-22,61.58,27.38,52.68,42.71,74.06
2013-03-25,61.43,27.32,52.47,42.65,73.74
2013-03-26,61.77,27.56,52.74,42.82,74.45
2013-03-27,61.84,27.62,52.91,42.83,74.69
2013-03-28,62.22,27.91,52.98,43.02,75.45
2013-04-01,61.94,27.71,52.87,42.38,75.09
2013-04-02,62.41,27.76,53.4,42.47,75.54
2013-04-03,62.01,27.35,52.81,42.01,74.93
2013-04-04,62.14,27.39,52.93,42.06,75.1
2013-04-05,62.08,27.13,52.75,41.64,74.59
2013-04-08,62.79,27.27,53.18,41.8,75.08
2013-04-09,62.57,27.21,53.25,42.06,75.3
2013-04-10,63.38,27.75,54.1,42.83,76.46
2013-04-11,63.74,27.83,54.3,42.71,76.55
2013-04-12,63.88,27.51,54.51,42.5,76.62
2013-04-15,62.29,26.82,53.45,41.53,75.18
2013-04-16,63.37,27.21,54.11,42.22,76.2
2013-04-17,62.69,26.81,53.42,41.11,75.28
2013-04-18,61.9,26.62,53.08,40.54,74.55
2013-04-19,62.92,26.46,53.7,40.68,75.54
2013-04-22,63.35,26.41,53.82,41.09,76.2
2013-04-23,63.63,26.73,54.33,41.78,76.72
2013-04-24,63.26,26.66,54.1,42.11,76.42
2013-04-25,63.36,26.79,55.06,42.46,76.91
2013-04-26,63.49,26.73,54.69,42.31,76.66
2013-04-29,63.76,27.01,54.96,42.71,77.39
2013-04-30,63.67,27.44,55.19,42.53,77.29
2013-05-01,64.09,27.09,54.98,42.09,76.66
2013-05-02,64.83,27.43,55.51,42.54,77.39
2013-05-03,65.36,27.93,55.83,43.05,78.28
2013-05-06,65.48,27.85,55.9,43.32,78.27
2013-05-07,66.29,28.0,56.2,43.31,78.59
2013-05-08,66.28,28.18,56.63,43.56,79.01
2013-05-09,66.54,28.08,56.49,43.53,78.63
2013-05-10,66.94,28.2,56.81,43.76,79.18
2013-05-13,66.96,28.08,56.66,43.49,79.28
2013-05-14,67.34,28.36,57.16,43.75,80.06
2013-05-15,67.62,28.42,57.43,43.94,80.6
2013-05-16,66.71,28.38,56.92,44.18,80.11
2013-05-17,67.11,28.85,57.31,44.55,80.64
2013-05-20,66.55,29.07,57.24,44.54,80.37
2013-05-21,66.87,29.13,57.23,44.6,80.74
2013-05-22,66.39,28.81,56.19,44.05,80.11
2013-05-23,66.27,28.8,56.01,43.84,79.98
2013-05-24,66.37,28.82,56.0,43.75,79.89
2013-05-28,66.99,29.05,56.2,44.21,80.35
2013-05-29,66.2,28.97,55.51,44.07,79.81
2013-05-30,65.96,29.22,55.6,44.74,80.16
2013-05-31,64.84,28.96,55.1,44.31,79.05
2013-06-03,65.08,29.1,54.97,44.39,79.04
2013-06-04,65.15,29.0,54.85,44.18,78.6
2013-06-05,63.81,28.62,54.21,43.73,77.57
2013-06-06,64.32,28.92,54.89,43.92,78.15
2013-06-07,65.49,29.27,55.62,44.42,79.24
2013-06-10,64.79,29.3,55.6,44.36,79.29
2013-06-11,64.23,29.08,54.99,43.74,78.5
2013-06-12,63.21,28.87,54.33,43.39,77.74
2013-06-13,64.84,29.26,55.13,43.97,78.78
2013-06-14,64.95,29.03,55.24,43.64,78.44
2013-06-17,65.25,29.38,55.43,44.1,78.99
2013-06-18,66.05,29.61,55.85,44.51,79.67
2013-06-19,65.54,29.44,55.16,44.09,78.85
2013-06-20,63.6,28.84,53.82,43.2,76.97
2013-06-21,64.17,28.79,53.99,43.08,77.0
2013-06-24,63.74,28.47,53.36,42.37,76.09
2013-06-25,64.23,28.76,54.01,42.88,76.69
2013-06-26,65.0,29.02,54.78,43.17,77.72
2013-06-27,65.69,29.34,55.49,43.42,78.04
2013-06-28,65.93,29.01,55.65,43.35,77.85
2013-07-01,66.21,29.28,55.79,43.56,78.25
2013-07-02,66.29,29.2,55.73,43.5,77.97
2013-07-03,66.9,29.41,56.06,43.71,78.09
2013-07-05,67.48,29.86,56.47,44.28,78.95
2013-07-08,68.04,30.0,56.79,43.89,79.06
2013-07-09,68.23,30.05,56.94,44.39,79.61
2013-07-10,68.25,30.28,57.26,44.93,79.93
2013-07-11,69.27,30.64,58.35,45.63,81.06
2013-07-12,69.85,30.67,58.65,45.84,81.21
2013-07-15,69.68,30.76,58.65,45.75,81.33
2013-07-16,69.24,30.58,58.53,45.82,80.98
2013-07-17,69.4,30.69,58.91,45.92,81.14
2013-07-18,70.06,30.94,59.06,45.94,81.25
2013-07-19,69.71,30.81,59.05,45.85,81.32
2013-07-22,69.63,30.91,59.02,45.76,81.58
2013-07-23,69.65,30.84,58.97,45.47,81.21
2013-07-24,69.35,30.87,58.87,45.25,81.09
2013-07-25,69.42,31.19,59.44,45.32,81.41
2013-07-26,69.57,31.08,59.57,45.13,81.31
2013-07-29,69.04,30.97,59.27,44.91,80.84
2013-07-30,68.4,31.03,59.17,45.34,80.92
2013-07-31,69.17,30.85,59.06,45.65,80.91
2013-08-01,70.11,31.44,60.0,46.42,81.88
2013-08-02,70.8,31.57,60.39,46.32,82.16
2013-08-05,70.48,31.73,60.38,46.35,82.08
2013-08-06,70.32,31.55,60.07,46.02,81.47
2013-08-07,70.3,31.49,59.9,45.87,81.56
2013-08-08,70.54,31.58,60.09,46.06,81.92
2013-08-09,70.13,31.63,60.24,45.93,81.63
2013-08-12,69.84,31.72,60.11,46.27,81.46
2013-08-13,69.79,31.79,60.21,46.78,81.75
2013-08-14,69.1,31.69,59.73,46.59,81.37
2013-08-15,67.77,31.14,58.95,45.71,80.39
2013-08-16,67.73,31.11,58.8,45.66,80.18
2013-08-19,67.16,30.96,58.55,45.43,79.89
2013-08-20,67.76,31.11,58.95,45.56,80.28
2013-08-21,67.07,31.1,58.63,45.31,79.85
2013-08-22,67.96,31.43,59.09,45.7,80.59
2013-08-23,68.05,31.49,59.54,45.74,80.91
2013-08-26,67.76,31.36,59.31,45.58,81.15
2013-08-27,66.82,30.75,58.57,44.57,79.58
2013-08-28,66.97,30.83,58.76,44.82,79.66
2013-08-29,67.31,31.1,59.39,45.15,79.89
2013-08-30,66.91,30.81,59.07,44.85,79.57
2013-09-03,67.82,31.09,59.45,45.01,80.22
2013-09-04,68.37,31.16,59.9,45.6,81.13
2013-09-05,68.28,31.31,59.96,45.78,81.26
2013-09-06,68.24,31.47,60.28,45.73,81.13
2013-09-09,68.58,31.76,60.85,46.33,82.05
2013-09-10,69.33,32.23,61.42,46.72,82.76
2013-09-11,70.07,32.43,61.84,46.5,83.18
2013-09-12,70.17,32.28,61.62,46.29,82.87
2013-09-13,70.64,32.4,61.55,46.3,83.11
2013-09-16,70.92,32.56,61.63,46.33,83.67
2013-09-17,71.38,32.85,62.06,46.59,83.97
2013-09-18,71.6,33.22,62.69,46.93,85.33
2013-09-19,71.54,33.17,62.69,46.86,85.23
2013-09-20,71.21,33.13,62.47,46.67,84.94
2013-09-23,70.86,32.94,62.16,46.45,84.29
2013-09-24,70.65,32.87,62.22,46.42,84.06
2013-09-25,70.66,32.83,62.43,46.4,83.78
2013-09-26,71.66,32.94,63.07,46.49,84.0
2013-09-27,72.04,32.84,62.97,46.12,83.88
2013-09-30,71.76,32.72,62.8,46.07,83.53
2013-10-01,72.42,33.03,63.39,46.51,84.24
2013-10-02,72.21,32.91,63.45,46.42,84.05
2013-10-03,71.34,32.58,62.77,45.92,83.08
2013-10-04,72.27,32.84,63.27,46.42,83.63
2013-10-07,71.49,32.42,62.63,46.05,82.83
2013-10-08,70.32,31.84,61.16,45.33,81.52
2013-10-09,69.84,31.9,60.97,45.26,81.47
2013-10-10,71.73,32.76,62.31,46.1,83.1
2013-10-11,72.43,33.28,62.84,46.43,83.65
2013-10-14,72.89,33.37,62.99,46.79,84.14
2013-10-15,72.68,33.05,62.88,46.25,83.87
2013-10-16,73.29,33.36,63.68,46.68,84.93
2013-10-17,73.79,33.44,64.48,46.76,85.63
2013-10-18,74.12,33.82,65.62,47.29,86.24
2013-10-21,74.32,33.92,65.72,47.49,86.24
2013-10-22,75.14,33.99,65.84,47.23,87.08
2013-10-23,74.58,33.78,65.32,46.41,86.84
2013-10-24,75.15,34.05,65.96,46.06,87.13
2013-10-25,75.11,33.93,65.99,46.29,87.61
2013-10-28,74.75,34.06,65.69,46.37,87.83
2013-10-29,74.7,34.35,66.0,46.68,88.27
2013-10-30,73.81,33.99,65.46,46.47,87.68
2013-10-31,74.4,33.73,65.42,46.43,87.28
2013-11-01,75.11,33.82,65.49,46.32,87.72
2013-11-04,74.84,33.78,65.46,46.43,87.9
2013-11-05,74.61,33.83,65.22,46.36,87.69
2013-11-06,74.43,33.98,65.2,46.73,87.8
2013-11-07,72.55,33.55,63.8,46.11,86.62
2013-11-08,74.1,33.98,64.38,46.62,87.8
2013-11-11,73.72,34.14,64.29,46.69,87.88
2013-11-12,73.35,34.25,64.21,46.98,87.85
2013-11-13,74.38,34.55,65.14,47.36,88.71
2013-11-14,74.6,34.71,65.74,47.0,89.1
2013-11-15,74.58,34.95,66.08,47.29,89.54
2013-11-18,73.88,34.9,65.61,46.95,89.15
2013-11-19,73.36,34.76,65.21,46.41,88.9
2013-11-20,72.96,34.67,64.82,46.23,88.63
2013-11-21,73.57,34.96,65.13,46.85,89.35
2013-11-22,74.91,35.03,65.65,47.19,90.47
2013-11-25,74.67,34.91,65.46,47.19,90.67
2013-11-26,75.43,34.99,66.25,47.16,90.58
2013-11-27,75.62,35.16,66.53,47.45,90.93
2013-11-29,75.8,35.16,66.78,47.45,90.81
2013-12-02,75.6,35.01,66.62,47.26,90.94
2013-12-03,74.88,34.87,66.21,47.39,90.31
2013-12-04,74.62,34.73,66.28,47.35,90.02
2013-12-05,74.64,34.7,66.37,47.55,89.73
2013-12-06,75.3,35.15,66.91,47.82,90.77
2013-12-09,75.12,35.01,67.06,47.9,90.65
2013-12-10,75.57,34.95,67.47,47.91,90.35
2013-12-11,74.65,34.83,66.59,47.42,89.37
2013-12-12,74.58,34.71,66.49,47.07,89.02
2013-12-13,74.71,34.89,66.56,47.07,89.31
2013-12-16,75.19,35.34,66.78,47.62,89.5
2013-12-17,75.08,35.4,66.69,48.02,89.18
2013-12-18,76.37,35.82,67.54,48.32,90.43
2013-12-19,76.82,35.96,67.65,48.12,90.3
2013-12-20,77.03,36.46,68.04,48.6,91.01
2013-12-23,77.69,36.64,68.53,49.19,91.32
2013-12-24,78.18,36.74,68.66,49.33,91.52
2013-12-26,78.63,36.93,68.79,49.34,91.92
2013-12-27,78.64,36.95,68.94,49.39,91.95
2013-12-30,79.25,37.08,68.87,49.6,92.06
2013-12-31,79.53,37.26,69.46,49.93,92.33
2014-01-02,79.09,36.89,68.92,49.45,91.61
2014-01-03,79.02,36.94,68.52,49.43,91.6
2014-01-06,78.79,36.78,68.58,49.21,91.24
2014-01-07,79.34,37.1,69.43,49.72,91.81
2014-01-08,78.64,37.12,69.33,49.98,92.42
2014-01-09,78.29,37.09,68.82,49.79,92.5
2014-01-10,78.61,37.1,69.06,49.95,93.09
2014-01-13,76.95,36.52,68.07,49.51,91.59
2014-01-14,77.61,37.01,69.08,50.62,92.99
2014-01-15,77.82,37.28,69.49,51.41,93.45
2014-01-16,77.48,37.26,69.63,51.12,93.59
2014-01-17,77.09,37.4,69.29,50.99,93.37
2014-01-21,76.78,37.38,69.61,51.27,93.88
2014-01-22,77.55,37.49,69.76,51.68,94.25
2014-01-23,77.03,37.09,69.24,51.41,93.69
2014-01-24,75.47,36.14,67.66,50.3,91.44
2014-01-27,75.07,35.59,66.76,49.82,90.73
2014-01-28,75.98,36.1,67.75,49.93,91.64
2014-01-29,74.88,35.69,66.77,49.52,90.76
2014-01-30,76.4,36.19,68.44,50.08,92.02
2014-01-31,76.02,35.67,67.78,49.82,91.61
2014-02-03,73.94,34.84,66.13,48.46,89.46
2014-02-04,74.9,35.07,66.82,48.85,89.97
2014-02-05,75.17,34.9,66.62,49.05,89.7
2014-02-06,76.62,35.5,67.81,49.6,90.79
2014-02-07,77.22,36.04,68.71,50.53,92.38
2014-02-10,77.44,35.9,68.85,50.61,92.61
2014-02-11,77.98,36.25,69.42,51.08,93.62
2014-02-12,78.25,36.36,69.38,51.36,93.77
2014-02-13,78.4,36.76,70.0,51.65,94.48
2014-02-14,79.02,36.89,70.09,51.89,94.93
2014-02-18,79.59,37.12,70.75,51.97,95.3
2014-02-19,78.66,36.86,70.3,51.76,94.79
2014-02-20,79.14,36.95,70.87,52.05,95.62
2014-02-21,78.99,37.06,70.67,51.84,96.03
2014-02-24,79.41,37.45,70.94,52.09,96.46
2014-02-25,79.23,37.43,70.77,51.9,96.39
2014-02-26,78.89,37.48,70.87,52.19,96.38
2014-02-27,79.52,37.83,71.71,52.3,96.89
2014-02-28,80.29,37.69,71.66,52.26,96.98
2014-03-03,79.21,37.02,70.82,51.86,96.05
2014-03-04,80.46,37.98,71.75,52.71,97.61
2014-03-05,81.06,37.79,72.05,52.85,97.54
2014-03-06,81.59,37.78,72.51,52.91,97.83
2014-03-07,80.95,37.77,71.95,52.91,97.38
2014-03-10,80.65,37.48,71.59,52.65,97.73
2014-03-11,79.93,37.29,71.08,52.37,97.22
2014-03-12,79.89,37.2,71.21,52.67,97.52
2014-03-13,78.77,36.5,70.01,52.0,96.14
2014-03-14,79.04,36.41,69.79,52.05,95.92
2014-03-17,79.33,36.86,70.25,52.71,97.09
2014-03-18,79.6,37.33,70.8,53.44,98.07
2014-03-19,78.99,36.94,70.12,53.27,97.61
2014-03-20,79.17,37.06,70.16,53.87,98.05
2014-03-21,78.72,36.8,69.64,53.54,96.96
2014-03-24,77.79,36.53,68.8,53.14,96.17
2014-03-25,77.35,36.42,68.51,53.35,96.54
2014-03-26,76.8,35.9,67.59,52.45,95.68
2014-03-27,76.19,35.56,67.51,52.17,95.57
2014-03-28,76.87,35.59,67.78,52.26,95.66
2014-03-31,77.59,36.21,68.15,52.86,96.97
2014-04-01,78.71,36.64,69.27,53.64,97.8
2014-04-02,79.17,36.69,69.41,53.87,98.02
2014-04-03,78.89,36.34,68.65,53.67,97.58
2014-04-04,77.48,35.54,66.98,52.43,95.77
2014-04-07,75.61,34.96,65.91,51.81,95.07
2014-04-08,76.04,35.11,66.97,52.26,95.33
2014-04-09,77.43,35.78,68.37,52.97,96.76
2014-04-10,75.14,34.73,66.55,51.22,94.26
2014-04-11,74.06,34.14,65.54,50.47,92.95
2014-04-14,74.57,34.51,65.98,50.77,93.8
2014-04-15,74.55,34.77,65.91,51.1,94.55
2014-04-16,75.9,35.3,66.87,51.38,95.51
2014-04-17,76.17,35.27,67.04,51.83,95.68
2014-04-21,76.28,35.25,67.4,52.22,96.23
2014-04-22,76.77,35.43,68.16,52.76,96.79
2014-04-23,76.65,35.2,67.52,52.41,96.41
2014-04-24,76.72,35.1,67.24,52.96,96.0
2014-04-25,75.61,34.07,65.66,51.69,94.7
2014-04-28,75.19,34.08,64.97,51.52,94.76
2014-04-29,75.57,34.31,65.67,51.52,95.45
2014-04-30,76.18,34.64,65.92,52.04,95.54
2014-05-01,76.64,34.89,66.81,52.05,95.6
2014-05-02,76.75,34.95,67.07,52.02,95.36
2014-05-05,77.41,34.99,67.64,52.08,95.65
2014-05-06,76.61,34.57,66.68,51.46,94.96
2014-05-07,76.71,34.46,66.2,51.4,95.42
2014-05-08,76.86,34.51,65.98,51.47,95.31
2014-05-09,77.03,34.69,66.44,51.55,95.7
2014-05-12,77.74,35.37,67.53,52.47,97.01
2014-05-13,77.23,35.24,67.27,52.22,97.02
2014-05-14,76.4,34.85,67.04,51.84,96.74
2014-05-15,76.26,34.45,66.8,51.52,95.78
2014-05-16,76.58,34.66,67.09,51.98,96.22
2014-05-19,77.2,34.98,67.63,52.54,96.66
2014-05-20,76.9,34.63,67.47,52.17,95.94
2014-05-21,78.22,34.89,68.47,52.53,96.81
2014-05-22,78.55,35.08,68.61,52.88,97.3
2014-05-23,79.4,35.5,69.26,53.42,97.83
2014-05-27,79.57,35.76,69.79,53.97,98.44
2014-05-28,79.43,35.68,69.8,54.22,98.35
2014-05-29,79.67,35.83,70.13,54.46,98.99
2014-05-30,79.48,35.63,69.87,54.27,99.04
2014-06-02,80.07,35.52,69.81,54.44,99.09
2014-06-03,79.78,35.33,69.4,54.68,98.93
2014-06-04,79.93,35.43,69.4,54.9,99.22
2014-06-05,80.54,35.79,70.04,55.27,99.77
2014-06-06,80.57,36.29,70.47,55.68,100.19
2014-06-09,80.97,36.39,70.63,55.88,100.24
2014-06-10,80.78,36.22,70.81,56.05,100.23
2014-06-11,80.63,36.1,70.8,56.95,99.77
2014-06-12,79.81,35.91,70.23,56.48,99.03
2014-06-13,79.72,36.03,70.21,56.54,99.48
2014-06-16,79.78,36.1,70.25,56.84,99.41
2014-06-17,79.7,36.37,70.34,57.32,99.66
2014-06-18,80.3,36.49,70.86,57.39,100.8
2014-06-19,80.34,36.47,70.61,57.28,101.0
2014-06-20,79.7,36.58,70.43,57.26,101.61
2014-06-23,79.59,36.67,70.59,57.32,101.36
2014-06-24,79.57,36.17,70.54,56.67,100.82
2014-06-25,80.73,36.45,71.18,57.01,101.46
2014-06-26,81.02,36.3,71.38,56.83,101.39
2014-06-27,81.54,36.47,71.52,57.07,101.54
2014-06-30,81.9,36.52,71.78,57.49,101.46
2014-07-01,82.6,37.07,72.64,58.12,102.45
2014-07-02,82.98,36.97,72.54,58.17,102.57
2014-07-03,83.45,37.26,72.83,58.52,103.2
2014-07-07,82.72,36.93,72.18,58.18,102.4
2014-07-08,81.66,36.48,70.72,57.77,101.65
2014-07-09,82.91,36.55,71.39,57.96,102.0
2014-07-10,82.35,36.25,71.14,57.71,101.63
2014-07-11,82.35,36.33,71.54,57.78,101.9
2014-07-14,82.44,36.64,72.2,58.17,102.18
2014-07-15,81.94,36.54,71.95,57.87,101.84
2014-07-16,82.64,36.56,71.98,57.99,102.06
2014-07-17,82.38,36.07,71.13,57.25,100.73
2014-07-18,83.14,36.52,72.16,58.13,101.88
2014-07-21,82.56,36.35,72.12,58.13,101.77
2014-07-22,82.85,36.76,72.59,58.5,102.36
2014-07-23,82.43,36.63,72.67,58.0,103.14
2014-07-24,82.74,36.74,72.7,57.79,102.93
2014-07-25,82.32,36.35,72.61,57.21,102.45
2014-07-28,82.5,36.23,72.8,57.36,102.23
2014-07-29,82.05,36.15,72.52,57.25,101.95
2014-07-30,82.37,36.36,73.16,57.45,102.61
2014-07-31,80.66,35.66,71.7,56.41,100.61
2014-08-01,80.41,35.2,71.36,56.51,100.14
2014-08-04,81.27,35.49,72.23,56.87,100.77
2014-08-05,80.62,35.34,71.45,56.57,99.99
2014-08-06,79.57,34.97,71.41,56.79,99.87
2014-08-07,78.94,34.87,71.3,56.17,99.22
2014-08-08,80.0,35.16,71.89,56.55,100.29
2014-08-11,80.48,35.3,72.39,56.98,100.51
2014-08-12,80.08,35.15,72.13,56.65,100.51
2014-08-13,80.71,35.57,72.63,57.04,101.41
2014-08-14,81.54,35.56,72.91,57.19,102.05
2014-08-15,81.88,35.37,72.97,57.36,102.17
2014-08-18,82.4,35.92,73.47,57.87,103.09
2014-08-19,82.32,36.03,73.52,58.28,103.69
2014-08-20,82.3,35.89,73.53,58.52,103.79
2014-08-21,82.32,36.05,73.45,59.0,103.88
2014-08-22,82.24,35.97,73.39,58.96,103.82
2014-08-25,82.31,35.94,73.49,58.83,104.13
2014-08-26,82.22,36.11,73.69,58.95,104.31
2014-08-27,82.55,35.99,73.75,58.99,104.34
2014-08-28,82.37,35.68,73.43,59.16,104.16
2014-08-29,82.37,35.77,73.54,59.69,104.52
2014-09-02,82.89,35.93,73.95,59.83,104.7
2014-09-03,82.84,35.94,73.92,59.64,104.89
2014-09-04,82.6,35.87,73.87,59.6,104.58
2014-09-05,83.09,35.93,74.17,60.08,104.92
2014-09-08,83.08,35.9,74.15,60.11,104.96
2014-09-09,82.69,35.6,73.42,59.66,104.36
2014-09-10,82.92,35.94,73.5,59.98,104.85
2014-09-11,83.26,35.88,73.64,60.24,104.96
2014-09-12,83.06,35.8,73.16,59.69,104.41
2014-09-15,82.86,35.56,72.14,59.13,104.09
2014-09-16,83.23,35.79,72.67,59.74,105.07
2014-09-17,83.2,35.76,72.75,59.88,105.2
2014-09-18,83.29,36.19,73.29,60.56,106.0
2014-09-19,83.57,36.07,73.65,60.18,105.74
2014-09-22,82.09,35.63,72.42,59.45,105.05
2014-09-23,81.23,35.4,72.18,59.01,104.44
2014-09-24,81.77,35.82,72.86,59.66,105.58
2014-09-25,80.55,35.19,71.62,58.6,103.81
2014-09-26,81.31,35.5,72.27,58.99,104.59
2014-09-29,81.39,35.48,71.94,58.94,104.39
2014-09-30,81.05,35.47,71.75,58.73,104.16
2014-10-01,81.05,35.47,70.68,57.51,102.64
2014-10-02,79.49,35.16,70.85,57.6,102.43
2014-10-03,80.77,35.61,71.67,57.98,103.52
2014-10-06,80.48,35.37,71.62,57.76,103.25
2014-10-07,79.6,34.77,70.69,56.7,101.19
2014-10-08,80.91,35.43,71.81,57.79,102.96
2014-10-09,78.8,34.59,70.42,56.36,100.69
2014-10-10,77.88,34.11,69.04,53.28,98.75
2014-10-13,76.15,34.0,68.02,52.61,96.85
2014-10-14,76.28,34.28,68.54,53.03,97.29
2014-10-15,75.78,34.28,68.36,53.37,97.14
2014-10-16,75.68,34.32,68.23,53.55,97.23
2014-10-17,77.0,34.52,69.01,53.92,98.43
2014-10-20,78.15,34.43,69.74,54.76,99.63
2014-10-21,79.64,35.0,71.18,55.97,102.28
2014-10-22,78.67,34.67,70.37,55.49,101.13
2014-10-23,80.28,35.21,71.32,56.67,102.55
2014-10-24,80.9,35.27,71.6,56.73,103.44
2014-10-27,80.86,35.3,71.39,56.59,103.45
2014-10-28,82.06,36.13,72.53,57.57,104.76
2014-10-29,81.89,35.96,71.91,57.6,104.64
2014-10-30,81.9,37.19,72.51,57.64,105.15
2014-10-31,83.05,37.72,73.3,59.2,106.47
2014-11-03,83.21,37.85,73.24,59.45,106.46
2014-11-04,81.59,37.84,72.57,59.41,106.66
2014-11-05,82.18,38.38,72.36,59.76,107.15
2014-11-06,82.55,38.1,72.46,59.75,107.7
2014-11-07,81.95,38.22,72.57,59.6,107.34
2014-11-10,81.1,38.34,72.93,59.92,108.33
2014-11-11,81.25,38.3,73.23,59.91,108.29
2014-11-12,81.48,38.43,73.43,60.08,108.05
2014-11-13,82.37,38.4,73.53,59.86,108.09
2014-11-14,82.56,38.41,74.03,60.39,107.68
2014-11-17,82.32,38.12,73.49,59.9,107.44
2014-11-18,82.49,38.12,73.57,60.51,108.27
2014-11-19,82.5,37.89,73.1,60.06,107.94
2014-11-20,82.41,38.12,73.15,60.36,108.02
2014-11-21,82.26,38.65,73.51,60.63,108.6
2014-11-24,83.47,38.94,73.88,61.24,109.0
2014-11-25,84.73,39.0,74.34,61.36,108.86
2014-11-26,85.17,39.12,74.59,62.02,109.48
2014-11-28,85.9,39.11,75.0,61.94,110.0
2014-12-01,85.29,38.75,73.6,61.15,109.47
2014-12-02,85.58,39.05,73.28,61.92,110.48
2014-12-03,85.48,39.36,72.99,62.78,111.43
2014-12-04,85.08,39.31,72.85,63.14,111.35
2014-12-05,85.31,39.45,72.68,63.53,111.52
2014-12-08,84.68,38.96,72.05,62.57,111.12
2014-12-09,84.35,39.29,71.95,62.81,110.82
2014-12-10,83.38,38.58,70.92,54.59,109.21
2014-12-11,83.92,38.76,71.17,55.07,109.71
