Date,FAVAX,PIXAX,PSPTX,PSTKX,VQNPX
2013-10-01,12.86,5.99,9.27,8.89,35.76
2013-10-02,12.83,5.99,9.27,8.88,35.75
2013-10-03,12.74,5.95,9.19,8.81,35.42
2013-10-04,12.82,5.99,9.26,8.87,35.67
2013-10-07,12.7,5.94,9.17,8.78,35.35
2013-10-08,12.56,5.87,9.06,8.68,34.92
2013-10-09,12.57,5.88,9.06,8.69,34.95
2013-10-10,12.82,6.01,9.26,8.88,35.75
2013-10-11,12.91,6.06,9.34,8.94,35.96
2013-10-14,12.96,6.07,9.36,8.97,36.1
2013-10-15,12.87,6.03,9.3,8.91,35.85
2013-10-16,13.0,6.12,9.43,9.04,36.36
2013-10-17,13.07,6.17,9.51,9.11,36.61
2013-10-18,13.09,6.2,9.56,9.16,36.81
2013-10-21,13.11,6.19,9.57,9.16,36.8
2013-10-22,13.16,6.24,9.64,9.21,37.02
2013-10-23,13.1,6.2,9.6,9.17,36.85
2013-10-24,13.14,6.22,9.63,9.2,36.93
2013-10-25,13.21,6.25,9.67,9.24,37.07
2013-10-28,13.23,6.25,9.69,9.26,37.12
2013-10-29,13.27,6.29,9.74,9.3,37.34
2013-10-30,13.2,6.26,9.69,9.27,37.16
2013-10-31,13.16,6.24,9.66,9.23,37.02
2013-11-01,13.2,6.25,9.68,9.26,37.13
2013-11-04,13.24,6.3,9.72,9.3,37.29
2013-11-05,13.24,6.27,9.69,9.27,37.17
2013-11-06,13.33,6.3,9.75,9.33,37.31
2013-11-07,13.2,6.22,9.64,9.21,36.83
2013-11-08,13.39,6.3,9.75,9.33,37.34
2013-11-11,13.41,6.31,9.76,9.33,37.4
2013-11-12,13.38,6.3,9.74,9.31,37.31
2013-11-13,13.5,6.35,9.82,9.4,37.63
2013-11-14,13.51,6.39,9.88,9.44,37.82
2013-11-15,13.57,6.41,9.91,9.48,37.96
2013-11-18,13.55,6.39,9.89,9.45,37.83
2013-11-19,13.56,6.37,9.86,9.43,37.76
2013-11-20,13.56,6.35,9.83,9.4,37.62
2013-11-21,13.66,6.41,9.91,9.48,37.94
2013-11-22,13.73,6.44,9.96,9.52,38.18
2013-11-25,13.75,6.43,9.96,9.51,38.16
2013-11-26,13.75,6.43,9.95,9.51,38.17
2013-11-27,13.81,6.45,9.97,9.53,38.29
2013-11-29,13.82,6.44,9.97,9.53,38.27
2013-12-02,13.8,6.42,9.94,9.5,38.17
2013-12-03,13.76,6.41,9.9,9.47,38.05
2013-12-04,13.75,6.4,9.89,9.46,38.0
2013-12-05,13.65,6.35,9.84,9.42,37.79
2013-12-06,13.78,6.42,9.96,9.52,38.24
2013-12-09,13.81,6.43,9.97,9.54,38.3
2013-12-10,13.79,6.41,9.94,9.52,38.21
2013-12-11,13.65,6.33,9.81,9.4,37.76
2013-12-12,13.6,6.31,9.77,9.36,37.66
2013-12-13,13.57,6.31,9.77,9.37,37.66
2013-12-16,13.65,6.35,9.84,9.43,37.93
2013-12-17,13.6,6.33,9.81,9.4,37.82
2013-12-18,13.81,6.43,9.98,9.56,38.44
2013-12-19,13.81,6.42,9.96,9.54,38.4
2013-12-20,13.89,6.45,10.01,9.59,38.59
2013-12-23,13.97,6.48,10.05,9.63,38.8
2013-12-24,14.02,6.5,10.07,9.65,38.94
2013-12-26,14.07,6.52,10.12,9.69,39.1
2013-12-27,14.09,6.53,10.12,9.7,39.1
2013-12-30,14.09,6.53,10.12,9.7,39.11
2013-12-31,14.15,6.56,10.16,9.73,39.24
2014-01-02,14.01,6.51,10.08,9.66,38.91
2014-01-03,14.02,6.52,10.08,9.65,38.93
2014-01-06,14.0,6.51,10.06,9.63,38.84
2014-01-07,14.06,6.55,10.11,9.69,39.07
2014-01-08,14.05,6.54,10.1,9.68,39.08
2014-01-09,14.09,6.55,10.11,9.68,39.13
2014-01-10,14.09,6.57,10.16,9.73,39.21
2014-01-13,13.94,6.49,10.04,9.61,38.74
2014-01-14,14.08,6.55,10.13,9.71,39.13
2014-01-15,14.14,6.58,10.18,9.75,39.32
2014-01-16,14.13,6.57,10.16,9.74,39.23
2014-01-17,14.09,6.54,10.13,9.71,39.07
2014-01-21,14.12,6.55,10.15,9.73,39.16
2014-01-22,14.12,6.55,10.15,9.73,39.22
2014-01-23,13.99,6.5,10.08,9.66,38.87
2014-01-24,13.73,6.36,9.86,9.46,38.03
2014-01-27,13.69,6.33,9.82,9.42,37.88
2014-01-28,13.77,6.38,9.89,9.48,38.1
2014-01-29,13.65,6.33,9.8,9.39,37.72
2014-01-30,13.78,6.38,9.88,9.47,38.09
2014-01-31,13.66,6.35,9.84,9.43,37.88
2014-02-03,13.4,6.19,9.62,9.24,36.99
2014-02-04,13.42,6.23,9.69,9.3,37.24
2014-02-05,13.43,6.22,9.69,9.29,37.2
2014-02-06,13.58,6.3,9.81,9.41,37.65
2014-02-07,13.7,6.37,9.96,9.54,38.14
2014-02-10,13.71,6.38,9.97,9.55,38.19
2014-02-11,13.86,6.44,10.07,9.65,38.62
2014-02-12,13.87,6.44,10.07,9.66,38.64
2014-02-13,13.95,6.49,10.13,9.71,38.87
2014-02-14,14.03,6.52,10.18,9.76,39.06
2014-02-18,14.05,6.54,10.2,9.77,39.12
2014-02-19,13.99,6.51,10.14,9.71,38.87
2014-02-20,14.06,6.55,10.19,9.78,39.13
2014-02-21,14.04,6.55,10.18,9.76,39.07
2014-02-24,14.12,6.59,10.25,9.82,39.31
2014-02-25,14.09,6.58,10.25,9.82,39.27
2014-02-26,14.12,6.59,10.24,9.81,39.26
2014-02-27,14.17,6.62,10.29,9.87,39.49
2014-02-28,14.26,6.64,10.32,9.89,39.61
2014-03-03,14.17,6.6,10.24,9.82,39.33
2014-03-04,14.34,6.7,10.4,9.96,39.92
2014-03-05,14.35,6.7,10.4,9.97,39.95
2014-03-06,14.4,6.71,10.42,9.98,40.02
2014-03-07,14.41,6.71,10.42,9.99,40.04
2014-03-10,14.44,6.71,10.41,9.99,39.99
2014-03-11,14.37,6.66,10.36,9.93,39.78
2014-03-12,14.39,6.67,10.36,9.94,39.77
2014-03-13,14.25,6.6,10.25,9.83,39.3
2014-03-14,14.21,6.59,10.22,9.8,39.22
2014-03-17,14.33,6.65,10.32,9.89,39.59
2014-03-18,14.42,6.71,10.39,9.96,39.88
2014-03-19,14.34,6.67,10.3,9.89,39.67
2014-03-20,14.43,6.71,10.37,9.95,39.89
2014-03-21,14.46,6.69,10.32,9.92,39.78
2014-03-24,14.43,6.66,10.27,9.87,39.56
2014-03-25,14.49,6.69,10.32,9.92,39.73
2014-03-26,14.41,6.66,10.25,9.84,39.46
2014-03-27,14.42,6.63,10.23,9.83,39.36
2014-03-28,14.5,6.67,10.28,9.88,39.56
2014-03-31,14.65,6.75,10.37,9.96,39.91
2014-04-01,14.73,6.79,10.44,10.02,40.21
2014-04-02,14.76,6.81,10.47,10.05,40.35
2014-04-03,14.75,6.81,10.46,10.05,40.32
2014-04-04,14.64,6.74,10.35,9.93,39.83
2014-04-07,14.52,6.66,10.24,9.83,39.34
2014-04-08,14.57,6.68,10.28,9.86,39.46
2014-04-09,14.68,6.76,10.4,9.97,39.91
2014-04-10,14.42,6.63,10.2,9.77,39.09
2014-04-11,14.32,6.56,10.1,9.68,38.71
2014-04-14,14.39,6.61,10.18,9.76,39.02
2014-04-15,14.47,6.65,10.25,9.83,39.27
2014-04-16,14.56,6.71,10.34,9.92,39.68
2014-04-17,14.54,6.73,10.36,9.94,39.73
2014-04-21,14.59,6.75,10.4,9.97,39.88
2014-04-22,14.64,6.78,10.44,10.02,40.04
2014-04-23,14.62,6.78,10.43,10.0,39.99
2014-04-24,14.64,6.78,10.44,10.01,40.07
2014-04-25,14.58,6.73,10.36,9.94,39.74
2014-04-28,14.64,6.74,10.4,9.97,39.89
2014-04-29,14.68,6.77,10.44,10.01,40.07
2014-04-30,14.73,6.8,10.48,10.04,40.2
2014-05-01,14.73,6.8,10.48,10.04,40.18
2014-05-02,14.72,6.79,10.46,10.03,40.14
2014-05-05,14.73,6.8,10.47,10.04,40.2
2014-05-06,14.65,6.74,10.4,9.97,39.86
2014-05-07,14.77,6.8,10.47,10.03,40.16
2014-05-08,14.73,6.8,10.47,10.02,40.08
2014-05-09,14.74,6.8,10.48,10.03,40.18
2014-05-12,14.85,6.87,10.58,10.13,40.54
2014-05-13,14.87,6.88,10.59,10.13,40.59
2014-05-14,14.83,6.84,10.55,10.09,40.39
2014-05-15,14.75,6.78,10.45,10.0,40.04
2014-05-16,14.79,6.79,10.49,10.04,40.16
2014-05-19,14.84,6.82,10.54,10.08,40.34
2014-05-20,14.75,6.77,10.47,10.01,40.05
2014-05-21,14.85,6.83,10.57,10.09,40.36
2014-05-22,14.88,6.83,10.59,10.12,40.44
2014-05-23,14.92,6.87,10.63,10.16,40.63
2014-05-27,14.97,6.9,10.7,10.22,40.88
2014-05-28,14.95,6.9,10.7,10.21,40.89
2014-05-29,15.01,6.93,10.75,10.26,41.11
2014-05-30,15.03,6.94,10.77,10.28,41.18
2014-06-02,15.04,6.95,10.78,10.29,41.23
2014-06-03,15.04,6.95,10.77,10.29,41.23
2014-06-04,15.07,6.97,10.79,10.31,41.32
2014-06-05,15.15,7.01,10.86,10.37,41.57
2014-06-06,15.24,7.05,10.92,10.42,41.73
2014-06-09,15.27,7.05,10.92,10.43,41.76
2014-06-10,15.27,7.05,10.92,10.43,41.75
2014-06-11,15.22,7.02,10.88,10.39,41.62
2014-06-12,15.15,6.98,10.82,10.32,41.34
2014-06-13,15.17,7.01,10.84,10.35,41.48
2014-06-16,15.17,7.02,10.84,10.36,41.52
2014-06-17,15.19,7.04,10.86,10.38,41.6
2014-06-18,15.3,7.1,10.95,10.46,41.89
2014-06-19,15.34,7.12,10.96,10.47,41.98
2014-06-20,15.36,7.13,10.98,10.49,42.07
2014-06-23,15.38,7.13,10.98,10.49,42.06
2014-06-24,15.28,7.08,10.93,10.43,41.77
2014-06-25,15.28,7.12,10.98,10.47,41.98
2014-06-26,15.26,7.11,10.98,10.47,41.96
2014-06-27,15.29,7.13,11.0,10.49,42.05
2014-06-30,15.28,7.13,11.0,10.48,42.03
2014-07-01,15.36,7.18,11.07,10.56,42.32
2014-07-02,15.37,7.17,11.06,10.56,42.36
2014-07-03,15.45,7.21,11.12,10.62,42.58
2014-07-07,15.37,7.16,11.08,10.58,42.39
2014-07-08,15.3,7.12,11.02,10.52,42.12
2014-07-09,15.35,7.15,11.06,10.56,42.31
2014-07-10,15.29,7.13,11.02,10.52,42.16
2014-07-11,15.3,7.13,11.05,10.54,42.21
2014-07-14,15.35,7.16,11.09,10.58,42.4
2014-07-15,15.36,7.14,11.06,10.57,42.32
2014-07-16,15.38,7.18,11.11,10.61,42.54
2014-07-17,15.26,7.11,10.99,10.49,42.06
2014-07-18,15.4,7.17,11.09,10.59,42.49
2014-07-21,15.37,7.15,11.06,10.56,42.37
2014-07-22,15.44,7.2,11.12,10.61,42.58
2014-07-23,15.45,7.19,11.15,10.64,42.64
2014-07-24,15.47,7.2,11.14,10.64,42.7
2014-07-25,15.42,7.17,11.09,10.59,42.54
2014-07-28,15.41,7.16,11.09,10.59,42.58
2014-07-29,15.37,7.13,11.04,10.54,42.41
2014-07-30,15.39,7.12,11.03,10.55,42.43
2014-07-31,15.12,6.98,10.81,10.34,41.6
2014-08-01,15.05,6.97,10.8,10.31,41.5
2014-08-04,15.15,7.01,10.88,10.38,41.81
2014-08-05,15.03,6.95,10.77,10.28,41.42
2014-08-06,15.03,6.95,10.77,10.29,41.42
2014-08-07,14.94,6.91,10.73,10.23,41.17
2014-08-08,15.08,6.98,10.83,10.34,41.63
2014-08-11,15.12,7.01,10.88,10.38,41.75
2014-08-12,15.11,7.0,10.87,10.37,41.69
2014-08-13,15.17,7.05,10.96,10.44,41.99
2014-08-14,15.26,7.08,11.01,10.49,42.17
2014-08-15,15.24,7.08,11.01,10.49,42.17
2014-08-18,15.34,7.14,11.1,10.58,42.53
2014-08-19,15.42,7.17,11.16,10.63,42.76
2014-08-20,15.44,7.18,11.18,10.66,42.88
2014-08-21,15.49,7.21,11.21,10.69,43.03
2014-08-22,15.46,7.19,11.19,10.68,42.95
2014-08-25,15.5,7.21,11.24,10.72,43.17
2014-08-26,15.53,7.22,11.26,10.74,43.19
2014-08-27,15.55,7.23,11.26,10.73,43.24
2014-08-28,15.53,7.22,11.25,10.72,43.18
2014-08-29,15.6,7.25,11.28,10.76,43.33
2014-09-02,15.56,7.23,11.27,10.75,43.29
2014-09-03,15.57,7.23,11.26,10.74,43.27
2014-09-04,15.54,7.21,11.25,10.73,43.19
2014-09-05,15.6,7.26,11.31,10.79,43.4
2014-09-08,15.54,7.23,11.27,10.76,43.27
2014-09-09,15.45,7.18,11.19,10.69,43.01
2014-09-10,15.48,7.2,11.22,10.73,43.18
2014-09-11,15.51,7.21,11.23,10.74,43.23
2014-09-12,15.42,7.17,11.16,10.67,42.98
2014-09-15,15.42,7.17,11.16,10.67,42.94
2014-09-16,15.53,7.21,11.25,10.75,43.26
2014-09-17,15.54,7.21,11.26,10.76,43.32
2014-09-18,15.59,7.23,11.31,10.82,43.54
2014-09-19,15.56,7.22,11.31,10.82,43.51
2014-09-22,15.43,7.16,11.22,10.73,43.16
2014-09-23,15.32,7.11,11.15,10.66,42.88
2014-09-24,15.41,7.15,11.24,10.75,43.21
2014-09-25,15.2,7.05,11.07,10.59,42.53
2014-09-26,15.31,7.09,11.14,10.67,42.89
2014-09-29,15.24,7.07,11.11,10.64,42.8
2014-09-30,15.19,7.03,11.08,10.62,42.69
2014-10-01,15.19,6.95,10.96,10.48,42.09
2014-10-02,15.04,6.95,10.95,10.47,42.08
2014-10-03,15.22,7.02,11.08,10.6,42.54
2014-10-06,15.2,7.0,11.06,10.57,42.46
2014-10-07,15.02,6.89,10.89,10.41,41.82
2014-10-08,15.27,7.01,11.09,10.59,42.58
2014-10-09,14.99,6.84,10.87,10.39,41.7
2014-10-10,14.87,6.75,10.73,10.26,41.22
2014-10-13,14.71,6.65,10.58,10.09,40.49
2014-10-14,14.73,6.65,10.6,10.12,40.53
2014-10-15,14.54,6.59,10.44,10.0,40.21
2014-10-16,14.51,6.62,10.46,10.01,40.18
2014-10-17,14.65,6.7,10.63,10.14,40.74
2014-10-20,14.75,6.76,10.72,10.24,41.12
2014-10-21,15.04,6.9,10.93,10.44,41.94
2014-10-22,14.94,6.84,10.86,10.37,41.67
2014-10-23,15.07,6.93,10.99,10.49,42.14
2014-10-24,15.16,6.98,11.08,10.57,42.48
2014-10-27,15.17,6.96,11.05,10.55,42.43
2014-10-28,15.34,6.96,11.05,10.55,42.92
2014-10-29,15.33,7.06,11.16,10.65,42.89
2014-10-30,15.46,7.09,11.24,10.73,43.13
2014-10-31,15.61,7.19,11.39,10.86,43.63
2014-11-03,15.58,7.19,11.39,10.86,43.65
2014-11-04,15.54,7.15,11.34,10.83,43.53
2014-11-05,15.63,7.15,11.42,10.9,43.75
2014-11-06,15.71,7.23,11.47,10.95,43.91
2014-11-07,15.73,7.23,11.46,10.95,43.91
2014-11-10,15.79,7.25,11.51,10.98,44.07
2014-11-11,15.77,7.25,11.51,10.99,44.11
2014-11-12,15.78,7.25,11.51,10.99,44.11
2014-11-13,15.77,7.23,11.49,10.99,44.17
2014-11-14,15.78,7.23,11.49,10.99,44.15
2014-11-17,15.81,7.24,11.51,11.01,44.24
2014-11-18,15.89,7.28,11.56,11.06,44.45
2014-11-19,15.88,7.28,11.56,11.06,44.36
2014-11-20,15.9,7.3,11.58,11.07,44.43
2014-11-21,15.98,7.36,11.68,11.13,44.65
2014-11-24,16.01,7.36,11.68,11.13,44.8
2014-11-25,15.99,7.38,11.72,11.16,44.77
2014-11-26,16.03,7.4,11.76,11.19,44.94
2014-11-28,16.0,7.4,11.76,11.16,44.89
2014-12-01,15.97,7.3,11.63,11.08,44.57
2014-12-02,16.05,7.34,11.71,11.15,44.87
2014-12-03,16.1,7.4,11.77,11.2,45.06
2014-12-04,16.06,7.37,11.75,11.18,45.01
2014-12-05,16.09,7.39,11.78,11.21,45.11
2014-12-08,15.99,7.3,11.66,11.12,44.84
2014-12-09,15.99,7.3,11.64,11.11,44.8
2014-12-10,15.73,7.3,11.64,11.11,44.11
2014-12-11,15.79,6.57,9.8,9.29,44.29
