,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio
467,FRMOX,Barclays Municipal TR USD,93.56,1.06,-0.75,2.53,USD,10,4.76,4.19,0.56,0.8
468,FAVAX,S&P 500 TR USD,93.53,1.01,0.53,21.48,USD,10,16.84,7.04,0.4,0.56
469,VINEX,MSCI ACWI Ex USA NR USD,93.4,1.0,1.53,5.9,USD,10,19.55,7.45,0.39,0.55
470,FJPNX,MSCI ACWI Ex USA NR USD,58.78,0.74,-2.2,0.92,USD,10,18.08,2.2,0.13,0.18
471,FFTFX,Barclays Municipal TR USD,68.02,0.3,0.1,3.66,USD,10,1.5,2.61,0.68,1.25
472,NVABX,Barclays Municipal TR USD,93.31,0.87,-0.54,2.65,USD,10,3.91,3.82,0.58,0.9
473,STLAX,Morningstar Moderate Target Risk,94.35,0.71,-0.08,5.37,USD,10,7.0,5.31,0.56,0.8
474,CMTFX,MSCI ACWI NR USD,71.75,1.06,3.74,8.27,USD,10,20.7,10.3,0.51,0.72
475,PRMDX,Barclays Municipal TR USD,49.17,0.2,-0.24,2.09,USD,10,1.24,1.94,0.33,0.51
476,TRRCX,Morningstar Moderate Target Risk,97.11,1.5,-1.58,4.04,USD,10,14.74,7.59,0.47,0.66
477,FDAFX,Morningstar Moderate Target Risk,97.05,1.19,-2.28,3.27,USD,10,11.66,5.41,0.38,0.53
478,FOCPX,S&P 500 TR USD,57.19,1.22,-1.81,18.92,USD,10,19.94,12.06,0.6,0.9
479,PFCIX,Morningstar Moderate Target Risk,84.76,1.22,-0.56,4.7,USD,10,12.78,7.26,0.5,0.69
480,BMCAX,S&P 500 TR USD,81.65,0.95,-7.59,11.57,USD,10,17.3,6.21,0.35,0.48
481,FLCIX,S&P 500 TR USD,90.4,1.14,-6.05,14.68,USD,10,15.29,6.44,0.39,0.55
482,AMECX,Morningstar Moderate Target Risk,91.54,1.06,0.14,5.46,USD,10,10.69,7.31,0.57,0.8
483,FTCOX,S&P 500 TR USD,90.34,1.04,-3.78,16.58,USD,10,15.16,6.94,0.42,0.59
484,JMIEX,MSCI ACWI Ex USA NR USD,86.99,1.12,3.56,7.3,USD,10,22.69,9.72,0.46,0.68
485,MANLX,Barclays Municipal TR USD,88.24,1.03,0.17,3.45,USD,10,4.79,5.08,0.73,1.16
486,BEGRX,S&P 500 TR USD,84.41,0.87,0.11,20.76,USD,10,14.02,6.76,0.43,0.58
487,FRHIX,Barclays Municipal TR USD,76.26,1.3,-0.62,2.73,USD,10,6.53,5.07,0.55,0.82
488,AFTEX,Barclays Municipal TR USD,94.25,1.02,-0.4,2.88,USD,10,4.6,4.47,0.64,0.96
489,FAVFX,S&P 500 TR USD,85.88,1.1,-0.57,20.30,USD,10,20.14,7.89,0.4,0.57
490,FKDNX,S&P 500 TR USD,61.94,1.16,-3.79,16.81,USD,10,17.1,9.51,0.53,0.76
491,FKUTX,MSCI ACWI NR USD,37.5,0.45,5.99,18.87,USD,10,12.24,10.08,0.73,1.01
492,FVLAX,S&P 500 TR USD,90.2,1.12,-2.81,17.95,USD,10,17.37,4.98,0.28,0.38
493,WFSPX,S&P 500 TR USD,100.0,1.0,-0.14,20.70,USD,10,14.68,7.94,0.49,0.7
494,MQIFX,MSCI ACWI Ex USA NR USD,77.75,0.46,3.82,13.85,USD,10,9.9,7.95,0.67,0.96
495,TRRDX,Morningstar Moderate Target Risk,96.92,1.57,-1.66,4.0,USD,10,15.38,7.79,0.47,0.66
496,PRNEX,MSCI ACWI NR USD,72.13,1.21,-0.27,3.92,USD,10,23.7,6.28,0.32,0.44
497,FNJHX,Barclays Municipal TR USD,96.97,0.99,-0.34,2.92,USD,10,4.37,4.41,0.65,0.99
498,FNORX,MSCI ACWI Ex USA NR USD,91.24,1.22,2.68,6.13,USD,10,24.1,9.03,0.42,0.6
499,FCAMX,Barclays Municipal TR USD,69.02,1.4,-0.36,2.93,USD,10,7.4,5.62,0.57,0.84
500,PRITX,MSCI ACWI Ex USA NR USD,96.57,1.03,0.21,4.52,USD,10,19.76,6.19,0.33,0.46
501,TRPBX,Morningstar Moderate Target Risk,97.51,1.19,-0.43,4.92,USD,10,11.6,7.36,0.54,0.78
502,FSRFX,MSCI ACWI NR USD,54.25,0.88,6.69,12.58,USD,10,19.62,12.54,0.62,0.96
503,FGRIX,S&P 500 TR USD,95.86,1.0,0.74,21.73,USD,10,16.79,3.9,0.22,0.29
504,OTABX,Barclays US Agg Bond TR USD,66.12,0.37,-0.38,2.23,USD,10,1.53,2.35,0.55,0.97
505,JUSSX,S&P 500 TR USD,76.72,1.34,-5.7,15.94,USD,10,20.19,8.6,0.44,0.63
506,VSIEX,MSCI ACWI Ex USA NR USD,95.67,0.96,-0.8,3.57,USD,10,18.56,4.97,0.27,0.39
507,FRCOX,Barclays Municipal TR USD,91.77,1.15,-0.77,2.57,USD,10,5.26,4.49,0.57,0.81
508,FDMAX,MSCI ACWI NR USD,71.24,1.25,-1.12,3.18,USD,10,24.41,5.49,0.28,0.4
509,TRRJX,Morningstar Moderate Target Risk,96.96,1.56,-1.74,3.94,USD,10,15.28,7.66,0.46,0.65
510,FISEX,S&P 500 TR USD,93.62,0.92,-1.58,18.71,USD,10,13.98,6.14,0.39,0.54
511,FMILX,S&P 500 TR USD,84.8,1.04,-1.59,19.01,USD,10,17.37,10.11,0.56,0.8
512,JMUEX,S&P 500 TR USD,96.12,1.09,-0.99,19.88,USD,10,15.06,9.44,0.58,0.84
513,OPOCX,S&P 500 TR USD,49.35,1.12,-4.72,15.48,USD,10,18.7,8.79,0.46,0.66
514,PNIGX,Barclays US Agg Bond TR USD,76.55,0.73,0.22,3.57,USD,10,2.7,4.13,0.94,1.75
515,TCWAX,MSCI ACWI Ex USA NR USD,71.31,0.99,4.36,8.43,USD,10,22.05,9.85,0.47,0.69
516,BREAX,MSCI ACWI Ex USA NR USD,94.65,1.04,1.64,5.93,USD,10,20.06,7.67,0.4,0.56
517,WOBDX,Barclays US Agg Bond TR USD,88.98,0.86,0.7,4.11,USD,10,2.94,5.08,1.16,2.15
518,MBLOX,Morningstar Moderate Target Risk,90.79,1.0,-0.32,5.01,USD,10,10.18,6.53,0.53,0.77
519,HLOMX,Barclays Municipal TR USD,90.71,0.77,-0.26,2.94,USD,10,3.5,3.79,0.63,1.01
520,FDLSX,MSCI ACWI NR USD,64.16,0.86,5.32,11.44,USD,10,17.6,11.3,0.61,0.93
521,VOHIX,Barclays Municipal TR USD,97.87,1.04,-0.2,3.09,USD,10,4.59,4.74,0.69,1.04
522,PDMIX,Barclays US Agg Bond TR USD,76.3,0.73,1.43,5.31,USD,10,2.69,5.4,1.38,2.55
523,FMCBX,S&P 500 TR USD,80.76,1.05,-3.38,17.03,USD,10,19.09,6.07,0.33,0.44
524,FAHDX,Barclays US Agg Bond TR USD,2.45,0.68,4.87,9.27,USD,10,14.21,7.82,0.5,0.7
525,FSHOX,MSCI ACWI NR USD,57.22,1.04,3.08,7.22,USD,10,22.63,9.01,0.43,0.64
526,FMAGX,S&P 500 TR USD,90.86,1.1,-0.93,19.94,USD,10,18.39,6.11,0.34,0.46
527,VINIX,S&P 500 TR USD,100.0,1.0,-0.03,20.83,USD,10,14.69,8.07,0.5,0.71
528,FELAX,MSCI ACWI NR USD,64.94,1.16,1.83,5.77,USD,10,23.83,8.23,0.39,0.58
529,VCVLX,S&P 500 TR USD,75.46,1.33,-4.4,17.04,USD,10,21.9,8.01,0.39,0.6
530,FDVAX,MSCI ACWI Ex USA NR USD,95.16,0.97,-0.83,3.51,USD,10,18.71,4.93,0.27,0.38
531,VCITX,Barclays Municipal TR USD,95.29,1.17,-0.61,2.73,USD,10,5.23,4.71,0.61,0.93
532,JIISX,S&P 500 TR USD,96.07,1.06,0.6,21.61,USD,10,15.97,7.64,0.45,0.62
533,STSEX,S&P 500 TR USD,91.87,0.97,-3.13,17.01,USD,10,13.54,7.51,0.49,0.7
534,FSHBX,Barclays US Agg Bond TR USD,18.87,0.21,-0.04,3.04,USD,10,1.55,2.17,0.4,0.56
535,HLQVX,S&P 500 TR USD,90.14,1.17,-2.68,18.27,USD,10,16.5,7.09,0.41,0.57
536,VGHCX,MSCI ACWI NR USD,58.07,0.58,8.16,20.37,USD,10,12.53,13.35,0.94,1.49
537,ACFFX,MSCI ACWI Ex USA NR USD,84.82,0.85,3.04,8.22,USD,10,17.35,8.5,0.47,0.66
538,FAFEX,Morningstar Moderate Target Risk,96.96,1.4,-2.99,2.94,USD,10,13.77,5.64,0.36,0.49
539,FSMIX,Barclays US Agg Bond TR USD,36.75,0.6,1.12,5.17,USD,10,3.12,4.61,0.94,1.48
540,NBIAX,Morningstar Moderate Target Risk,97.33,1.14,-0.5,4.86,USD,10,11.11,7.04,0.53,0.76
541,GAEGX,S&P 500 TR USD,84.09,1.1,-2.33,18.36,USD,10,15.62,8.23,0.49,0.7
542,ICPHX,BofAML USD LIBOR 3 Mon CM,1.51,3.11,-0.72,0.17,USD,10,7.94,2.05,0.1,0.15
543,TEMWX,MSCI ACWI Ex USA NR USD,92.9,0.86,1.12,5.97,USD,10,16.7,6.64,0.38,0.54
544,FCPAX,MSCI ACWI Ex USA NR USD,94.05,1.13,-0.36,3.75,USD,10,21.81,5.74,0.3,0.42
545,FIEUX,MSCI ACWI Ex USA NR USD,93.35,1.03,0.41,4.68,USD,10,20.12,6.36,0.33,0.48
546,URTLX,MSCI ACWI NR USD,54.31,1.17,3.0,6.1,USD,10,26.24,8.66,0.4,0.55
547,FPHAX,MSCI ACWI NR USD,57.47,0.63,9.3,21.06,USD,10,13.74,14.84,0.97,1.62
548,FFFVX,Morningstar Moderate Target Risk,96.48,0.86,-1.24,3.91,USD,10,8.46,4.89,0.43,0.59
549,PACIX,Morningstar Moderate Target Risk,83.29,1.14,-0.79,4.47,USD,10,12.04,6.61,0.47,0.63
550,FHIGX,Barclays Municipal TR USD,98.26,1.01,-0.04,3.25,USD,10,4.44,4.81,0.73,1.09
551,FIDSX,MSCI ACWI NR USD,73.31,1.13,-5.07,-0.22,USD,10,21.77,1.28,0.1,0.14
552,PREFX,S&P 500 TR USD,79.55,1.11,-3.47,17.17,USD,10,16.79,8.3,0.47,0.67
553,MDLTX,MSCI ACWI Ex USA NR USD,78.55,1.37,5.65,7.44,USD,10,29.16,11.73,0.48,0.72
554,FSAVX,MSCI ACWI NR USD,65.89,1.62,0.83,3.82,USD,10,32.88,7.7,0.34,0.55
555,PRHYX,Barclays US Agg Bond TR USD,4.67,0.62,4.13,9.61,USD,10,9.27,7.43,0.66,0.91
556,FPXTX,Barclays Municipal TR USD,95.34,0.85,0.21,3.56,USD,10,3.75,4.53,0.78,1.16
557,QRAAX,Morningstar Long-Only Commodity TR,84.94,1.2,-7.78,-6.56,USD,10,24.44,-6.32,-0.2,-0.25
558,CSMIX,S&P 500 TR USD,70.98,1.16,-8.3,12.41,USD,10,18.65,7.04,0.38,0.54
559,TPLGX,S&P 500 TR USD,75.21,1.12,-0.77,20.02,USD,10,16.37,9.11,0.52,0.76
560,FDEQX,S&P 500 TR USD,96.65,1.09,-1.33,19.51,USD,10,15.6,6.98,0.42,0.57
561,PSOAX,S&P 500 TR USD,74.16,1.26,-6.56,14.71,USD,10,19.71,7.58,0.39,0.56
562,PAEMX,Barclays US Agg Bond TR USD,37.62,1.75,0.28,3.26,USD,10,9.34,7.22,0.63,0.84
563,JFTAX,MSCI ACWI Ex USA NR USD,96.79,1.01,-1.56,2.75,USD,10,19.25,4.3,0.24,0.33
564,OPGSX,MSCI ACWI NR USD,25.26,1.13,-0.06,0.02,USD,10,37.25,1.54,0.19,0.28
565,EFIPX,Barclays US Agg Bond TR USD,52.12,0.8,-0.07,3.14,USD,10,3.53,4.02,0.69,1.06
566,FRORX,Barclays Municipal TR USD,95.8,1.05,-0.58,2.7,USD,10,4.7,4.37,0.6,0.88
567,FNYTX,Barclays Municipal TR USD,92.47,0.97,-0.42,2.83,USD,10,4.41,4.28,0.62,0.9
568,FKNIX,Barclays Municipal TR USD,93.01,0.93,-0.56,2.66,USD,10,4.2,4.0,0.58,0.94
569,FAFRX,Barclays US Agg Bond TR USD,0.18,0.08,1.9,23.87,USD,10,6.4,3.53,0.34,0.42
570,FFFDX,Morningstar Moderate Target Risk,97.2,1.18,-1.84,3.64,USD,10,11.52,5.8,0.42,0.58
571,PRISX,MSCI ACWI NR USD,77.7,1.03,-1.33,3.36,USD,10,19.35,5.0,0.27,0.38
572,ASVAX,S&P 500 TR USD,73.29,1.21,-6.4,14.63,USD,10,19.69,7.91,0.41,0.6
573,FSAGX,MSCI ACWI NR USD,14.2,0.82,-0.23,-1.78,USD,10,35.83,0.08,0.14,0.21
574,TRMCX,S&P 500 TR USD,89.26,1.06,-1.92,18.74,USD,10,16.24,9.46,0.55,0.8
575,MANJX,Barclays Municipal TR USD,91.41,1.21,-0.28,3.02,USD,10,5.53,5.17,0.66,1.0
576,PRNHX,S&P 500 TR USD,59.62,1.11,-0.93,19.65,USD,10,18.42,11.87,0.62,0.92
577,CWGIX,MSCI ACWI Ex USA NR USD,95.02,0.83,2.71,8.13,USD,10,16.04,8.28,0.48,0.68
578,FSRPX,MSCI ACWI NR USD,51.78,0.83,7.13,13.67,USD,10,18.99,12.86,0.65,1.05
579,PMDRX,Barclays US Agg Bond TR USD,52.42,0.83,1.15,4.67,USD,10,3.69,5.41,1.02,1.7
580,NMIAX,S&P 500 TR USD,97.65,1.07,-0.22,20.69,USD,10,14.75,8.26,0.51,0.72
581,OEGAX,S&P 500 TR USD,56.06,1.06,-4.25,15.84,USD,10,18.14,8.63,0.47,0.66
582,FBNDX,Barclays US Agg Bond TR USD,64.29,0.92,0.05,3.3,USD,10,3.67,4.56,0.8,1.22
583,COVAX,S&P 500 TR USD,70.47,1.15,-4.79,15.88,USD,10,19.54,8.24,0.43,0.61
584,FXCTX,Barclays Municipal TR USD,92.48,1.05,-0.84,2.44,USD,10,4.76,4.08,0.54,0.79
585,JPMNX,Barclays US Agg Bond TR USD,0.56,0.08,0.76,12.82,USD,10,3.32,2.48,0.3,0.43
586,VSSCX,S&P 500 TR USD,76.16,1.32,-4.94,16.52,USD,10,20.21,7.94,0.41,0.58
587,CLMPX,Barclays Municipal TR USD,95.93,1.34,-0.72,2.7,USD,10,6.01,5.16,0.61,0.92
588,FLDAX,Barclays US Agg Bond TR USD,30.1,0.31,0.82,5.98,USD,10,1.79,3.37,0.98,1.77
589,FSNGX,MSCI ACWI NR USD,55.95,1.22,-0.52,2.97,USD,10,27.02,5.14,0.27,0.37
590,WFBIX,Barclays US Agg Bond TR USD,98.84,1.0,-0.04,3.23,USD,10,3.25,4.75,0.97,1.73
591,FSRBX,MSCI ACWI NR USD,45.7,0.91,-3.53,-0.31,USD,10,22.13,1.24,0.1,0.14
592,PRAIX,Barclays US Agg Bond TR USD,64.68,2.73,-3.44,1.81,USD,10,11.09,6.46,0.48,0.73
593,VPMCX,S&P 500 TR USD,83.87,0.94,3.93,25.73,USD,10,15.18,10.55,0.64,0.95
594,CAIBX,Morningstar Moderate Target Risk,89.53,1.08,-0.33,4.97,USD,10,11.03,6.88,0.52,0.73
595,VFIIX,Barclays US Agg Bond TR USD,78.24,0.77,0.79,4.33,USD,10,2.82,4.87,1.15,2.2
596,FASIX,Morningstar Moderate Target Risk,87.44,0.49,0.76,7.19,USD,10,4.99,5.02,0.7,1.01
597,NSCMX,Barclays Municipal TR USD,94.39,0.85,-0.43,2.77,USD,10,3.81,3.88,0.61,0.94
598,PRWCX,Morningstar Moderate Target Risk,91.54,1.15,1.24,6.44,USD,10,11.57,8.92,0.67,0.94
599,AGTHX,S&P 500 TR USD,84.23,1.02,-0.44,20.28,USD,10,15.02,8.48,0.52,0.74
600,PRTAX,Barclays Municipal TR USD,95.88,1.08,-0.26,3.02,USD,10,4.79,4.78,0.67,1.02
601,FSDAX,MSCI ACWI NR USD,70.98,0.94,4.75,10.12,USD,10,18.49,11.06,0.58,0.82
602,BFMSX,Barclays US Agg Bond TR USD,5.41,0.2,0.95,7.98,USD,10,2.77,3.11,0.57,0.76
603,MDSWX,S&P 500 TR USD,75.16,1.52,-13.02,10.89,USD,10,20.57,8.09,0.41,0.58
604,UMMGX,Barclays US Agg Bond TR USD,92.38,1.0,-0.22,3.04,USD,10,3.35,4.57,0.88,1.42
605,FDFAX,MSCI ACWI NR USD,68.5,0.62,6.79,17.11,USD,10,12.35,12.1,0.87,1.29
606,JPICX,Barclays Municipal TR USD,93.78,0.9,-0.36,2.87,USD,10,4.03,4.1,0.63,1.0
607,FRNRX,MSCI ACWI NR USD,64.29,1.29,-0.87,2.96,USD,10,26.64,5.34,0.28,0.38
608,CWBFX,Barclays US Agg Bond TR USD,45.37,1.34,-1.58,1.94,USD,10,6.49,4.12,0.42,0.63
609,FGEAX,MSCI ACWI Ex USA NR USD,87.88,0.94,-0.19,4.11,USD,10,18.84,5.39,0.29,0.41
610,MADCX,MSCI ACWI Ex USA NR USD,87.94,1.22,3.17,6.52,USD,10,24.44,9.47,0.43,0.65
611,NJTFX,Barclays Municipal TR USD,96.16,1.0,-0.32,2.95,USD,10,4.45,4.48,0.66,0.98
612,FASMX,Morningstar Moderate Target Risk,95.44,0.98,-0.83,4.49,USD,10,9.65,5.91,0.49,0.69
613,BPRAX,Barclays US Agg Bond TR USD,63.02,1.45,-1.52,2.12,USD,10,5.99,4.6,0.53,0.78
614,FAERX,MSCI ACWI Ex USA NR USD,94.71,0.99,-0.88,3.43,USD,10,19.13,4.92,0.27,0.38
615,VBINX,Morningstar Moderate Target Risk,96.03,0.94,0.56,6.02,USD,10,9.29,7.21,0.63,0.92
616,FTAZX,Barclays Municipal TR USD,94.67,1.14,-0.74,2.59,USD,10,5.12,4.48,0.58,0.84
617,FGMNX,Barclays US Agg Bond TR USD,79.63,0.78,0.89,4.46,USD,10,2.79,4.97,1.19,2.3
618,PTSHX,Barclays US Agg Bond TR USD,2.44,0.08,0.95,15.02,USD,10,1.69,2.75,0.71,1.11
619,TEDMX,MSCI ACWI Ex USA NR USD,89.65,1.17,0.56,4.36,USD,10,23.31,6.64,0.33,0.47
620,QIVAX,MSCI ACWI Ex USA NR USD,90.57,1.01,-1.62,2.55,USD,10,20.0,4.11,0.23,0.31
621,FRTIX,Barclays Municipal TR USD,94.77,1.01,-0.59,2.68,USD,10,4.53,4.23,0.59,0.86
622,UMBIX,S&P 500 TR USD,86.59,1.07,-2.37,18.24,USD,10,20.23,7.67,0.4,0.55
623,FGTIX,Morningstar Moderate Target Risk,95.8,1.26,-0.94,4.46,USD,10,12.44,7.14,0.5,0.71
624,MDISX,MSCI ACWI Ex USA NR USD,80.34,0.51,4.83,15.08,USD,10,10.77,9.26,0.74,1.09
625,IMNTX,Barclays Municipal TR USD,96.87,1.08,-0.47,2.82,USD,10,4.76,4.56,0.63,0.94
626,MDFOX,S&P 500 TR USD,68.83,1.16,-4.98,15.70,USD,10,18.86,9.75,0.51,0.75
627,FAFFX,Morningstar Moderate Target Risk,97.07,1.52,-3.3,2.83,USD,10,14.86,5.81,0.35,0.49
628,FAFDX,MSCI ACWI NR USD,73.52,1.16,-5.74,-0.76,USD,10,22.24,0.65,0.07,0.1
629,VSEQX,S&P 500 TR USD,86.54,1.18,-0.95,20.04,USD,10,18.88,8.66,0.46,0.65
630,OUSGX,Barclays US Agg Bond TR USD,55.6,0.86,-0.34,2.83,USD,10,3.75,3.97,0.65,1.05
631,HLTAX,Barclays Municipal TR USD,93.11,0.78,-0.2,3.02,USD,10,3.49,3.87,0.66,1.02
632,NMDMX,Barclays Municipal TR USD,92.59,0.82,-0.89,2.17,USD,10,3.71,3.31,0.48,0.74
633,FSMEX,MSCI ACWI NR USD,50.96,0.66,6.96,16.14,USD,10,15.18,12.12,0.73,1.09
634,MAIIX,MSCI ACWI Ex USA NR USD,96.23,0.97,-0.89,3.46,USD,10,18.53,4.87,0.27,0.38
635,OPGIX,MSCI ACWI Ex USA NR USD,72.76,0.92,3.24,7.74,USD,10,20.28,8.65,0.44,0.66
636,FDEGX,S&P 500 TR USD,80.57,1.13,-3.41,17.31,USD,10,18.88,7.46,0.4,0.56
637,ORNAX,Barclays Municipal TR USD,42.06,2.05,-5.05,0.34,USD,10,13.96,2.22,0.12,0.16
638,FGRTX,S&P 500 TR USD,95.54,1.04,0.32,21.26,USD,10,15.4,8.51,0.51,0.74
639,BHYAX,Barclays US Agg Bond TR USD,4.09,0.59,4.64,10.73,USD,10,9.53,7.87,0.68,0.94
640,AUGAX,Barclays US Agg Bond TR USD,46.14,0.55,1.68,6.42,USD,10,2.53,5.05,1.3,2.37
641,FFVAX,Morningstar Moderate Target Risk,97.56,1.01,-1.46,3.86,USD,10,9.91,5.43,0.43,0.6
642,OHYAX,Barclays US Agg Bond TR USD,4.42,0.56,4.16,10.36,USD,10,8.7,7.33,0.68,0.97
643,FSVLX,MSCI ACWI NR USD,56.3,0.91,-10.85,-7.71,USD,10,19.93,-5.48,-0.25,-0.3
644,MASKX,S&P 500 TR USD,70.95,1.24,-6.35,14.78,USD,10,19.74,7.48,0.39,0.56
645,PTSAX,Barclays US Agg Bond TR USD,62.92,0.99,1.08,4.39,USD,10,4.02,5.86,1.04,1.84
646,VSITX,Barclays Municipal TR USD,91.61,0.73,-0.26,2.94,USD,10,3.32,3.67,0.63,0.99
647,FEQTX,S&P 500 TR USD,91.2,0.9,0.49,21.32,USD,10,16.28,5.72,0.33,0.46
648,FEXPX,S&P 500 TR USD,95.88,0.98,-2.67,17.60,USD,10,16.17,7.19,0.42,0.59
649,VGRIX,S&P 500 TR USD,95.52,1.03,0.92,21.96,USD,10,15.02,7.35,0.45,0.61
650,ACINX,MSCI ACWI Ex USA NR USD,94.58,0.99,3.64,8.3,USD,10,19.09,9.71,0.51,0.72
651,FKBAX,Barclays US Agg Bond TR USD,58.72,0.98,0.29,3.54,USD,10,4.11,5.0,0.82,1.28
652,FIVFX,MSCI ACWI Ex USA NR USD,94.18,1.12,-0.09,4.02,USD,10,21.68,6.02,0.31,0.44
653,OIGAX,MSCI ACWI Ex USA NR USD,94.38,0.92,2.26,7.11,USD,10,17.77,8.04,0.44,0.63
654,MDRFX,S&P 500 TR USD,81.51,1.16,-6.34,14.48,USD,10,18.02,8.99,0.49,0.69
655,OGIAX,Morningstar Moderate Target Risk,97.4,0.85,0.19,5.68,USD,10,8.27,6.33,0.6,0.88
656,AXEAX,MSCI ACWI Ex USA NR USD,91.04,0.93,2.19,6.94,USD,10,18.26,7.95,0.43,0.63
657,PFIAX,Barclays US Agg Bond TR USD,0.21,0.1,1.57,16.07,USD,10,7.4,3.19,0.26,0.34
658,UMLGX,S&P 500 TR USD,62.29,1.41,-6.85,15.01,USD,10,18.92,10.84,0.56,0.81
659,WOOPX,S&P 500 TR USD,88.74,1.12,0.04,21.01,USD,10,17.32,9.92,0.55,0.77
660,TRVLX,S&P 500 TR USD,93.02,1.05,1.15,22.22,USD,10,16.74,8.81,0.5,0.71
661,FKLAX,Barclays Municipal TR USD,92.3,1.11,-0.9,2.43,USD,10,5.07,4.22,0.54,0.76
662,ANCFX,S&P 500 TR USD,93.6,0.99,-1.28,19.29,USD,10,15.4,8.93,0.54,0.76
663,FXNCX,Barclays Municipal TR USD,91.1,1.1,-0.98,2.34,USD,10,5.02,4.09,0.52,0.73
664,VWNDX,S&P 500 TR USD,91.39,1.1,-0.29,20.63,USD,10,16.8,7.33,0.42,0.6
665,OGNAX,Barclays US Agg Bond TR USD,0.22,-0.05,-0.48,14.17,USD,10,3.45,0.82,-0.18,-0.26
666,VNYTX,Barclays Municipal TR USD,97.97,1.08,-0.58,2.72,USD,10,4.74,4.44,0.61,0.88
667,PRFHX,Barclays Municipal TR USD,61.29,1.24,-0.2,3.02,USD,10,6.93,5.26,0.55,0.77
668,OMEAX,S&P 500 TR USD,82.78,1.15,-3.85,16.94,USD,10,18.35,9.19,0.49,0.71
669,OSMAX,MSCI ACWI Ex USA NR USD,78.61,1.24,6.86,9.32,USD,10,26.34,13.1,0.55,0.8
670,VMNIX,Barclays US Agg Bond TR USD,1.31,-0.17,1.83,-6.73,USD,10,5.06,2.69,0.26,0.36
671,AIVSX,S&P 500 TR USD,95.63,0.92,1.39,22.52,USD,10,13.6,7.82,0.51,0.73
672,NEWFX,MSCI ACWI Ex USA NR USD,92.71,0.95,3.54,8.35,USD,10,18.6,9.45,0.5,0.71
673,FBMPX,MSCI ACWI NR USD,78.81,1.03,4.6,9.62,USD,10,19.08,11.41,0.58,0.89
674,MAEFX,MSCI ACWI Ex USA NR USD,91.69,1.07,-0.6,3.55,USD,10,20.96,5.31,0.28,0.4
675,TFSCX,MSCI ACWI Ex USA NR USD,91.34,0.98,3.15,7.7,USD,10,19.33,9.09,0.47,0.66
676,FKGRX,S&P 500 TR USD,89.32,0.93,-0.01,20.70,USD,10,15.11,9.19,0.56,0.81
677,OPCAX,Barclays Municipal TR USD,54.29,1.99,-3.61,1.14,USD,10,11.93,3.8,0.24,0.33
678,PFORX,Barclays US Agg Bond TR USD,43.38,0.8,2.4,6.35,USD,10,3.88,6.63,1.25,2.26
679,MAPYX,Barclays Municipal TR USD,92.17,1.22,-0.68,2.69,USD,10,5.56,4.8,0.59,0.88
680,TFSIX,MSCI ACWI NR USD,78.63,0.72,-1.28,3.43,USD,10,13.4,3.99,0.25,0.33
681,OPIGX,Barclays US Agg Bond TR USD,8.37,0.82,-2.87,-0.86,USD,10,9.24,0.82,-0.03,-0.03
682,FSCSX,MSCI ACWI NR USD,68.79,0.94,6.87,12.68,USD,10,18.64,13.39,0.69,1.07
683,VTXVX,Morningstar Moderate Target Risk,98.23,0.99,-0.58,4.77,USD,10,9.61,6.23,0.52,0.73
684,PRSVX,S&P 500 TR USD,70.54,1.1,-6.53,13.85,USD,10,18.0,8.32,0.45,0.66
685,CBALX,Morningstar Moderate Target Risk,93.37,1.0,1.63,7.1,USD,10,9.97,8.62,0.73,1.11
686,ANEFX,S&P 500 TR USD,77.7,1.07,0.73,21.64,USD,10,16.37,9.79,0.56,0.82
687,OMSOX,S&P 500 TR USD,90.55,1.05,-2.81,17.71,USD,10,16.1,7.08,0.41,0.6
688,SETMX,Barclays Municipal TR USD,95.74,0.91,-0.41,2.83,USD,10,4.06,4.1,0.63,0.96
689,FASDX,Morningstar Moderate Target Risk,90.25,1.48,-1.97,3.68,USD,10,15.0,6.96,0.42,0.58
690,VMCIX,S&P 500 TR USD,87.89,1.09,-1.47,19.30,USD,10,17.68,9.93,0.54,0.78
691,FDSVX,S&P 500 TR USD,67.61,1.02,-0.6,19.96,USD,10,16.8,8.81,0.5,0.72
692,FGRAX,S&P 500 TR USD,72.53,1.18,-5.61,15.24,USD,10,18.12,9.83,0.53,0.78
693,FISMX,MSCI ACWI Ex USA NR USD,88.74,1.01,2.29,6.59,USD,10,20.13,8.17,0.42,0.59
694,PRCIX,Barclays US Agg Bond TR USD,86.58,0.97,0.32,3.61,USD,10,3.36,5.03,1.01,1.64
695,FRALX,Barclays Municipal TR USD,92.22,1.02,-0.59,2.68,USD,10,4.65,4.26,0.59,0.85
696,VWESX,Barclays US Agg Bond TR USD,78.64,2.65,-2.48,2.2,USD,10,9.72,7.36,0.62,1.04
697,FALHX,S&P 500 TR USD,92.51,1.1,-0.41,20.51,USD,10,18.07,8.61,0.46,0.67
698,VFTSX,S&P 500 TR USD,95.11,1.06,0.7,21.72,USD,10,16.74,6.97,0.4,0.56
699,NMGIX,S&P 500 TR USD,72.58,1.05,-3.21,17.13,USD,10,16.47,7.21,0.41,0.6
700,TPINX,Barclays US Agg Bond TR USD,5.81,0.58,4.44,10.81,USD,10,7.87,7.78,0.8,1.3
