,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio
1009,VTXVX,Morningstar Moderate Target Risk,98.45,0.87,1.1,12.11,USD,3,5.6,10.61,1.82,3.4
1010,PRSVX,S&P 500 TR USD,70.54,1.1,-6.53,13.85,USD,3,11.9,15.38,1.26,2.18
1011,FCSAX,S&P 500 TR USD,97.78,1.02,-1.01,19.70,USD,3,9.32,20.12,2.02,3.81
1012,CBALX,Morningstar Moderate Target Risk,88.17,0.93,4.9,16.62,USD,3,6.3,15.47,2.32,4.8
1013,ANEFX,S&P 500 TR USD,77.7,1.07,0.73,21.64,USD,3,10.96,23.17,1.97,4.28
1014,OMSOX,S&P 500 TR USD,90.55,1.05,-2.81,17.71,USD,3,9.96,18.62,1.77,3.26
1015,BAGPX,Morningstar Moderate Target Risk,92.56,1.27,0.79,11.53,USD,3,8.41,14.69,1.67,2.95
1016,SETMX,Barclays Municipal TR USD,97.76,0.89,-0.21,4.48,USD,3,3.43,4.03,1.15,1.95
1017,FASDX,Morningstar Moderate Target Risk,82.75,0.96,5.17,16.77,USD,3,6.7,16.08,2.26,4.51
1018,VMCIX,S&P 500 TR USD,87.89,1.09,-1.47,19.30,USD,3,10.5,21.08,1.88,3.74
1019,FFGAX,MSCI ACWI NR USD,67.44,1.26,-20.42,-2.82,USD,3,16.18,-3.5,-0.14,-0.19
1020,PCDAX,Barclays Municipal TR USD,50.71,0.11,-0.14,3.35,USD,3,0.58,0.42,0.62,0.86
1021,FDSVX,S&P 500 TR USD,67.61,1.02,-0.6,19.96,USD,3,11.17,20.32,1.72,3.36
1022,PEFIX,MSCI ACWI Ex USA NR USD,75.96,1.2,-3.1,6.64,USD,3,17.56,8.01,0.52,0.8
1023,FSHNX,Barclays US Agg Bond TR USD,25.05,0.9,6.58,10.57,USD,3,4.88,9.57,1.89,3.66
1024,FGRAX,S&P 500 TR USD,72.53,1.18,-5.61,15.24,USD,3,12.57,18.1,1.39,2.4
1025,MLPDX,MSCI ACWI NR USD,24.56,0.4,4.59,26.13,USD,3,8.5,10.52,1.22,2.38
1026,PATHX,MSCI ACWI Ex USA NR USD,85.24,0.65,3.35,15.50,USD,3,8.95,10.09,1.12,1.83
1027,JMGIX,Barclays US Agg Bond TR USD,7.93,0.02,0.42,25.65,USD,3,0.18,0.54,2.66,8.42
1028,PGMAX,Morningstar Moderate Target Risk,61.95,0.98,-8.1,1.93,USD,3,7.97,1.96,0.28,0.36
1029,AAETX,Morningstar Moderate Target Risk,95.88,1.25,2.3,12.91,USD,3,8.17,16.24,1.89,3.49
1030,FISMX,MSCI ACWI Ex USA NR USD,82.9,0.96,3.89,14.18,USD,3,13.52,13.72,1.02,1.71
1031,PRCIX,Barclays US Agg Bond TR USD,93.64,1.05,0.39,3.32,USD,3,2.94,3.54,1.18,1.86
1032,FRALX,Barclays Municipal TR USD,93.19,1.09,-0.6,4.14,USD,3,4.32,4.58,1.05,1.66
1033,VWESX,Barclays US Agg Bond TR USD,89.84,2.74,0.12,2.98,USD,3,7.84,8.21,1.04,1.76
1034,FALHX,S&P 500 TR USD,92.51,1.1,-0.41,20.51,USD,3,10.35,22.64,2.03,3.87
1035,VFTSX,S&P 500 TR USD,95.11,1.06,0.7,21.72,USD,3,9.83,23.1,2.17,4.26
1036,NMGIX,S&P 500 TR USD,72.58,1.05,-3.21,17.13,USD,3,11.14,18.03,1.55,2.86
1037,TPINX,Barclays US Agg Bond TR USD,6.43,0.66,5.0,10.51,USD,3,7.03,6.97,0.99,1.62
1038,FSHCX,MSCI ACWI NR USD,28.74,0.58,12.01,37.08,USD,3,11.45,21.7,1.78,3.34
1039,LPRFX,Morningstar Moderate Target Risk,97.12,1.46,-1.98,9.35,USD,3,9.47,13.75,1.41,2.35
1040,FFFCX,Morningstar Moderate Target Risk,97.65,0.82,0.18,10.95,USD,3,5.32,9.08,1.66,3.01
1041,PELBX,Barclays US Agg Bond TR USD,18.23,1.78,-3.98,0.36,USD,3,11.34,0.7,0.11,0.15
1042,COLTX,Barclays Municipal TR USD,97.86,1.13,0.32,5.02,USD,3,4.37,5.75,1.29,2.16
1043,VGSIX,MSCI ACWI NR USD,22.23,0.6,8.08,28.34,USD,3,13.41,17.1,1.24,2.18
1044,LPHAX,Morningstar Moderate Target Risk,97.43,1.38,-1.77,9.43,USD,3,8.95,13.11,1.42,2.38
1045,TXRAX,Barclays Municipal TR USD,75.64,0.78,-2.42,1.54,USD,3,3.45,1.27,0.37,0.56
1046,BGSAX,MSCI ACWI NR USD,45.61,0.98,3.61,18.22,USD,3,15.22,17.87,1.16,1.94
1047,FSUTX,MSCI ACWI NR USD,10.49,0.37,11.09,45.50,USD,3,12.05,16.95,1.36,2.17
1048,JNUSX,MSCI ACWI Ex USA NR USD,91.77,1.04,-0.51,9.23,USD,3,13.9,9.68,0.73,1.16
1049,PSCSX,S&P 500 TR USD,69.06,1.25,-2.2,18.78,USD,3,13.58,23.48,1.63,3.16
1050,FSBIX,Barclays US Agg Bond TR USD,77.47,0.33,-0.4,1.73,USD,3,1.01,0.63,0.56,0.89
1051,FSINX,Barclays US Agg Bond TR USD,48.94,1.01,1.73,4.67,USD,3,3.93,4.79,1.2,1.9
1052,FWWFX,MSCI ACWI Ex USA NR USD,75.49,0.77,8.12,21.49,USD,3,11.3,16.57,1.42,2.43
1053,FSLBX,MSCI ACWI NR USD,66.99,1.18,6.58,21.05,USD,3,15.19,24.94,1.55,3.07
1054,PTXAX,Barclays Municipal TR USD,66.99,0.79,-3.27,0.48,USD,3,3.7,0.44,0.12,0.17
1055,MDLVX,S&P 500 TR USD,87.2,1.07,-3.42,17.11,USD,3,10.4,18.42,1.68,2.92
1056,OLCAX,Barclays Municipal TR USD,79.11,0.72,0.62,5.59,USD,3,3.12,4.11,1.29,2.1
1057,FSPHX,MSCI ACWI NR USD,35.08,0.7,22.38,52.39,USD,3,12.46,36.82,2.6,7.08
1058,CSVFX,MSCI ACWI Ex USA NR USD,84.87,0.69,5.87,19.16,USD,3,9.6,13.32,1.35,2.41
1059,JPHAX,Barclays US Agg Bond TR USD,10.51,0.25,4.66,22.03,USD,3,2.09,5.57,2.58,5.73
1060,VCVSX,Morningstar Moderate Target Risk,82.55,1.01,1.2,12.04,USD,3,7.08,12.21,1.66,3.22
1061,UMESX,MSCI ACWI NR USD,68.19,1.23,-16.41,-0.02,USD,3,15.64,0.04,0.08,0.1
1062,PRINX,Barclays Municipal TR USD,98.62,1.27,0.0,4.73,USD,3,4.89,6.07,1.22,2.0
1063,FKTFX,Barclays Municipal TR USD,95.68,1.26,0.75,5.35,USD,3,4.94,6.83,1.35,2.32
1064,NINDX,S&P 500 TR USD,100.0,1.0,-0.19,20.64,USD,3,9.04,20.68,2.13,4.09
1065,FDGRX,S&P 500 TR USD,72.55,1.22,-2.71,18.24,USD,3,12.94,22.28,1.63,3.15
1066,PRXCX,Barclays Municipal TR USD,98.17,1.18,0.55,5.21,USD,3,4.57,6.24,1.34,2.28
1067,VMLTX,Barclays Municipal TR USD,76.3,0.28,0.26,5.64,USD,3,1.22,1.63,1.28,2.19
1068,PFATX,Barclays US Agg Bond TR USD,29.11,0.63,3.14,8.07,USD,3,3.15,5.11,1.58,2.83
1069,MDXBX,Barclays Municipal TR USD,98.91,1.04,0.03,4.76,USD,3,3.99,5.0,1.23,2.06
1070,IMRFX,Morningstar Moderate Target Risk,96.3,1.13,-2.51,8.35,USD,3,7.34,9.49,1.27,2.09
1071,FGRRX,MSCI ACWI NR USD,47.61,0.81,2.37,17.37,USD,3,12.41,14.2,1.13,1.84
1072,PRGFX,S&P 500 TR USD,72.96,1.08,-0.56,20.17,USD,3,11.46,21.91,1.79,3.53
1073,BLSAX,Barclays US Agg Bond TR USD,3.75,0.33,0.86,5.26,USD,3,4.65,1.81,0.4,0.66
1074,FPRTX,Barclays Municipal TR USD,54.73,1.63,-8.62,-0.82,USD,3,8.4,-1.27,-0.12,-0.15
1075,CMTAX,MSCI ACWI Ex USA NR USD,92.53,0.99,0.18,9.99,USD,3,13.14,9.95,0.78,1.21
1076,FFKDX,Morningstar Moderate Target Risk,97.43,0.96,0.1,10.87,USD,3,6.21,10.5,1.64,2.95
1077,SRBFX,Barclays US Agg Bond TR USD,83.6,0.97,0.99,3.99,USD,3,2.87,3.92,1.34,2.26
1078,PRAFX,MSCI ACWI NR USD,69.43,1.04,-11.16,2.78,USD,3,13.08,2.94,0.28,0.4
1079,TRIAX,MSCI ACWI Ex USA NR USD,46.88,0.55,12.85,35.64,USD,3,10.22,19.57,1.81,3.67
1080,FSCFX,S&P 500 TR USD,76.74,1.12,-5.2,15.34,USD,3,11.53,17.19,1.44,2.59
1081,INEAX,Barclays US Agg Bond TR USD,32.81,1.03,6.14,9.19,USD,3,4.86,9.5,1.88,3.72
1082,BRASX,Barclays US Agg Bond TR USD,50.84,0.32,2.2,9.87,USD,3,1.23,3.25,2.56,5.07
1083,NSEPX,S&P 500 TR USD,94.96,0.95,0.4,21.27,USD,3,8.85,20.33,2.14,4.24
1084,ORVAX,Barclays Municipal TR USD,77.26,2.08,-4.82,2.23,USD,3,9.04,4.7,0.55,0.81
1085,HLEIX,S&P 500 TR USD,100.0,1.0,-0.26,20.56,USD,3,9.05,20.64,2.13,4.08
1086,SLVAX,S&P 500 TR USD,83.52,1.18,-2.54,18.39,USD,3,11.66,21.72,1.75,3.11
1087,FTHRX,Barclays US Agg Bond TR USD,92.12,0.75,0.66,3.84,USD,3,2.13,2.96,1.35,2.29
1088,SMDMX,Barclays Municipal TR USD,97.1,0.96,-0.72,3.94,USD,3,3.72,3.84,1.02,1.55
1089,FSPCX,MSCI ACWI NR USD,64.77,0.83,9.71,27.91,USD,3,10.88,23.29,1.99,3.41
1090,NLGIX,S&P 500 TR USD,92.5,1.02,-4.73,15.43,USD,3,9.58,15.78,1.58,2.8
1091,TRSSX,S&P 500 TR USD,70.27,1.13,-2.83,17.80,USD,3,12.14,20.09,1.57,3.03
1092,FILAX,Morningstar Moderate Target Risk,96.22,0.58,1.24,12.92,USD,3,3.74,7.5,1.94,3.67
1093,MDYHX,Barclays Municipal TR USD,90.24,1.75,-0.43,4.46,USD,3,7.06,7.88,1.1,1.6
1094,FFFAX,Morningstar Moderate Target Risk,88.66,0.42,0.66,12.21,USD,3,2.86,5.21,1.77,3.32
1095,PRSCX,MSCI ACWI NR USD,58.24,1.12,2.89,17.23,USD,3,15.47,19.4,1.23,2.04
1096,ABDAX,Morningstar Moderate Target Risk,77.05,0.45,1.38,13.80,USD,3,3.28,6.3,1.86,3.4
1097,FCNTX,S&P 500 TR USD,83.49,1.0,-1.23,19.31,USD,3,9.88,19.33,1.84,3.78
1098,VSCOX,S&P 500 TR USD,55.95,1.23,-7.1,13.82,USD,3,14.88,17.07,1.14,1.89
1099,AACTX,Morningstar Moderate Target Risk,96.37,0.96,2.23,13.31,USD,3,6.27,12.9,1.96,3.64
1100,PONAX,Barclays US Agg Bond TR USD,33.89,0.85,8.67,13.75,USD,3,3.96,11.74,2.82,5.76
1101,FRPAX,Barclays Municipal TR USD,94.27,1.24,-1.68,3.31,USD,3,4.88,4.16,0.85,1.34
1102,INUTX,S&P 500 TR USD,88.58,0.86,-0.42,20.05,USD,3,8.25,17.28,1.98,3.66
1103,VFICX,Barclays US Agg Bond TR USD,86.25,1.22,1.5,4.22,USD,3,3.55,5.19,1.43,2.43
1104,ACRNX,S&P 500 TR USD,72.68,1.15,-7.39,13.29,USD,3,12.2,15.35,1.23,2.28
1105,FCTFX,Barclays Municipal TR USD,98.94,1.05,1.04,5.76,USD,3,4.04,6.11,1.48,2.8
1106,FATWX,Morningstar Moderate Target Risk,97.5,1.11,-0.36,10.43,USD,3,7.15,11.6,1.57,2.75
1107,PRSMX,Barclays Municipal TR USD,97.38,0.85,0.05,4.78,USD,3,3.3,4.13,1.22,2.11
1108,PAUIX,Morningstar Moderate Target Risk,61.02,0.9,-4.98,4.73,USD,3,7.35,4.32,0.6,0.9
1109,IGLGX,MSCI ACWI Ex USA NR USD,83.83,0.81,5.72,17.63,USD,3,11.26,14.29,1.24,2.04
1110,FHFAX,Morningstar Moderate Target Risk,96.2,1.4,-0.86,10.17,USD,3,9.12,14.33,1.51,2.58
1111,VWEHX,Barclays US Agg Bond TR USD,38.4,1.03,5.5,8.49,USD,3,4.53,8.84,1.89,3.61
1112,BRAMX,Barclays US Agg Bond TR USD,81.12,1.06,0.76,3.68,USD,3,3.18,3.95,1.21,2.22
1113,PYMAX,Barclays Municipal TR USD,86.06,1.35,0.64,5.22,USD,3,5.58,7.12,1.25,1.92
1114,VBISX,Barclays US Agg Bond TR USD,81.8,0.34,0.22,3.61,USD,3,1.01,1.28,1.2,2.14
1115,INTAX,Barclays Municipal TR USD,96.1,1.2,0.75,5.38,USD,3,4.66,6.49,1.36,2.32
1116,FTGAX,Barclays Municipal TR USD,97.05,1.23,-1.11,3.78,USD,3,4.79,4.73,0.98,1.54
1117,FBCVX,S&P 500 TR USD,90.2,1.12,-2.43,18.37,USD,3,10.69,20.68,1.82,3.23
1118,FAPAX,Barclays Municipal TR USD,78.68,0.81,-0.5,4.06,USD,3,3.47,3.33,0.94,1.65
1119,MBCMX,Barclays Municipal TR USD,94.96,1.66,-1.83,3.56,USD,3,6.5,5.96,0.91,1.45
1120,TRREX,MSCI ACWI NR USD,28.95,0.65,6.96,25.58,USD,3,12.76,16.76,1.28,2.28
1121,JVAAX,S&P 500 TR USD,91.39,0.95,1.39,22.48,USD,3,8.98,21.41,2.22,4.15
