,Fund_Ticker,Status,TTM_Yield_in_percent,PortfolioMktValue_in_millions,TotalAssets_in_millions,ExpenseRatio_in_percent,Net Expense Ratio %,Gross Expense Ratio %,Turnover_in_percent,Yield_in_percent,Status,FeeLevel,Fund_Manager,Manager_Start_Date,Fund_Inception,MorningstarCategory,InvestmentStyle,FeeLevel,Load,Max Front Load %,Max Back Load %,Return
761,FSESX,Open,0.29,16800.0,748.7,0.80,0.80,0.80,34,--,Open,Low,Ben Shuleva,2013-08-01 00:00:00,12/16/1985,Equity Energy,Mid Growth,Low,None,,,9.35
762,FSLEX,Open,0.63,16800.0,90.3,0.97,0.97,0.97,28,--,Open,Below Average,Kevin Walenta,2014-11-01 00:00:00,06/29/1989,Industrials,Mid Blend,Below Average,None,,,4.01
763,FIDSX,Open,0.86,16800.0,1300.0,0.81,0.86,0.86,197,--,Open,Low,Christopher T. Lee,2013-05-31 00:00:00,12/10/1981,Financial,Large Blend,Low,None,,,11.52
764,FSAGX,Open,0.00,16800.0,987.3,0.91,0.92*,0.94,56,--,Open,Below Average,Joe Wickwire,2007-08-31 00:00:00,12/16/1985,Equity Precious Metals,Mid Blend,Below Average,None,,,4.93
765,FSPHX,Open,0.00,16800.0,8400.0,0.76,0.77,0.77,99,--,Open,Low,Edward L. Yoon,2008-10-01 00:00:00,07/14/1981,Health,Large Growth,Low,None,,,16.5
766,FSCGX,Open,0.74,16800.0,254.4,0.78,0.79,0.79,100,--,Open,Low,Boris Shepov,2012-08-31 00:00:00,09/29/1986,Industrials,Mid Blend,Low,None,,,9.68
767,FCYIX,Open,0.56,16800.0,1100.0,0.81,0.81,0.81,58,--,Open,Low,Tobias W. Welo,2007-01-31 00:00:00,03/03/1997,Industrials,Large Growth,Low,None,,,10.28
768,FSPCX,Open,0.82,16800.0,401.2,0.82,0.83,0.83,126,--,Open,Low,Peter Deutsch,2013-06-14 00:00:00,12/16/1985,Financial,Large Value,Low,None,,,11.2
769,FBSOX,Open,0.00,16800.0,904.2,0.83,0.84,0.84,74,--,Open,Below Average,Kyle Weaver,2009-02-12 00:00:00,02/04/1998,Technology,Mid Growth,Below Average,None,,,11.56
770,FDLSX,Open,0.72,16800.0,420.4,0.81,0.82,0.82,65,--,Open,Low,Katherine Shaw,2013-08-16 00:00:00,05/08/1984,Consumer Cyclical,Mid Growth,Low,None,,,14.14
771,FSDPX,Open,0.62,16800.0,2100.0,0.82,0.82,0.82,53,--,Open,Low,Tobias W. Welo,2007-01-18 00:00:00,09/29/1986,Natural Resources,Mid Blend,Low,None,,,10.58
772,FSHCX,Open,0.00,16800.0,789.4,0.82,0.82,0.82,65,--,Open,Low,Steven Bullock,2012-07-31 00:00:00,06/30/1986,Health,Large Growth,Low,None,,,12.05
773,FSMEX,Open,0.00,16800.0,1900.0,0.79,0.80,0.80,75,--,Open,Low,Edward L. Yoon,2007-05-01 00:00:00,04/28/1998,Health,Mid Growth,Low,None,,,13.43
774,FBMPX,Open,0.22,16800.0,861.1,0.80,0.81,0.81,111,--,Open,Low,Nidhi Gupta,2013-01-31 00:00:00,06/30/1986,Consumer Cyclical,Large Growth,Low,None,,,13.01
775,FSNGX,Open,1.01,16800.0,628.8,0.84,0.84,0.84,135,--,Open,Below Average,Ted Davis,2012-09-30 00:00:00,04/21/1993,Equity Energy,Large Blend,Below Average,None,,,9.4
776,FNARX,Open,0.29,16800.0,759.5,0.84,0.84,0.84,99,--,Open,Below Average,John Dowd,2006-05-31 00:00:00,03/03/1997,Equity Energy,Large Blend,Below Average,None,,,10.09
777,FPHAX,Open,0.82,16800.0,1800.0,0.81,0.82,0.82,95,--,Open,Low,Asher Anolic,2013-04-10 00:00:00,06/18/2001,Health,Large Growth,Low,None,,,8.99
778,FSRPX,Open,0.13,16800.0,810.0,0.82,0.83,0.83,72,--,Open,Low,Deena Friedman,2014-07-18 00:00:00,12/16/1985,Consumer Cyclical,Large Growth,Low,None,,,13.32
779,FSCSX,Open,0.00,16800.0,3000.0,0.78,0.79,0.79,87,--,Open,Low,Ali Khan,2014-07-01 00:00:00,07/29/1985,Technology,Large Growth,Low,None,,,15.59
780,FSPTX,Open,0.09,16800.0,2700.0,0.77,0.80,0.80,181,--,Open,Low,Charlie Chai,2007-01-04 00:00:00,07/14/1981,Technology,Large Growth,Low,None,,,12.35
781,FSTCX,Open,3.72,16800.0,421.1,0.82,0.85,0.85,111,--,Open,Low,Matthew Drukker,2013-01-31 00:00:00,07/29/1985,Communications,Large Value,Low,None,,,10.44
782,FSRFX,Open,0.32,16800.0,1100.0,0.84,0.85,0.85,78,--,Open,Below Average,Matthew Moulis,2012-01-31 00:00:00,09/29/1986,Industrials,Large Growth,Below Average,None,,,13.17
783,FSUTX,Open,1.74,16800.0,1000.0,0.80,0.82,0.82,160,--,Open,Low,Douglas Simmons,2006-10-02 00:00:00,12/10/1981,Utilities,Large Value,Low,None,,,11.47
784,FWRLX,Open,5.44,16800.0,274.3,0.86,0.88,0.88,120,--,Open,Below Average,Kyle Weaver,2009-07-01 00:00:00,09/21/2000,Communications,Large Growth,Below Average,None,,,1.9
785,FOHIX,Open,0.00,16800.0,3600.0,0.17,0.10,0.10,19,--,Open,Low,Deane Gyllenhaal,2014-09-30 00:00:00,03/29/2007,Large Blend,Large Blend,Low,None,,,6.49
786,FIOOX,Open,0.39,16800.0,1900.0,0.10,0.10,0.10,2,--,Open,Low,Deane Gyllenhaal,2014-09-30 00:00:00,11/07/2013,Large Value,Large Value,Low,None,,,12.52
787,FSAEX,Limited,0.77,16800.0,11100.0,0.65,0.65,0.65,72,--,Limited,Below Average,Jonathan Kasen,2013-07-16 00:00:00,10/17/2008,Large Growth,Large Growth,Below Average,None,,,15.44
788,FSBDX,Open,0.16,16800.0,8600.0,0.74,0.74,0.74,67,--,Open,Below Average,Sonu Kalra,2013-11-07 00:00:00,11/07/2013,Large Growth,Large Growth,Below Average,None,,,15.78
789,FBMAX,Open,0.37,16800.0,15.8,1.09,1.09,1.09,18,--,Open,High,Peter Dixon,2014-07-18 00:00:00,08/21/2007,Large Growth,Large Growth,High,None,,,7.16
790,FCSSX,Limited,0.00,16800.0,2000.0,0.60,0.60*,0.64,23,--,Limited,Low,Eric Matteson,2010-09-30 00:00:00,10/01/2009,Commodities Broad Basket,--,Low,None,,,-1.75
791,FEMSX,Limited,0.95,16800.0,10300.0,1.06,1.09,1.09,79,--,Limited,Low,Greg Lee,2012-05-02 00:00:00,12/09/2008,Diversified Emerging Mkts,Large Blend,Low,None,,,14.55
792,FEDCX,Limited,5.56,16800.0,1100.0,0.84,0.84,0.84,36,6.54,Limited,Below Average,Jonathan Kelly,2011-03-17 00:00:00,03/17/2011,Emerging Markets Bond,--,Below Average,None,,,6.43
793,FNKLX,Open,1.88,16800.0,12700.0,0.65,0.69,0.69,42,--,Open,Low,James Morrow,2012-12-06 00:00:00,12/06/2012,Large Value,Large Value,Low,None,,,19.31
794,FFHCX,Limited,4.16,16800.0,874.5,0.72,0.72,0.72,61,4.57,Limited,Below Average,Eric Mollenhauer,2011-10-20 00:00:00,10/20/2011,Bank Loan,--,Below Average,None,,,7.52
795,FSGEX,Open,1.93,16800.0,2500.0,0.20,0.20,0.20,1,--,Open,Low,Deane Gyllenhaal,2014-09-30 00:00:00,09/29/2009,Foreign Large Blend,Large Blend,Low,None,,,5.81
796,FGLGX,Open,1.48,16800.0,9800.0,0.66,0.66,0.66,53,--,Open,Low,Matthew W. Fruhan,2012-12-06 00:00:00,12/06/2012,Large Blend,Large Blend,Low,None,,,21.24
797,FCGSX,Open,0.06,16800.0,10500.0,0.76,0.78,0.78,1,--,Open,Below Average,Steven S. Wymer,2013-11-07 00:00:00,11/07/2013,Large Growth,Large Growth,Below Average,None,,,13.28
798,FSHNX,Limited,5.39,16800.0,7100.0,0.69,0.70,0.70,54,5.62,Limited,Below Average,Fred Hoff,2011-03-10 00:00:00,03/10/2011,High Yield Bond,--,Below Average,None,,,6.70
799,FSIPX,Limited,0.16,16800.0,1100.0,0.20,0.20,0.20,44,-0.05,Limited,Low,Brandon Bettencourt,2014-05-19 00:00:00,09/29/2009,Inflation-Protected Bond,High/Limited,Low,None,,,3.27
800,FIGSX,Limited,0.68,16800.0,12800.0,1.02,1.04,1.04,41,--,Limited,Above Average,Jed Weiss,2009-12-03 00:00:00,12/03/2009,Foreign Large Growth,Large Growth,Above Average,None,,,8.16
801,FSTSX,Limited,0.81,16800.0,2800.0,1.22,1.23,1.23,29,--,Limited,Above Average,Jed Weiss,2009-12-03 00:00:00,12/03/2009,Foreign Small/Mid Growth,Mid Growth,Above Average,None,,,10.97
802,FINVX,Limited,2.19,16800.0,12600.0,0.85,0.88,0.88,80,--,Limited,Below Average,Alexander Zavratsky,2011-09-12 00:00:00,12/03/2009,Foreign Large Value,Large Value,Below Average,None,,,3.89
803,FGLLX,Open,1.50,16800.0,6300.0,0.81,0.64,0.64,16,--,Open,Low,Joel C. Tillinghast,2012-12-06 00:00:00,12/06/2012,World Stock,Mid Value,Low,None,,,25.41
804,FSIGX,Limited,2.61,16800.0,25100.0,0.45,0.45,0.45,105,2.17,Limited,Below Average,Jeffrey Moore,2008-10-08 00:00:00,10/08/2008,Intermediate-Term Bond,Mid/Moderate,Below Average,None,,,6.92
805,FVWSX,Open,0.00,16800.0,6400.0,0.77,0.78,0.78,52,--,Open,Below Average,William Danoff,2012-12-06 00:00:00,12/06/2012,Large Growth,Large Growth,Below Average,None,,,25.64
806,FREDX,Limited,1.56,16800.0,1400.0,0.76,0.77,0.77,69,2.07,Limited,Low,Samuel J. Wald,2011-10-20 00:00:00,10/20/2011,Real Estate,Mid Blend,Low,None,,,13.93
807,FSREX,Limited,4.98,16800.0,847.4,0.77,0.77,0.77,33,4.45,Limited,Low,Mark P. Snyderman,2011-10-20 00:00:00,10/20/2011,Real Estate,Mid Value,Low,None,,,11.30
808,FJACX,Open,0.16,16800.0,1600.0,0.96,1.01,1.01,29,--,Open,Below Average,Charles L. Myers,2013-11-07 00:00:00,11/07/2013,Small Blend,Small Value,Below Average,None,,,-0.70
809,FSOPX,Limited,0.13,16800.0,5600.0,0.82,0.82,0.82,90,--,Limited,Low,Eirene Kontopoulos,2012-04-03 00:00:00,03/22/2007,Small Blend,Small Blend,Low,None,,,5.87
810,FBLEX,Open,0.88,16800.0,8500.0,0.75,0.75,0.75,66,--,Open,Below Average,John Mirshekari,2012-12-06 00:00:00,12/06/2012,Large Value,Large Value,Below Average,None,,,21.61
811,FSHBX,Open,0.92,16800.0,7400.0,0.45,0.45,0.45,76,0.83,Open,Low,Robin Foley,2008-06-30 00:00:00,09/15/1986,Short-Term Bond,Mid/Limited,Low,None,,,4.69
812,FSCRX,Limited,0.13,16800.0,6000.0,1.01,1.01,1.01,17,--,Limited,Below Average,Charles L. Myers,2006-03-14 00:00:00,09/26/2000,Small Blend,Small Blend,Below Average,None,,,11.44
813,FCPEX,Open,0.49,16800.0,419.4,0.67,0.73,0.73,107,--,Open,Low,Shashi Naik,2014-09-30 00:00:00,12/20/2007,Small Blend,Small Blend,Low,None,,,7.48
814,FSLCX,Open,0.46,16800.0,1800.0,0.67,0.68,0.68,50,--,Open,Low,Lionel T. Harris,2011-11-30 00:00:00,03/12/1998,Small Blend,Small Blend,Low,None,,,8.6
815,FDSSX,Open,0.66,16800.0,5300.0,0.66,0.67,0.67,10,--,Open,Low,Peter Dixon,2014-07-18 00:00:00,09/28/1990,Large Growth,Large Growth,Low,None,,,10.58
816,FSLVX,Open,1.03,16800.0,868.0,0.71,0.72,0.72,64,--,Open,Below Average,John Mirshekari,2011-03-11 00:00:00,11/15/2001,Large Value,Large Value,Below Average,None,,,6.17
817,FDSCX,Open,0.05,16800.0,1500.0,0.91,0.94,0.94,79,--,Open,Low,Eirene Kontopoulos,2012-04-03 00:00:00,06/28/1993,Small Blend,Small Blend,Low,None,,,7.98
818,FSICX,Open,3.67,16800.0,8600.0,0.69,0.69,0.69,135,3.36,Open,Low,Ford E. O'Neil,2012-06-15 00:00:00,05/01/1998,Multisector Bond,Low/Moderate,Low,None,,,7.0
819,FTABX,Open,3.64,16800.0,2800.0,0.25,0.47,0.47,14,2.02,Open,Low,Mark Sommer,2010-06-30 00:00:00,04/10/2001,Muni National Long,Mid/Moderate,Low,None,,,5.43
820,FIUIX,Open,3.01,16800.0,1000.0,0.76,0.76,0.76,121,1.81,Open,Low,Douglas Simmons,2005-09-30 00:00:00,11/27/1987,Utilities,Large Value,Low,None,,,9.37
821,FTBFX,Open,2.80,16800.0,16900.0,0.45,0.45,0.45,108,2.67,Open,Low,Michael Foggin,2014-10-30 00:00:00,10/15/2002,Intermediate-Term Bond,Mid/Moderate,Low,None,,,5.42
822,FTRNX,Open,0.43,16800.0,1500.0,0.78,0.78,0.78,152,--,Open,Below Average,Daniel E. Kelley,2012-01-31 00:00:00,06/16/1958,Large Growth,Large Growth,Below Average,None,,,11.76
823,FDVLX,Open,0.75,16800.0,9600.0,0.65,0.67,0.67,99,--,Open,Low,Katherine Buck,2011-01-03 00:00:00,12/01/1978,Mid-Cap Value,Mid Blend,Low,None,,,12.61
824,FVDFX,Open,1.13,16800.0,1000.0,0.80,0.80,0.80,58,--,Open,Below Average,Sean Gavin,2012-01-31 00:00:00,12/10/2002,Large Value,Large Value,Below Average,None,,,10.15
825,FWWFX,Open,0.32,16800.0,1600.0,1.08,1.08,1.08,161,--,Open,Below Average,Stephen DuFour,2007-10-01 00:00:00,05/30/1990,World Stock,Large Growth,Below Average,None,,,7.95
826,FCSAX,Open,0.85,16800.0,23200.0,0.20,0.72*,0.97,109,--,Open,Low,Menno Vermeulen,2014-09-04 00:00:00,12/30/2009,Large Blend,Large Blend,Low,None,,,13.85
827,FWHBX,Open,2.47,16800.0,42.0,0.23,0.59*,1.04,87,--,Open,Low,Jeffrey Moore,2012-06-19 00:00:00,06/19/2012,Intermediate-Term Bond,--,Low,None,,,2.51
828,FPCIX,Open,2.45,16800.0,17800.0,0.08,0.60*,0.85,78,--,Open,Low,James L. Herbst,2013-03-19 00:00:00,09/27/2007,Intermediate-Term Bond,--,Low,None,,,5.79
829,FLAUX,Open,0.81,16800.0,61.0,0.97,0.98*,1.22,134,--,Open,Average,Paul Larson,2014-02-28 00:00:00,11/16/2011,Large Blend,Large Blend,Average,None,,,18.99
830,FSAMX,Open,1.32,16800.0,1600.0,0.21,1.13*,1.38,21,--,Open,Low,John R. Chisholm,2012-09-06 00:00:00,09/30/2010,Diversified Emerging Mkts,Large Blend,Low,None,,,1.16
831,FLILX,Open,1.19,16800.0,12.0,1.23,1.23*,2.38,10,--,Open,Below Average,"Wilfred Chilangwa, Jr",2012-05-02 00:00:00,05/02/2012,Diversified Emerging Mkts,Large Blend,Below Average,None,,,2.66
832,FSGFX,Open,0.60,16800.0,13000.0,0.31,0.53*,0.78,39,--,Open,Low,Matthew W. Krummell,2013-09-11 00:00:00,06/02/2010,Large Growth,Large Growth,Low,None,,,16.18
833,FMELX,Open,0.52,16800.0,61.8,0.80,0.84,0.84,51,--,Open,Below Average,Matthew W. Krummell,2013-09-11 00:00:00,11/16/2011,Large Growth,Large Growth,Below Average,None,,,18.35
834,FSADX,Open,5.64,16800.0,7.4,0.80,0.80*,5.02,46,--,Open,Below Average,Gregory Pappas,2012-06-19 00:00:00,06/19/2012,High Yield Bond,Low/Limited,Below Average,None,,,8.92
835,FPIOX,Open,5.50,16800.0,4200.0,0.88,0.88*,1.13,12,--,Open,Average,Gregory Pappas,2007-09-27 00:00:00,09/27/2007,High Yield Bond,Low/Limited,Average,None,,,7.75
836,FILFX,Open,1.50,16800.0,23800.0,0.17,0.89*,1.14,11,--,Open,Low,Pablo De La Mata,2014-09-30 00:00:00,03/23/2006,Foreign Large Blend,Large Blend,Low,None,,,3.99
837,FUSIX,Open,1.39,16800.0,1500.0,0.26,0.92*,1.17,27,--,Open,Low,CÃ©sar HernÃ¡ndez,2010-09-17 00:00:00,03/08/2007,Foreign Large Blend,Large Growth,Low,None,,,1.33
838,FMJDX,Open,2.14,16800.0,63.9,1.17,1.19*,1.21,46,--,Open,Average,Pablo De La Mata,2014-09-30 00:00:00,05/02/2012,Foreign Large Blend,Large Blend,Average,None,,,11.66
839,FEHPX,Open,0.80,16800.0,331235.0,0.72,0.72,0.72,44,--,Open,Average,Brett F. Sumsion,2014-01-21 00:00:00,12/20/2012,Target Date 2000-2010,Large Blend,Average,None,,,5.95
840,FEMPX,Open,0.81,16800.0,683138.0,0.77,0.77,0.77,24,--,Open,Above Average,Brett F. Sumsion,2014-01-21 00:00:00,12/20/2012,Target Date 2000-2010,Large Blend,Above Average,None,,,7.55
841,FEJPX,Open,0.83,16800.0,1.7,0.85,0.85,0.85,38,--,Open,Average,Brett F. Sumsion,2014-01-21 00:00:00,12/20/2012,Target Date 2011-2015,Large Blend,Average,None,,,8.03
842,FEKPX,Open,0.86,16800.0,2.8,0.89,0.89,0.89,51,--,Open,Above Average,Brett F. Sumsion,2014-01-21 00:00:00,12/20/2012,Target Date 2016-2020,Large Blend,Above Average,None,,,8.77
843,FEDPX,Open,0.94,16800.0,1.1,0.95,0.95*,0.97,88,--,Open,Above Average,Brett F. Sumsion,2014-01-21 00:00:00,12/20/2012,Target Date 2021-2025,Large Blend,Above Average,None,,,10.63
844,FECPX,Open,0.77,16800.0,1.2,1.00,1.00*,1.03,63,--,Open,High,Brett F. Sumsion,2014-01-21 00:00:00,12/20/2012,Target Date 2026-2030,Large Blend,High,None,,,11.31
845,FENPX,Open,0.79,16800.0,984422.0,1.01,1.01*,1.08,32,--,Open,Above Average,Brett F. Sumsion,2014-01-21 00:00:00,12/20/2012,Target Date 2031-2035,Large Blend,Above Average,None,,,12.66
846,FEWPX,Open,0.81,16800.0,688267.0,1.01,1.01*,1.12,54,--,Open,Above Average,Brett F. Sumsion,2014-01-21 00:00:00,12/20/2012,Target Date 2036-2040,Large Blend,Above Average,None,,,12.83
847,FEZPX,Open,0.76,16800.0,813492.0,1.01,1.01*,1.16,38,--,Open,Above Average,Brett F. Sumsion,2014-01-21 00:00:00,12/20/2012,Target Date 2041-2045,Large Blend,Above Average,None,,,13.15
848,FEYPX,Open,0.77,16800.0,1.1,1.01,1.01*,1.11,21,--,Open,Above Average,Brett F. Sumsion,2014-01-21 00:00:00,12/20/2012,Target Date 2046-2050,Large Blend,Above Average,None,,,13.20
849,FESPX,Open,0.71,16800.0,899186.0,1.01,1.01*,1.15,19,--,Open,Above Average,Brett F. Sumsion,2014-01-21 00:00:00,12/20/2012,Target Date 2051+,Large Blend,Above Average,None,,,13.61
850,FEBPX,Open,1.40,16800.0,1.1,0.62,0.62,0.62,40,--,Open,Below Average,Brett F. Sumsion,2014-01-21 00:00:00,12/20/2012,Retirement Income,Large Blend,Below Average,None,,,3.90
851,FAUDX,Open,0.84,16800.0,6900.0,0.11,0.49*,0.74,31,--,Open,Low,Edward A. Wiese,2012-12-28 00:00:00,12/20/2011,Short-Term Bond,--,Low,None,,,1.14
852,FNAPX,Open,0.00,16800.0,33.0,1.16,1.21*,1.30,117,--,Open,Average,Jeffery L. Silk,2014-09-23 00:00:00,12/20/2011,Small Blend,Small Growth,Average,None,,,17.38
853,FSCFX,Open,0.14,16800.0,7100.0,0.45,0.92*,1.17,84,--,Open,Low,Jeffery L. Silk,2014-09-23 00:00:00,06/23/2005,Small Growth,Small Growth,Low,None,,,7.36
854,FVSAX,Open,1.18,16800.0,13400.0,0.31,0.54*,0.79,42,--,Open,Low,Greg Sleight,2014-07-03 00:00:00,12/30/2008,Large Value,Large Value,Low,None,,,15.65
855,FKMOX,Open,0.85,16800.0,19.1,0.97,0.97*,1.32,59,--,Open,Average,Greg Sleight,2014-07-03 00:00:00,11/16/2011,Large Value,Large Value,Average,None,,,20.02
856,FISAX,Open,1.12,16800.0,2200.0,0.87,0.87,0.87,9,0.40,Open,Average,Roger Bayston,1991-12-31 00:00:00,10/20/1987,Short Government,High/Limited,Average,2.25,2.25,,4.06
857,FRALX,Open,3.85,16800.0,274.3,0.71,0.71,0.71,14,2.44,Open,Low,John Bonelli,2013-07-01 00:00:00,09/01/1987,Muni Single State Long,--,Low,4.25,4.25,,5.64
858,FRAVX,Open,0.12,16800.0,58.0,1.23,1.24*,1.61,27,--,Open,Below Average,Donald G. Taylor,2007-06-01 00:00:00,06/01/2007,Mid-Cap Value,Mid Value,Below Average,5.75,5.75,,2.95
859,FTAZX,Open,3.95,16800.0,950.5,0.62,0.62,0.62,15,2.50,Open,Low,Francisco Rivera,1996-12-31 00:00:00,09/01/1987,Muni Single State Long,--,Low,4.25,4.25,,5.67
860,FRBSX,Open,1.14,16800.0,1500.0,0.91,0.92*,0.93,12,--,Open,Low,Grace Hoefig,2012-07-02 00:00:00,04/02/1990,Mid-Cap Value,Mid Value,Low,5.75,5.75,,10.7
861,FBLAX,Open,2.97,16800.0,2600.0,1.11,1.13*,1.14,58,2.23,Open,Below Average,Blair Schmicker,2011-03-01 00:00:00,07/03/2006,Moderate Allocation,Large Value,Below Average,5.75,5.75,,5.84
862,FBDIX,Limited,0.00,16800.0,1700.0,1.10,1.10,1.10,49,--,Limited,Low,Jerel A. Banks,2012-09-01 00:00:00,09/15/1997,Health,Large Growth,Low,5.75,5.75,,12.58
863,FCAMX,Open,4.54,16800.0,1900.0,0.63,0.63,0.63,22,3.22,Open,Low,Christopher S. Sperry,2004-11-01 00:00:00,05/03/1993,Muni California Long,--,Low,4.25,4.25,,5.65
864,FRCIX,Closed,4.13,16800.0,1800.0,0.60,0.61,0.61,12,2.59,Closed,Low,Christopher S. Sperry,2000-07-01 00:00:00,09/03/1985,Muni California Long,--,Low,4.25,4.25,,6.17
865,FKCIX,Open,3.04,16800.0,1400.0,0.63,0.63,0.63,16,1.63,Open,Low,Christopher S. Sperry,2000-11-01 00:00:00,09/21/1992,Muni California Intermediate,--,Low,2.25,2.25,,5.01
866,FKTFX,Open,4.18,16800.0,13500.0,0.57,0.57,0.57,20,2.65,Open,Low,Christopher S. Sperry,2000-12-31 00:00:00,02/01/1977,Muni California Long,--,Low,4.25,4.25,,5.68
867,FRCOX,Open,3.94,16800.0,678.6,0.64,0.64,0.64,8,2.46,Open,Low,John Bonelli,2013-07-01 00:00:00,09/01/1987,Muni Single State Long,--,Low,4.25,4.25,,5.83
868,FTCIX,Open,2.02,16800.0,1700.0,1.22,1.22,1.22,58,--,Open,Above Average,Thomas A. Nelson,2012-05-01 00:00:00,12/31/1996,Conservative Allocation,Large Growth,Above Average,5.75,5.75,,5.82
869,FISCX,Open,1.74,16800.0,2100.0,0.88,0.88,0.88,35,0.76,Open,Low,Blair Schmicker,2009-12-31 00:00:00,04/15/1987,Convertibles,Mid Growth,Low,5.75,5.75,,9.15
870,FTCOX,Open,0.76,16800.0,755.0,1.08,1.08,1.08,6,--,Open,Below Average,T. Anthony Coffey,2003-08-15 00:00:00,08/15/2003,Large Growth,Large Growth,Below Average,5.75,5.75,,7.06
871,FXCTX,Open,3.78,16800.0,383.9,0.67,0.67,0.67,8,2.12,Open,Low,Carrie Higgins,2004-12-31 00:00:00,10/03/1988,Muni Single State Long,--,Low,4.25,4.25,,5.21
872,FPRTX,Closed,5.48,16800.0,255.8,0.67,0.67,0.67,10,4.37,Closed,Low,Stella S. Wong,1986-12-31 00:00:00,04/03/1985,High Yield Muni,--,Low,4.25,4.25,,5.39
873,FKDNX,Open,0.00,16800.0,2400.0,0.89,0.94,0.94,26,--,Open,Low,Matthew J. Moberg,2004-09-30 00:00:00,01/02/1968,Large Growth,Large Growth,Low,5.75,5.75,,8.8
874,FEMDX,Open,4.77,16800.0,650.3,1.00,1.00*,1.14,30,6.81,Open,Above Average,Nicholas Hardingham,2014-06-06 00:00:00,05/24/2006,Emerging Markets Bond,--,Above Average,None,,,8.30
875,FISEX,Open,2.05,16800.0,2000.0,0.91,0.91,0.91,33,2.05,Open,Low,Kimberly Strand,2013-03-01 00:00:00,03/15/1988,Large Value,Large Value,Low,5.75,5.75,,8.59
876,FKITX,Open,2.70,16800.0,4400.0,0.65,0.65,0.65,9,1.28,Open,Low,James Patrick Conn,1999-12-31 00:00:00,09/21/1992,Muni National Interm,--,Low,2.25,2.25,,5.03
877,FFTFX,Open,0.99,16800.0,1100.0,0.60,0.63*,0.84,20,0.24,Open,Low,John Pomeroy,2003-09-02 00:00:00,09/02/2003,Muni National Short,--,Low,2.25,2.25,,2.32
878,FKTIX,Open,3.89,16800.0,11200.0,0.62,0.62,0.62,9,2.02,Open,Low,Carrie Higgins,2004-12-31 00:00:00,10/07/1983,Muni National Long,--,Low,4.25,4.25,,6.73
879,FRFLX,Open,4.37,16800.0,809.9,0.62,0.62,0.62,7,2.65,Open,Low,Carrie Higgins,2004-12-31 00:00:00,09/01/1987,Muni Single State Long,--,Low,4.25,4.25,,5.81
880,FKCGX,Open,0.00,16800.0,3400.0,0.97,0.97,0.97,41,--,Open,Low,Robert Stevenson,2013-09-01 00:00:00,10/30/1991,Large Growth,Large Growth,Low,5.75,5.75,,11.03
881,FAFRX,Open,3.75,16800.0,4600.0,0.83,0.85*,0.87,43,4.31,Open,Low,Mark Boyadjian,2014-09-30 00:00:00,05/01/2001,Bank Loan,Low/Limited,Low,2.25,2.25,,3.62
882,FCEQX,Open,0.50,16800.0,107.5,1.22,1.30*,1.73,43,--,Open,Average,Chris Anderson,2013-09-01 00:00:00,12/13/2007,Large Blend,Large Growth,Average,5.75,5.75,,6.22
883,FFALX,Open,2.34,16800.0,6000.0,1.02,1.02,1.02,3,--,Open,Low,T. Anthony Coffey,2003-08-15 00:00:00,08/15/2003,Aggressive Allocation,Large Value,Low,5.75,5.75,,6.8
884,FTGAX,Open,3.73,16800.0,517.2,0.66,0.66,0.66,6,2.02,Open,Low,Daniel Workman,2013-07-01 00:00:00,09/01/1987,Muni Single State Long,--,Low,4.25,4.25,,5.77
885,FGAAX,Open,2.54,16800.0,41.4,1.20,1.31*,2.04,40,--,Open,Average,Todd Saunders,2013-10-01 00:00:00,09/01/2011,World Allocation,Large Growth,Average,5.75,5.75,,3.74
886,FGGAX,Open,2.74,16800.0,12.5,0.57,0.86*,3.42,13,1.42,Open,Low,David Zahn,2013-09-06 00:00:00,09/06/2013,World Bond,Mid/Extensive,Low,4.25,4.25,,1.30
887,FLGIX,Open,1.63,16800.0,27.5,1.28,1.45*,4.15,35,1.37,Open,Below Average,Ketul Sakhpara,2014-06-30 00:00:00,09/06/2013,World Stock,Large Growth,Below Average,5.75,5.75,,14.74
888,FGRRX,Open,1.42,16800.0,169.0,1.45,1.45*,1.61,22,1.25,Open,Average,Daniel Pettersson,2014-05-01 00:00:00,06/16/2006,Global Real Estate,Large Blend,Average,5.75,5.75,,0.76
889,FKRCX,Open,0.00,16800.0,789.8,1.07,1.07,1.07,16,--,Open,Low,Frederick G. Fromm,2005-12-31 00:00:00,05/19/1969,Equity Precious Metals,Mid Blend,Low,5.75,5.75,,4.62
890,FKGRX,Open,0.39,16800.0,10800.0,0.90,0.92*,0.93,2,--,Open,Low,Serena Perin Vinton,2008-11-30 00:00:00,03/30/1948,Large Growth,Large Growth,Low,5.75,5.75,,10.13
891,FGTIX,Open,1.21,16800.0,1500.0,1.28,1.28*,1.32,30,--,Open,Average,Thomas A. Nelson,2012-01-01 00:00:00,12/31/1996,Aggressive Allocation,Large Growth,Average,5.75,5.75,,6.3
892,FGRAX,Open,0.00,16800.0,1000.0,1.17,1.17,1.17,37,--,Open,Average,Grant Bowers,2007-03-02 00:00:00,06/23/1999,Large Growth,Large Growth,Average,5.75,5.75,,8.22
